ProteinAccessions;log2 eat2_d5_01;log2 eat2_d5_02;log2 eat2_d5_03;log2 eat2_d5_04;log2 N2_d5_01;log2 N2_d5_02;log2 N2_d5_03;log2 N2_d5_04; -Log Student's T-test p-value eat2_d5_N2_d5;Student's T-test q-value eat2_d5_N2_d5; Student's T-test Difference eat2_d5_N2_d5;Student's T-test Test statistic eat2_d5_N2_d5;Sign p-val: 0.05 
Q09373;14,3377;14,5647;14,4465;14,8959;14,8522;15,638;15,4351;13,8468;0,400518;0,264852;-0,38185;-0,910557;
Q09374;14,4519;14,2185;13,7596;13,9809;13,1096;14,0093;13,867;12,895;1,04602;0,0450623;0,63246;2,01963;+
Q09385;13,0971;12,7155;13,2626;12,6592;15,4525;14,3959;14,3278;16,8999;2,03315;0,00391611;-2,33541;-3,77217;+
Q09390;15,4546;15,6035;15,8208;15,8116;15,7557;15,9094;15,664;16,074;0,683236;0,118824;-0,17814;-1,41297;
Q09393;15,2184;15,1069;15,0943;14,8995;13,8579;14,2267;14,4805;14,3956;2,81454;0,000849959;0,839565;5,48744;+
Q09395;12,2456;11,623;11,5348;11,6525;11,3414;11,5194;11,4523;12,4758;0,0778884;0,754612;0,0667439;0,216438;
Q09409;14,2754;14,1475;14,2061;14,347;12,8727;13,8022;13,9732;10,9643;0,997791;0,0508111;1,34089;1,93951;
Q09411;14,3784;13,7014;13,5868;13,2665;14,5985;13,8861;13,6927;14,9308;0,706469;0,1116;-0,543735;-1,45249;
Q09412;14,4531;14,0296;14,3264;14,0858;14,1671;13,3094;13,9228;14,5004;0,405366;0,261214;0,24883;0,919667;
Q09422;17,5304;17,4116;17,4749;17,3849;18,072;18,2633;18,1522;18,1772;5,0795;0,000278481;-0,715698;-13,987;+
Q09436;13,9372;14,0849;14,128;13,9769;15,9347;15,5765;15,3083;15,8639;4,45176;0,000140127;-1,6391;-10,9013;+
Q09438;15,1914;14,9978;14,5072;14,9776;15,6869;16,0072;15,6912;15,0497;1,49726;0,013618;-0,69027;-2,78412;+
Q09441;12,128;12,0279;11,7619;11,6254;11,4303;11,5731;12,01;11,2705;0,793747;0,0874033;0,314843;1,59968;
Q09442;15,9834;16,5268;16,0607;16,4657;16,2498;16,8162;15,6856;16,2286;0,0178045;0,937945;0,0141299;0,0525025;
Q09444;16,7719;16,8062;16,7162;16,7838;16,8263;16,9202;16,8634;17,063;1,44007;0,0155683;-0,148713;-2,68482;+
Q09450;16,4801;16,4567;16,4021;16,391;16,0311;16,0618;16,1695;16,3848;1,76677;0,00727709;0,270632;3,2665;+
Q09451;12,7626;11,898;12,0676;12,0985;12,6188;12,9921;12,3306;13,3279;1,10171;0,0386583;-0,610667;-2,11231;+
Q09454;15,0439;14,823;14,8374;15,0178;15,0774;13,9017;14,2219;15,0814;0,545543;0,173824;0,359962;1,17436;
Q09455;11,978;11,9129;11,8594;10,8173;11,2002;11,207;11,2359;11,73;0,437873;0,236833;0,298611;0,980158;
Q09456;12,0599;11,9095;11,757;11,7353;11,1131;11,2136;11,1953;11,4979;2,78225;0,000871632;0,610444;5,40822;+
Q09462;13,897;13,7611;13,9046;13,928;13,6978;13,7129;13,4503;13,9106;0,895715;0,0666252;0,17975;1,7699;
Q09464;14,7088;14,381;14,4401;14,0503;14,2964;14,6864;14,5246;15,7325;0,560985;0,167149;-0,41495;-1,20158;
Q09474;15,6521;15,6595;15,4835;15,5595;15,4565;15,2901;15,5086;15,2086;1,46459;0,0146044;0,222695;2,7273;+
Q09475;16,5345;16,355;16,1737;16,3678;16,3729;16,201;16,1221;16,663;0,0446788;0,850715;0,0180225;0,128123;
Q09476;15,5698;15,4213;14,8966;16,1422;15,4825;15,5618;15,2143;15,2409;0,192901;0,5047;0,132583;0,490268;
Q09477;12,5633;13,1383;11,9487;12,4273;11,4442;11,1821;11,2737;11,6686;2,25457;0,0024752;1,12721;4,21947;+
Q09486;13,1693;13,4811;13,5037;14,8283;13,7768;13,6805;14,7484;13,9824;0,283993;0,377899;-0,301432;-0,683152;
Q09489;17,8132;17,9327;17,7921;17,8412;18,0429;18,3109;18,0045;17,9447;1,42841;0,0160316;-0,23097;-2,6647;+
Q09490;14,7623;15,1253;14,7557;14,6124;15,7118;15,2383;16,1944;14,3179;0,634896;0,136139;-0,55168;-1,33015;
Q09496;15,1927;14,7956;14,9146;14,8627;15,0808;14,9731;15,0272;15,5175;0,657736;0,12748;-0,208265;-1,36939;
Q09497;15,9793;15,9539;15,9129;16,0272;15,7705;15,7692;15,2798;15,1386;1,5532;0,0120871;0,478805;2,88221;+
Q09499;14,8099;14,8719;14,5819;14,53;13,544;13,1416;13,7048;14,181;2,42102;0,00184868;1,05557;4,57437;+
Q09500;16,0665;16,1541;16,0511;16,2069;15,484;15,6186;15,1594;15,1879;3,16085;0,000593361;0,757207;6,39159;+
Q09501;13,5227;13,2151;13,9741;13,6514;11,4027;11,3382;11,3175;11,7014;4,67307;0,000173228;2,15086;11,9083;+
Q09508;18,554;18,4378;18,399;18,4856;17,733;17,8057;17,7156;17,8867;4,95433;0,000244444;0,683811;13,313;+
Q09509;13,5448;13,4024;13,6125;13,5418;12,327;12,216;12,5012;13,2223;2,22502;0,00260544;0,958713;4,1582;+
Q09510;17,6156;17,5271;17,5192;17,4764;18,2375;18,0536;18,0081;18,5776;2,68015;0,00100224;-0,684618;-5,16303;+
Q09511;15,1112;15,008;14,2446;14,8981;14,4648;14,2036;14,6122;15,0088;0,418101;0,251472;0,243127;0,943485;
Q09512;15,5075;15,5418;15,5281;15,5886;15,4474;15,2351;14,5279;15,1981;1,15322;0,0332864;0,439395;2,19825;+
Q09522;14,3463;14,3767;15,2699;14,7089;14,1756;13,6899;13,6108;14,4837;1,21499;0,0282859;0,685432;2,30174;+
Q09527;16,5504;16,612;16,5317;16,5534;15,093;15,5276;15,4664;15,442;4,65869;0,000170543;1,17962;11,8404;+
Q09530;11,7736;12,6503;12,0358;11,4759;12,9997;13,3946;12,9183;13,7072;2,1982;0,00270391;-1,27103;-4,10303;+
Q09531;15,6882;15,7136;15,7389;15,598;15,9639;15,4595;15,3315;15,8277;0,0933092;0,713854;0,0390079;0,255784;
Q09533;19,5939;19,6052;19,6249;19,6136;19,5179;19,362;19,495;19,6589;0,824294;0,0804858;0,100957;1,65082;
Q09541;16,2964;16,2789;16,2066;16,2947;15,8456;15,5713;15,7241;16,3079;1,35572;0,0197836;0,406912;2,53995;+
Q09543;17,1677;17,3885;16,9034;16,9352;16,3067;16,2338;16,4871;16,6578;2,42474;0,00182278;0,677368;4,58249;+
Q09544;20,7071;20,7867;20,5749;20,4065;21,4652;21,9008;21,0504;21,2081;2,08201;0,00364301;-0,787282;-3,86861;+
Q09545;18,4941;18,5801;18,3648;18,4545;17,7059;17,8811;17,7918;17,8982;4,33048;0,000125714;0,654153;10,3832;+
Q09551;11,9208;11,8221;11,883;11,8291;11,4156;11,2084;11,0226;11,6819;1,99904;0,00433033;0,53164;3,70557;+
Q09556;13,6282;13,4247;13,5849;13,4807;14,5627;14,0532;14,2465;14,3814;3,25683;0,000632044;-0,781343;-6,66119;+
Q09567;17,7465;17,7733;17,5569;17,5522;17,8603;18,0921;17,8583;17,8196;1,56761;0,0117942;-0,25037;-2,90763;+
Q09568;14,7072;14,4278;13,7684;14,2565;12,823;13,3347;13,206;13,0268;2,72449;0,00102603;1,19238;5,26853;+
Q09580;16,8596;16,9589;16,9121;16,9191;16,809;17,2206;16,9648;15,9659;0,259358;0,408242;0,172323;0,632555;
Q09582;14,3981;15,3742;13,9875;13,8652;13,6372;13,8987;13,9168;13,6469;0,913981;0,0635883;0,631337;1,80029;
Q09583;17,3047;17,3056;17,3376;17,3578;17,4844;17,43;17,5784;17,8986;1,37303;0,0187732;-0,271417;-2,56953;+
Q09584;15,3767;15,3869;15,0207;15,3015;15,5311;15,7155;15,8449;15,6491;2,06455;0,00386107;-0,413658;-3,834;+
Q09590;16,3482;16,5244;16,3809;16,4711;15,0713;14,8798;14,9484;15,4779;4,12581;0,000100917;1,33679;9,55932;+
Q09591;14,329;14,1168;13,8716;14,0392;14,0548;13,5186;13,0665;13,9363;0,930528;0,0606869;0,445095;1,82779;
Q09596;17,2891;17,1302;17,1817;17,0981;15,7727;16,2897;16,1299;16,0124;4,14598;0,000104265;1,12361;9,63779;+
Q09599;15,8373;16,2513;15,6288;15,8877;16,8366;16,4856;16,5191;16,8613;2,49005;0,00160262;-0,774358;-4,72668;+
Q09600;12,3252;12,2426;11,7497;11,7267;11,2931;11,0665;10,9992;11,528;2,13358;0,00307411;0,789353;3,97175;+
Q09601;14,9976;14,9221;14,6531;14,5871;15,1147;15,1461;15,4758;14,6356;0,743908;0,101528;-0,30303;-1,51585;
Q09603;16,0651;16,0809;16,0249;16,2131;16,1219;16,4409;15,6477;16,5066;0,159817;0,566369;-0,0832579;-0,41565;
Q09607;17,8963;17,6495;17,7884;17,8488;17,0244;16,9207;17,0178;16,9872;5,04649;0,000261905;0,808217;13,8062;+
Q09610;18,7178;18,6386;19,0224;18,7434;20,1063;20,521;20,3143;19,9943;4,27171;0,000120219;-1,45347;-10,1404;+
Q09614;12,0625;11,9391;11,673;11,8262;13,7903;12,7789;13,5278;14,1797;2,82759;0,000859721;-1,69397;-5,5197;+
Q09622;16,4813;16,5822;16,5572;16,5662;16,1636;17,0027;16,4475;16,4205;0,0769842;0,756536;0,0381351;0,2141;
Q09629;16,5743;16,4969;16,4743;17,3635;16,9313;16,8587;16,76;17,0207;0,317892;0,342579;-0,165428;-0,751179;
Q09643;12,0705;12,0313;11,6086;11,8474;11,3703;10,901;11,1549;11,5512;1,98406;0,00442178;0,645102;3,67649;+
Q09644;18,9559;19,069;14,8369;19,7231;12,6396;13,2884;13,8514;14,0631;2,16591;0,00290132;4,68563;4,03715;+
Q09646;13,3602;13,4354;13,7357;13,5585;12,2928;12,5009;12,4993;12,0971;4,04883;9,26E-05;1,17492;9,26489;+
Q09652;15,9466;15,8321;15,7099;15,8566;15,6691;15,3217;15,0853;15,1133;2,02839;0,0039715;0,538958;3,76284;+
Q09657;16,4151;16,245;16,4478;16,3568;17,0793;16,2854;17,1313;16,707;1,13118;0,0355275;-0,43457;-2,16144;+
Q09665;17,7612;17,7865;17,7996;17,738;18,4044;18,2941;18,3193;18,6413;3,69586;0,000542373;-0,643469;-8,01446;+
Q09936;17,8145;17,7991;17,6812;17,6683;17,3605;17,1692;17,394;17,7182;1,47677;0,0141345;0,330295;2,74845;+
Q09958;15,3376;15,2544;15,2858;15,269;14,4283;14,74;15,2678;14,9358;1,33714;0,0208043;0,443735;2,50826;+
Q09967;14,7436;15,0907;14,5885;14,7163;15,61;15,7819;15,4263;15,1084;2,08677;0,00364872;-0,696865;-3,87807;+
Q09972;12,8266;12,6867;12,5956;12,9827;14,0955;12,6743;12,741;13,2784;0,589291;0,154587;-0,424405;-1,25113;
Q09973;14,2194;14,3399;14,5335;14,1358;13,3323;13,8349;14,226;14,1268;1,00799;0,0495062;0,427162;1,95645;+
Q09974;14,8897;14,9526;14,5598;14,5746;13,8997;13,9281;13,6101;12,6304;2,05805;0,00385109;1,22711;3,82116;+
Q09975;15,2555;15,2034;15,2136;15,1797;15,9924;15,6873;15,9527;16,1357;3,59412;0,000582133;-0,728957;-7,68217;+
Q09979;17,3493;17,3503;17,1835;17,2379;16,9888;17,0896;17,0726;17,1677;1,95109;0,00466278;0,200585;3,6129;+
Q09984;12,3401;11,9406;12,2882;11,6269;14,849;14,0816;14,1421;14,6813;4,086;9,73E-05;-2,38957;-9,40602;+
Q09985;12,9094;13,185;12,9171;12,7658;15,0973;15,0078;15,3101;15,3756;5,76383;0,000611111;-2,25338;-18,287;+
Q09991;14,1758;14,1434;14,4434;13,5983;11,4818;11,2199;11,146;11,6405;4,86881;0,000225641;2,71818;12,8703;+
Q09996;17,5058;17,3245;17,1915;17,2912;16,5521;16,6329;16,8289;16,7528;3,39866;0,000648649;0,636578;7,07608;+
Q09EE7;16,1035;16,205;16,121;16,125;15,0994;14,969;15,3047;15,5942;3,19725;0,000604013;0,896845;6,49283;+
Q09EF7;17,2612;17,8656;17,4891;17,9924;18,555;18,239;18,1632;17,9504;1,47047;0,014423;-0,574851;-2,73751;+
Q0G819;16,2953;16,643;16,3292;16,4065;16,2839;15,9995;16,6785;16,088;0,404277;0,262108;0,156003;0,917623;
Q0G820;15,5853;14,8018;14,9385;14,8264;15,66;15,5781;15,7909;15,8037;1,88096;0,00547715;-0,670177;-3,47931;+
Q0G839;16,2741;16,2597;16,1899;16,2642;14,7862;14,8152;18,0192;15,5297;0,244481;0,428116;0,459368;0,601479;
Q0KHC0;16,2846;15,8978;15,479;16,266;16,0947;16,0909;15,9183;16,6496;0,36016;0,299834;-0,206513;-0,833739;
Q10009;15,9036;15,9594;15,7195;15,8143;17,2581;16,8905;16,4984;17,0119;3,15752;0,000592133;-1,06551;-6,3824;+
Q10010;13,2805;13,5491;13,784;13,6764;13,0118;12,0774;12,6017;12,6104;2,40027;0,0018891;0,997169;4,52918;+
Q10011;14,1829;15,0983;14,2718;15,075;13,8498;14,3296;13,9746;14,2243;1,074;0,0416411;0,562387;2,06616;+
Q10013;16,927;16,4592;16,3428;16,6033;17,6228;17,6021;18,0242;17,7401;3,47303;0,000686606;-1,16424;-7,30186;+
Q10014;11,9204;11,9951;11,55;11,8514;11,4167;10,8669;11,2785;11,733;1,31656;0,0220997;0,505453;2,47327;+
Q10020;17,0124;17,255;17,0285;17,0503;18,0417;17,6902;17,0012;18,0267;1,2812;0,0244099;-0,603358;-2,41333;+
Q10033;17,7781;17,8389;17,7161;17,5312;18,2622;18,2875;17,9349;18,0402;2,0588;0,00385308;-0,415096;-3,82265;+
Q10043;17,0905;17,4628;16,9353;17,5105;16,9998;16,712;16,2384;16,6978;1,49706;0,0136127;0,587777;2,78379;+
Q10045;14,9273;14,8847;14,937;14,8889;15,3426;14,0585;14,2738;15,0507;0,313895;0,346874;0,228065;0,743247;
Q10050;16,122;15,7371;15,2;15,5471;13,9804;14,578;14,5986;13,9038;2,68143;0,0010045;1,38637;5,16604;+
Q10051;16,2646;16,1758;15,9893;16,1745;15,8228;15,9915;15,7477;15,9481;1,83449;0,00630621;0,273553;3,39203;+
Q10121;17,6698;17,7051;17,6727;17,722;18,7187;18,5579;17,9288;18,6157;2,27416;0,0023785;-0,76291;-4,26036;+
Q10123;14,5857;13,6888;12,7046;13,7906;13,2116;12,6468;12,6621;12,4642;1,19236;0,030246;0,946225;2,26376;+
Q10129;15,6332;15,4836;15,1813;15,6829;15,0607;14,9067;14,6075;14,8949;2,27576;0,00238268;0,627805;4,2637;+
Q10131;14,8565;14,6338;14,7235;14,6756;14,7214;15,2897;15,0893;14,945;1,17712;0,0311865;-0,28897;-2,23822;+
Q10453;18,8857;18,6258;18,5662;18,6475;18,1336;17,9495;17,8859;17,9854;3,65987;0,00053092;0,692728;7,89556;+
Q10454;21,8653;21,5732;21,4788;21,5327;20,4439;20,9005;20,6966;20,811;3,32113;0,000615385;0,899519;6,8468;+
Q10457;16,0242;16,0481;16,1578;16,0966;15,1831;15,3524;15,6292;16,358;0,870618;0,0715311;0,450982;1,72812;
Q10462;14,3312;14,1057;13,497;13,6162;12,4795;13,2455;13,0551;12,9427;2,01246;0,00412311;0,956785;3,73169;+
Q10576;15,7892;15,7107;15,9166;15,8886;15,9031;15,4452;16,833;16,3418;0,4552;0,225039;-0,304483;-1,01201;
Q10578;14,3654;14,0804;14,2508;14,5331;15,5051;15,364;15,3206;15,6748;4,06182;9,40E-05;-1,15869;-9,314;+
Q10653;12,0561;11,9623;11,6728;11,6977;14,6386;13,7159;13,4583;14,2723;3,59053;0,00058046;-2,17404;-7,67066;+
Q10657;19,4094;19,4882;19,4412;19,5299;20,3393;20,2368;20,1721;20,0667;4,62607;0,000165414;-0,736555;-11,6876;+
Q10661;18,2656;18,6645;17,7062;18,1864;18,3082;18,6678;18,5854;18,9315;0,900659;0,0655254;-0,41754;-1,77813;
Q10663;19,4781;19,4646;19,379;19,3941;18,9027;19,1726;19,1422;19,1682;2,5154;0,00153067;0,332503;4,78341;+
Q10664;15,277;15,2043;15,3276;15,1797;14,8384;14,7267;14,6905;15,2985;1,32395;0,0214779;0,358635;2,48582;+
Q10667;13,9094;14,1124;14,0799;14,4234;16,3471;15,4439;15,845;17,2058;2,72488;0,000988488;-2,07916;-5,26946;+
Q10901;17,4747;17,1387;17,3932;17,0519;16,4671;16,6956;17,1527;16,2299;1,53133;0,0125555;0,628283;2,84374;+
Q10920;15,9043;15,843;15,5694;15,8534;15,9521;15,4467;15,5688;16,2466;0,0189008;0,933934;-0,0110097;-0,0556692;
Q10925;14,833;15,9572;15,5697;14,9473;11,4578;11,1528;11,0912;11,2812;5,20839;0,000328358;4,0811;14,7148;+
Q10929;13,9328;13,7748;13,9886;14,732;14,437;14,8479;14,6135;14,5546;1,15471;0,0330852;-0,506217;-2,20074;+
Q10931;12,9159;12,4401;12,2514;12,4425;14,9402;14,2085;14,6501;14,1919;3,87097;0,000417266;-1,98521;-8,6151;+
Q10937;14,0037;12,7241;12,0826;12,4994;11,4542;11,1382;11,0079;11,612;1,88667;0,00546812;1,52437;3,4901;+
Q10941;19,1619;18,6885;18,5628;18,624;21,0745;20,4538;20,7886;21,1921;4,21224;0,000111959;-2,11793;-9,89977;+
Q10943;17,9879;17,8514;17,9974;17,8959;17,9465;17,8743;18,2993;18,1247;0,594202;0,152191;-0,128055;-1,25968;
Q10944;12,2353;12,3618;12,5711;12,2427;11,3788;10,8807;11,2454;11,6884;2,90271;0,000737662;1,05439;5,70801;+
Q10949;15,3118;17,0728;16,8314;16,5898;14,4527;13,4123;13,5038;13,4491;2,97843;0,000663043;2,74697;5,9025;+
Q10950;15,6986;14,787;14,4987;14,4875;14,6471;12,2729;14,1182;13,8137;1,01997;0,0478946;1,155;1,97635;+
Q10954;14,9259;14,8657;14,7072;15,331;14,3104;14,3965;14,5962;14,5346;1,82233;0,00647828;0,498;3,36934;+
Q11067;17,1709;17,2576;17,2603;17,2874;17,4859;17,3447;17,1082;17,1788;0,152967;0,578722;-0,0353856;-0,399832;
Q11077;15,1927;14,6547;14,6497;14,7734;12,0285;12,3902;12,2296;12,5699;5,18351;0,000321168;2,51309;14,5715;+
Q11101;16,3013;16,3458;16,4673;16,2802;15,9978;15,9672;15,2454;13,8774;1,13134;0,0355393;1,07667;2,1617;+
Q11117;19,4863;19,4075;19,2653;19,3291;18,7244;18,6328;18,4226;18,4291;4,02675;9,07E-05;0,819826;9,18195;+
Q11124;12,0408;11,9861;11,8616;11,8243;13,4592;12,9143;13,7226;14,2041;3,02236;0,000629213;-1,64687;-6,0176;+
Q11174;15,742;15,6904;15,9127;15,7255;17,2532;17,3759;17,5838;17,4973;5,85957;0,000656716;-1,6599;-18,982;+
Q11176;17,0511;17,041;16,9214;17,0206;17,0793;17,0803;17,157;17,4467;1,02116;0,0478056;-0,182283;-1,97833;+
Q11182;12,0285;11,8753;11,759;11,6893;11,4273;9,71369;11,2034;11,7336;0,91384;0,0636104;0,818516;1,80005;
Q11183;14,0748;14,1607;13,3861;13,4768;12,9582;12,9274;12,3942;12,7126;2,29648;0,00234777;1,02649;4,30723;+
Q11185;15,0017;13,7175;14,7103;14,4957;13,0683;15,9694;15,5491;12,99;0,0358725;0,878367;0,0871024;0,103788;
Q11189;14,6926;14,8756;14,6151;14,5606;14,9826;15,2929;15,2363;15,1756;2,62913;0,00114162;-0,485875;-5,04339;+
Q11190;16,6884;16,4476;16,2919;16,2563;16,159;15,6423;15,493;16,1012;1,60326;0,0106526;0,572198;2,97082;+
Q17334;20,3878;20,1301;19,972;20,0769;19,4368;19,6408;19,4184;19,3316;3,10094;0,000568024;0,684795;6,22768;+
Q17335;17,8648;17,8753;17,73;17,7706;16,9903;17,0241;17,0505;17,1778;5,04732;0,000263473;0,749455;13,8107;+
Q17336;15,2291;15,5557;15,3699;15,2685;12,8424;11,9593;12,874;12,563;4,78963;0,000199095;2,79614;12,4728;+
Q17339;15,998;16,1201;15,9115;15,8891;16,2119;16,2658;16,236;16,5805;1,8413;0,00620028;-0,34385;-3,40475;+
Q17345;15,6677;15,0633;14,6967;14,9307;14,2154;14,3565;14,1154;14,4089;2,02099;0,00408118;0,815522;3,74836;+
Q17348;15,8039;15,6668;15,6659;15,7388;17,1824;17,5342;16,9837;17,0033;4,48773;0,000145215;-1,45704;-11,0595;+
Q17361;17,148;17,104;16,9835;16,9411;16,6422;16,7462;16,8378;16,7515;2,49799;0,00151651;0,299725;4,74441;+
Q17389;17,155;17,0625;16,8147;16,93;15,48;16,7496;16,472;17,2393;0,638485;0,134899;0,505327;1,33633;
Q17390;14,7727;14,7426;14,7787;14,4732;14,1365;13,5718;13,8725;14,7652;1,20799;0,028815;0,605282;2,28999;+
Q17391;13,7442;13,7894;13,9618;13,823;13,0913;12,6853;13,4119;13,4505;1,96997;0,00454617;0,66985;3,64925;+
Q17392;13,8847;13,8914;13,2027;15,3657;13,844;16,5853;17,5641;17,8941;1,22911;0,027334;-2,38577;-2,32547;+
Q17399;16,5618;16,3688;15,9398;16,3437;16,6275;16,5985;15,6816;17,7378;0,34903;0,309778;-0,357792;-0,812223;
Q17403;14,7368;15,1088;14,737;14,6551;14,0668;13,4672;14,1229;13,0221;2,17506;0,00288106;1,13966;4,05575;+
Q17404;13,2758;13,8715;13,6659;13,781;12,236;13,4551;13,3426;11,9045;1,16667;0,032031;0,914037;2,22074;+
Q17405;17,4485;17,5538;17,3761;17,4865;17,1337;16,5707;16,4639;17,0673;2,03267;0,00391411;0,657295;3,77124;+
Q17410;15,6523;15,6457;15,2074;15,3884;14,212;14,2776;14,8167;13,3502;2,18101;0,00284327;1,30934;4,06789;+
Q17413;15,831;15,7337;15,5515;15,6321;14,5817;15,0762;14,8638;15,0378;3,10157;0,000568588;0,797182;6,22938;+
Q17425;13,8012;13,4158;13,4866;13,146;13,5375;14,614;14,3692;14,7839;1,51199;0,0131259;-0,863728;-2,80986;+
Q17426;14,9935;14,9615;15,04;15,0183;14,7527;14,2491;14,9549;15,0519;0,674472;0,12158;0,251197;1,39802;
Q17427;14,4617;14,52;14,7962;14,447;14,835;14,43;14,3133;14,425;0,150332;0,583663;0,0553701;0,393711;
Q17428;14,2799;14,1244;14,3267;14,3492;13,3496;12,6203;12,8799;12,9581;3,77465;0,000382208;1,31811;8,2801;+
Q17430;14,3684;14,571;14,4573;14,6623;14,5232;14,7035;14,5341;14,8971;0,66104;0,126195;-0,149717;-1,37505;
Q17431;13,031;13,5425;13,8251;13,3284;13,6649;12,7278;13,3409;13,9808;0,00330031;0,988066;0,00312471;0,00989018;
Q17432;15,0407;15,0391;15,1164;15,0922;14,8963;14,6352;14,9823;15,0721;0,930066;0,0607432;0,175632;1,82702;
Q17433;13,5774;13,3081;13,2804;13,0772;13,856;14,1498;13,8167;13,9507;2,60554;0,00116643;-0,632535;-4,98872;+
Q17435;17,0699;17,0002;16,6206;16,6863;17,4373;17,1234;16,916;17,2935;1,15242;0,0333829;-0,348278;-2,19692;+
Q17436;11,773;12,0141;11,2507;11,4303;11,4844;11,0499;11,2476;11,7145;0,496089;0,199653;0,242924;1,0862;
Q17437;15,5658;15,3276;15,7913;15,7384;15,2951;16,1835;16,1616;16,3467;0,738455;0,102596;-0,390912;-1,50665;
Q17438;14,1298;13,8139;13,9853;13,9503;14,3341;13,8516;13,7253;13,9958;0,0158548;0,945161;-0,00686216;-0,0468524;
Q17439;14,7778;13,7732;14,4014;13,9843;15,1529;14,4816;14,4487;14,6098;0,785621;0,089768;-0,43907;-1,58604;
Q17446;14,1047;13,974;13,89;13,9213;13,3774;13,3182;13,3534;14,0955;1,19226;0,0302357;0,436344;2,26359;+
Q17447;14,0543;14,1346;13,5512;14,3023;12,3005;11,7154;11,733;14,1796;1,3504;0,0200932;1,5285;2,53087;+
Q17449;14,8775;15,9729;15,6866;14,984;14,1113;13,6982;12,9717;14,1179;2,32347;0,00216496;1,65549;4,36432;+
Q17450;11,9366;11,012;11,5497;11,115;11,2256;10,7653;11,2469;11,6814;0,249886;0,421195;0,173507;0,612817;
Q17452;16,5888;16,4166;16,4628;16,5277;16,2601;16,2072;16,5169;16,5546;0,555162;0,169564;0,114268;1,19133;
Q17455;15,1603;15,3139;15,1927;15,0059;11,3518;11,129;10,9616;11,7051;6,29387;0,00102326;3,88132;22,4707;+
Q17457;15,3912;15,2994;15,1735;15,2865;14,8183;14,5726;14,6235;15,9873;0,370929;0,290057;0,287232;0,854416;
Q17473;18,227;18,1957;18,1274;18,1229;18,0418;18,1547;17,9021;18,3714;0,195332;0,501098;0,050765;0,49564;
Q17474;17,3916;17,536;17,2656;17,4495;17,1025;17,1677;17,269;17,2791;1,57017;0,0117282;0,206112;2,91216;+
Q17475;13,3995;13,3356;13,5717;13,6837;13,0511;14,3461;13,5345;13,7456;0,250173;0,420837;-0,171713;-0,613418;
Q17489;17,1481;17,1406;17,8617;17,214;17,8672;17,4957;17,4065;17,802;0,706608;0,111575;-0,301787;-1,45273;
Q17490;14,6386;16,637;14,8638;15,1317;15,3228;15,8062;16,2674;16,418;0,58054;0,158277;-0,635813;-1,23585;
Q17499;15,4599;15,6507;15,3057;15,4756;14,8945;15,0146;15,0845;14,646;2,48533;0,00159739;0,56305;4,71617;+
Q17512;17,5163;17,4798;17,3509;17,3795;17,4997;17,2597;17,2466;17,6995;0,0154484;0,946117;0,00525475;0,0456717;
Q17522;14,6524;14,2239;13,9263;14,1956;13,9113;14,1407;13,632;13,7238;1,10648;0,0381592;0,39764;2,12024;+
Q17525;12,1668;13,4105;11,8534;12,0464;12,5971;12,2031;12,7632;12,5738;0,171944;0,542507;-0,16504;-0,443332;
Q17527;14,7236;13,6346;13,7011;13,7278;14,242;14,0671;14,3234;15,1598;0,680896;0,119491;-0,50128;-1,40898;
Q17532;11,5956;11,9214;12,8822;10,5871;11,1083;10,9056;11,1625;11,711;0,471682;0,214913;0,52476;1,04207;
Q17533;13,2726;14,2834;13,9998;13,956;14,8413;15,3698;15,7167;15,2067;2,61051;0,00117059;-1,40566;-5,00022;+
Q17539;14,4132;14,6293;14,6855;14,5703;13,9448;14,1591;14,137;14,3196;2,38451;0,00194441;0,434438;4,49506;+
Q17542;11,276;11,9087;11,5881;11,1678;13,5068;12,1131;12,7832;11,9949;1,55326;0,0120919;-1,11432;-2,88231;+
Q17543;15,9176;15,9231;15,9064;15,59;15,3344;14,6857;14,7084;14,7696;2,81951;0,000854116;0,959763;5,49973;+
Q17556;15,3745;15,7724;15,7415;15,7343;15,2627;16,5116;14,6974;14,7257;0,352782;0,306342;0,356303;0,819492;
Q17557;15,9435;15,8432;15,7717;15,8067;15,4769;15,6505;15,7508;16,0699;0,343833;0,314727;0,104225;0,802122;
Q17558;13,098;13,5697;12,8355;12,7065;12,3668;12,6567;11,917;12,1541;1,70329;0,00822241;0,778772;3,15051;+
Q17561;15,1483;14,9703;14,745;15,0908;15,2043;15,0007;14,688;15,831;0,31623;0,344349;-0,192403;-0,747883;
Q17568;13,1329;13,1235;13,8909;14,0211;14,2358;13,7275;13,3221;14,0561;0,414131;0,254462;-0,293274;-0,936078;
Q17569;14,5057;15,4163;15,1603;15,6739;14,4058;14,1179;13,6466;14,6867;1,56935;0,0117524;0,974808;2,9107;+
Q17571;12,0602;12,0115;11,6302;11,8232;16,1596;16,155;16,5075;16,3224;7,38144;0;-4,40483;-34,21;+
Q17572;16,8024;16,9615;16,6335;16,6406;18,1044;17,7142;17,8554;18,2751;3,78685;0,000390572;-1,22775;-8,32188;+
Q17574;15,7603;15,678;15,6178;15,7768;14,8774;15,0253;15,112;15,2358;3,59566;0,00058466;0,64556;7,68713;+
