ProteinAccessions;log2 eat2_d5_01;log2 eat2_d5_02;log2 eat2_d5_03;log2 eat2_d5_04;log2 N2_d5_01;log2 N2_d5_02;log2 N2_d5_03;log2 N2_d5_04; -Log Student's T-test p-value eat2_d5_N2_d5;Student's T-test q-value eat2_d5_N2_d5; Student's T-test Difference eat2_d5_N2_d5;Student's T-test Test statistic eat2_d5_N2_d5;Sign p-val: 0.05 
K8ERU3;16,5493;16,0611;16,1556;16,1028;14,4671;14,6619;14,7651;14,5124;4,74892;0,00019214;1,61561;12,2728;+
K8ERU5;13,4024;12,8211;13,6517;13,1674;14,9699;9,79675;13,8846;14,5349;0,010042;0,963869;-0,0358629;-0,0298659;
K8ERV5;15,7947;15,7061;15,7209;15,7343;17,4212;16,5074;17,0915;18,1073;2,43942;0,00173546;-1,54286;-4,61466;+
K8ERZ3;13,5831;13,1358;13,1955;13,6592;11,4637;11,2189;11,1999;11,6302;4,68589;0,000179592;2,01521;11,9692;+
K8ES47;11,9637;12,0317;11,7673;11,8682;15,4773;14,9899;15,0549;15,465;6,40389;0;-3,33903;-23,4497;+
K8ESC3;22,6176;22,7141;22,4429;22,489;22,4545;22,8572;22,779;21,9581;0,0917295;0,718336;0,0537219;0,251798;
K8ESC5;14,7405;13,0322;14,0226;13,7667;14,1357;14,0919;13,8133;14,6832;0,308411;0,352054;-0,290577;-0,732326;
K8ESE2;17,7587;17,4293;17,2832;17,3313;17,4007;17,8911;17,9325;17,7782;0,947425;0,05833;-0,300015;-1,85586;
K8ESF0;20,7881;21,0712;20,7654;20,1171;15,9973;18,631;20,9478;17,2757;1,21087;0,0286493;2,47252;2,29483;+
K8ESM2;15,572;15,5861;15,495;15,4092;15,4906;15,709;15,9312;15,9712;1,15238;0,0333717;-0,25994;-2,19685;+
K8F7V7;13,4935;13,4303;13,6927;13,6084;11,3381;11,2123;11,2138;11,736;5,40869;0,000415094;2,18116;15,9178;+
K8F7X5;13,7704;13,721;14,0202;13,8829;12,305;12,7353;13,354;12,323;2,42862;0,00182625;1,16927;4,59099;+
K8F7X9;13,9436;13,6355;13,6003;13,2378;13,6372;13,2353;13,9786;14,482;0,322479;0,337387;-0,22897;-0,760253;
K8FDY0;17,2009;17,2568;17,2095;17,3653;17,5665;17,6935;17,5857;17,7234;3,40143;0,000651048;-0,384138;-7,08438;+
K8FDZ1;12,9147;13,6714;12,8307;12,7741;11,4303;10,9176;11,1535;11,6531;3,25602;0,000631347;1,75909;6,65889;+
K8FE02;15,8117;15,7961;15,6912;15,7547;15,6942;15,5216;15,6437;15,5021;1,73715;0,00783909;0,173023;3,21217;+
K8FE09;12,0142;12,0324;11,8553;11,8008;14,0334;13,2089;14,5029;14,9944;2,9697;0,000661247;-2,25925;-5,87985;+
L8E6I4;12,0617;11,6657;11,7341;11,8642;11,753;11,7246;12,0129;12,3984;0,336276;0,321979;-0,140798;-0,787374;
L8E6J9;12,0601;12,0381;11,8783;11,8259;11,4298;11,1996;11,1081;11,4856;3,01705;0,000626866;0,644809;6,0036;+
L8E6L7;17,6296;17,6435;17,6535;17,5907;17,8465;17,5154;17,4953;18,1413;0,333158;0,32533;-0,120322;-0,781268;
L8E6N6;13,4166;13,1295;13,7342;13,358;13,1851;13,6718;13,8217;13,4733;0,288073;0,373075;-0,128369;-0,691433;
L8E6W9;12,6594;13,2129;13,1689;13,158;13,6439;14,1388;14,1153;14,3034;2,69098;0,0010098;-1,00054;-5,18866;+
L8E6Y3;15,0744;14,7286;14,2459;14,7004;13,9004;14,5325;14,4232;14,276;0,942223;0,059162;0,4043;1,84722;
L8E700;11,8922;11,9868;11,6715;11,8092;11,5367;11,7985;12,0041;11,4162;0,460399;0,222268;0,151081;1,02152;
L8E833;14,8587;14,6872;14,8785;14,6603;15,3477;15,5815;15,7301;15,7859;3,51396;0,000706827;-0,84014;-7,42861;+
L8E951;15,5653;15,5025;15,4934;15,4858;15,3961;14,939;14,8362;14,8131;2,02457;0,00405491;0,51568;3,75535;+
L8EC34;13,3249;13,8541;13,0507;13,1713;12,0232;12,7319;12,9836;12,7535;1,42731;0,0160963;0,727198;2,6628;+
M1Z854;18,4501;18,3614;18,2699;18,241;17,0464;16,9323;16,8189;16,8904;6,11532;0,000830189;1,40857;20,9666;+
M1Z882;11,9713;11,8703;11,818;11,8141;14,0122;13,529;13,7169;14,8781;3,44071;0,000670902;-2,16559;-7,20301;+
M1ZJ62;15,3035;15,2932;15,2077;18,2043;13,9621;14,6692;14,8984;14,6611;0,979493;0,0532804;1,45447;1,90912;
M1ZJV8;14,4715;14,3143;14,6791;14,1781;10,475;11,0391;12,9683;10,7464;2,77507;0,000940063;3,10357;5,39073;+
M1ZJY1;13,7758;13,9915;13,6559;14,0609;13,7411;12,8924;13,2364;14,1998;0,544546;0,174429;0,3536;1,1726;
M1ZJY5;13,7288;14,3552;13,9112;14,4422;13,2962;11,8205;13,3573;12,1567;1,83178;0,00639486;1,45167;3,38697;+
M1ZK00;11,9818;11,2142;11,7464;11,9129;13,1469;13,1961;13,4306;13,8464;3,42927;0,000662484;-1,69118;-7,16831;+
N1NTK1;11,9028;12,0355;11,8719;11,8698;11,6933;12,4641;12,5488;10,9955;0,00497451;0,98131;-0,00545979;-0,014879;
N1NTN5;16,2632;18,7618;18,2471;18,5837;14,6769;15,3003;15,2907;15,1202;2,53072;0,0014717;2,86693;4,81791;+
N1NV13;12,0472;11,9058;11,4757;11,7847;18,517;17,9815;17,598;18,599;6,46482;0;-6,37049;-24,0097;+
N1NVB6;11,9727;11,8599;11,809;11,7121;13,9061;13,5348;13,4305;13,348;4,84619;0,000218905;-1,71642;-12,7555;+
N1NVC3;14,6032;14,8417;15,3675;15,2415;13,2299;14,1185;14,249;14,2183;1,90572;0,00524678;1,05952;3,52622;+
O01159;16,4213;15,927;15,1558;15,6696;14,3492;13,9217;13,7217;14,4696;2,73406;0,000994595;1,67789;5,2915;+
O01254;17,5978;17,9192;18,0706;17,7838;18,701;17,9667;18,7148;19,3207;1,5216;0,012892;-0,83295;-2,82669;+
O01257;16,0769;15,9826;15,9589;15,9043;16,9198;16,6122;16,4644;17,3482;2,29698;0,00234917;-0,855488;-4,30828;+
O01263;14,4196;14,0828;12,5347;14,3576;15,5514;15,0176;14,5876;15,344;1,38976;0,0178197;-1,27648;-2,59819;+
O01300;15,7757;15,546;15,4268;15,4805;16,1508;16,1628;16,1479;16,2459;3,60699;0,000513869;-0,619565;-7,72356;+
O01302;14,2194;13,9743;14,3105;13,9055;14,1137;14,9699;14,7281;15,1017;1,39937;0,0173859;-0,625922;-2,61471;+
O01314;14,5799;14,6861;14,4612;13,977;13,692;14,0518;13,7242;14,0014;1,65884;0,00900126;0,558695;3,07022;+
O01422;14,1502;14,4551;14,3073;14,3434;13,928;13,8763;14,0599;15,543;0,0322562;0,8897;-0,0378346;-0,0936732;
O01426;15,2775;15,7117;15,2962;15,6699;14,5226;14,3285;15,0375;14,5149;2,44341;0,00171795;0,887937;4,62343;+
O01427;11,5032;12,7655;12,4936;13,2132;13,6819;13,3544;12,588;11,5623;0,201714;0,490694;-0,302768;-0,509684;
O01442;11,6325;11,98;11,8809;12,5154;11,1999;11,1908;11,1676;11,6544;1,71892;0,0080363;0,699013;3,17891;+
O01454;16,1732;16,078;16,1196;15,9454;16,238;15,6903;15,4612;15,4081;0,997425;0,050798;0,379667;1,9389;
O01460;14,9562;14,9088;14,89;14,8845;13,7017;14,1926;14,3136;14,5028;2,27504;0,00237989;0,732167;4,2622;+
O01479;14,93;14,5997;14,7738;14,6499;14,5174;13,9049;14,2007;14,448;1,61759;0,0101467;0,470605;2,99634;+
O01497;15,2259;15,5395;15,5285;15,517;15,6973;14,9859;15,326;15,9853;0,0712568;0,772159;-0,0459251;-0,199209;
O01498;14,92;14,9437;14,808;14,8671;14,712;14,4393;14,3862;14,895;1,18265;0,0309093;0,27659;2,24749;+
O01504;20,7058;20,2959;20,3398;20,3849;21,1589;21,0754;20,9546;20,9939;2,98721;0,00066606;-0,61412;-5,92539;+
O01513;14,2067;14,259;14,2719;13,6377;14,6028;15,298;14,9734;15,2193;2,27098;0,0024154;-0,929543;-4,25371;+
O01516;16,152;15,9879;15,941;15,952;15,9702;16,0772;16,2339;16,196;0,697234;0,114086;-0,11112;-1,4368;
O01517;11,9738;12,0222;11,7058;11,8565;13,3918;13,0003;12,2721;12,5598;1,93408;0,00489532;-0,916412;-3,58029;+
O01524;14,3627;14,238;13,9308;14,1447;15,3639;15,2331;15,0578;15,5179;3,81416;0,0004;-1,12415;-8,41614;+
O01530;17,7167;17,6716;17,6959;17,6691;19,5872;18,9609;18,843;19,2581;3,93324;0,00036773;-1,47398;-8,83791;+
O01531;12,3543;12,3374;12,5781;12,678;7,40849;9,54216;7,71065;11,6954;1,85231;0,00607614;3,39777;3,42539;+
O01532;17,8217;17,6534;17,6655;17,8029;19,2819;19,2572;19,4347;19,5206;6,15651;0,000897959;-1,63773;-21,3046;+
O01541;18,5743;18,6269;18,432;18,5422;18,459;18,7547;18,595;18,5149;0,190503;0,508606;-0,0370274;-0,484952;
O01542;21,3747;21,2787;21,3249;21,3238;20,7267;20,6046;20,355;20,1432;3,23324;0,000623094;0,868182;6,59414;+
O01549;13,9159;13,7499;13,7301;13,4822;14,1596;14,5444;13,9473;13,1772;0,336743;0,321417;-0,237593;-0,788288;
O01571;11,9455;11,9782;11,7951;11,8767;11,9138;12,9626;12,5541;12,7589;1,51304;0,013081;-0,648493;-2,81171;+
O01572;15,7554;15,8397;15,6941;15,7053;15,6751;15,6943;15,7914;16,1049;0,265922;0,399751;-0,0677476;-0,646139;
O01576;15,5061;15,4905;15,4397;15,4628;16,8696;17,0801;17,6983;16,5826;3,26226;0,000636971;-1,58291;-6,67673;+
O01577;17,4245;17,5233;17,3497;17,4067;17,8921;17,503;17,5193;18,2479;1,0452;0,0451647;-0,364507;-2,01827;+
O01578;15,7523;15,6408;15,0753;15,5356;14,6193;14,4543;14,6463;14,2728;2,95255;0,000711111;1,00285;5,83548;+
O01590;13,7871;13,4831;13,6008;13,5277;12,4684;12,0979;12,854;12,9979;2,46218;0,00168067;0,995095;4,66481;+
O01591;11,9061;11,8218;11,7139;11,8356;11,422;11,1495;11,2105;8,97464;1,01172;0,0491222;1,13019;1,96265;+
O01592;17,955;17,7827;17,538;17,7852;17,7895;17,6904;17,6241;18,1754;0,137569;0,609109;-0,0546427;-0,363773;
O01593;17,1479;17,2012;17,1149;17,1847;17,9501;16,2684;15,8285;17,5991;0,192712;0,504954;0,250668;0,48985;
O01602;17,2815;17,4043;17,434;17,4183;17,6359;17,4606;17,5957;17,8265;1,58946;0,010979;-0,245148;-2,94631;+
O01603;12,0591;11,9568;11,6112;11,849;13,7584;13,0525;12,7201;14,7598;1,99333;0,00437195;-1,70365;-3,69447;+
O01614;14,9068;14,7049;14,2136;14,6831;13,5624;13,029;12,8336;13,3368;3,22931;0,00062039;1,43665;6,583;+
O01615;19,0762;19,7325;19,2247;19,4388;18,8947;19,1919;19,2779;19,1777;0,680872;0,119458;0,2325;1,40894;
O01634;15,7433;16,2988;15,7197;15,63;14,8426;14,4066;14,7426;14,5972;3,2689;0,000641256;1,20071;6,69573;+
O01658;20,7506;20,844;21,5877;20,5441;17,1232;17,8879;13,468;15,1995;2,57388;0,00137214;5,01197;4,91596;+
O01683;14,3818;14,6619;13,9314;14,0842;14,0633;14,3441;13,5491;14,7525;0,107716;0,676873;0,0875652;0,291697;
O01685;17,8094;17,8883;17,873;17,7612;17,2745;17,4901;17,5583;17,4472;2,9403;0,000706714;0,390443;5,80397;+
O01686;14,2831;13,9066;13,656;13,9307;13,5553;11,7607;13,2773;11,8081;1,46748;0,0145163;1,34376;2,73231;+
O01692;17,6245;18,3829;18,3243;18,4154;19,0997;18,9805;18,8769;19,2029;2,26421;0,0024265;-0,853265;-4,23956;+
O01739;17,0233;16,8438;17,2999;17,0181;17,0874;16,6515;17,141;17,2414;0,0341784;0,883675;0,0159278;0,0990585;
O01755;15,1782;14,8629;15,0511;14,5543;14,3074;14,3623;14,169;14,376;2,26154;0,00242087;0,607948;4,23399;+
O01756;13,7247;13,927;13,9649;14,2191;14,4668;13,7598;14,226;14,6945;0,711798;0,110326;-0,327825;-1,46154;
O01757;14,6252;14,3628;14,3525;14,5168;14,4268;14,0344;13,869;14,8556;0,307912;0,35211;0,167892;0,73133;
O01758;12,0313;11,8779;11,888;11,7533;13,5039;12,8617;12,517;14,2093;1,98101;0,00448245;-1,38535;-3,67058;+
O01759;15,003;15,9878;15,1701;15,4002;14,162;13,8288;13,6579;14,3822;2,66329;0,00110162;1,38257;5,12328;+
O01761;16,7484;16,733;16,5755;16,6336;16,3272;16,2659;16,0643;16,5201;1,99098;0,00436761;0,37822;3,6899;+
O01763;15,0375;15,2678;15,131;15,0982;14,2167;14,1563;14,4791;14,6264;3,13469;0,000577778;0,76395;6,31963;+
O01780;17,964;18,0282;17,9717;17,9748;16,8724;16,5521;16,3776;16,6834;4,87844;0,000227979;1,36334;12,9195;+
O01789;14,9517;14,5967;14,7318;14,2549;14,0744;14,6279;14,6335;14,7717;0,198725;0,495927;0,106915;0,503118;
O01802;19,507;19,5803;19,4751;19,4604;18,633;18,982;18,6626;18,491;3,56914;0,000741573;0,813553;7,60241;+
O01803;18,9682;18,9207;18,6225;18,7235;18,8028;18,9373;18,7652;18,7239;0,00512612;0,980869;0,00143766;0,0153298;
O01804;15,0618;15,4989;15,1727;15,4439;16,0611;16,2266;15,6846;16,1597;2,4348;0,00183323;-0,738645;-4,60453;+
O01805;20,2084;20,1747;19,6583;19,9312;20,7894;20,6453;20,2309;20,472;1,66867;0,00877909;-0,54121;-3,08791;+
O01806;19,3959;19,3211;19,1672;19,2344;19,4167;19,6437;19,2013;19,2352;0,361321;0,298543;-0,0945625;-0,835974;
O01812;20,0033;19,8925;19,7988;19,798;20,0458;20,3423;20,1943;20,0511;1,80384;0,00687063;-0,285208;-3,33498;+
O01813;24,0848;23,8318;23,6921;23,6586;22,5926;23,0802;22,9037;22,4585;3,07373;0,000658178;1,05807;6,15431;+
O01814;17,0885;16,9858;16,9324;17,0039;16,953;17,0406;17,1345;16,8994;0,0236327;0,91801;-0,00421524;-0,0692541;
O01815;15,3065;15,0402;14,7951;14,9439;14,4594;14,701;14,0392;14,2583;1,99639;0,00436945;0,65693;3,70042;+
O01816;17,6924;17,193;17,0926;17,0629;16,2054;16,5588;16,819;16,2979;2,10715;0,00326927;0,78995;3,9187;+
O01820;12,9294;12,4032;12,431;12,5155;12,8358;12,5675;12,5972;13,0329;0,531417;0,181127;-0,188565;-1,14934;
O01826;16,3924;17,2912;16,5605;16,4386;15,4297;14,6885;14,9933;15,2431;3,01073;0,000676525;1,582;5,98698;+
O01833;14,6384;14,883;14,3028;14,3485;14,0299;14,5144;13,8306;14,399;0,838011;0,0779062;0,34972;1,67374;
O01862;12,0149;11,9423;11,5816;11,7207;11,0841;11,1695;11,2315;11,5666;2,04634;0,00388701;0,551956;3,79809;+
O01864;21,2174;21,5024;20,7501;20,555;18,957;18,8386;17,0068;18,2597;2,83051;0,000861134;2,74075;5,52692;+
O01868;18,6004;18,6564;18,595;18,6111;17,9303;18,7812;18,2609;17,8649;0,996098;0,0509597;0,406425;1,9367;
O01869;20,5157;20,1638;20,0631;20,0978;20,5084;20,4953;20,2795;20,4292;0,956783;0,0564958;-0,21799;-1,87141;
O01870;11,97;11,9383;11,7651;11,741;11,1647;11,227;11,0402;11,6368;2,21338;0,00268845;0,586449;4,13421;+
O01876;16,7125;16,736;16,6642;16,6788;16,9287;16,6641;17,0409;16,7066;0,736369;0,102928;-0,137216;-1,50312;
O01882;15,3768;15,312;15,4374;15,3283;14,4852;14,8555;15,1189;15,0227;1,87302;0,00560939;0,49306;3,46433;+
O01884;15,0418;14,5499;14,4723;14,5283;13,8592;13,3142;13,4293;14,3369;1,84658;0,00609894;0,913137;3,41465;+
O01889;11,9383;11,9773;11,8887;11,7413;11,3331;11,144;11,1477;11,6539;2,3133;0,00225555;0,566716;4,34275;+
O01893;14,7427;14,4849;14,2249;14,4647;14,0963;13,8005;13,7038;13,6925;2,44728;0,00171905;0,656035;4,63195;+
O01918;11,5635;12,0269;11,847;11,7049;11,4659;11,0366;11,0309;11,4951;1,7563;0,00747103;0,528497;3,24725;+
O01925;15,8593;16,1219;15,9531;15,7985;15,6393;15,7449;15,5934;16,1109;0,547096;0,173158;0,161065;1,1771;
O01969;13,0542;12,9344;12,989;12,8445;11,3114;12,1432;10,8312;11,7436;2,64032;0,00115076;1,44819;5,06948;+
O01971;16,2042;16,1279;16,2597;16,1302;16,3134;16,0736;16,0403;16,1598;0,192984;0,50467;0,03373;0,490452;
O01974;17,6923;17,2654;17,3009;17,2534;16,8715;16,8817;16,7999;17,2358;1,61789;0,010155;0,430795;2,99688;+
O02040;11,9921;11,9622;11,8606;11,7163;13,527;12,8966;12,0878;13,8823;1,64732;0,00926631;-1,21559;-3,04953;+
O02053;14,9979;14,926;14,5873;14,5892;15,6746;14,0049;14,1757;13,9077;0,332126;0,326189;0,334338;0,779245;
O02056;18,5149;18,6306;18,4897;18,5816;17,7559;18,209;17,7819;18,7885;0,868321;0,0721363;0,420367;1,72429;
O02058;14,6523;13,3605;14,6901;14,3617;14,8736;13,9019;13,1988;14,6347;0,0840749;0,737832;0,11388;0,23234;
O02063;15,2288;14,1951;14,5524;15,4582;16,0191;15,7698;16,3059;15,4976;1,6509;0,00919567;-1,03949;-3,05595;+
O02075;13,3386;12,8855;12,8746;12,8509;11,2771;11,2359;11,2364;11,707;4,21081;0,000111111;1,6233;9,89407;+
O02082;18,2583;18,902;18,9008;18,8882;17,7529;17,492;17,071;17,438;3,05595;0,000648023;1,29887;6,10673;+
O02086;13,6152;13,3728;13,6416;13,4975;12,8667;12,3082;13,0968;13,784;0,830928;0,0793622;0,517855;1,6619;
O02089;15,3079;15,2313;15,067;15,2853;15,0257;14,7741;14,1304;14,6253;1,60601;0,0106151;0,584;2,97571;+
O02092;15,4687;16,5959;16,8208;16,6312;16,7314;15,3927;14,8556;16,3089;0,481276;0,209072;0,55701;1,05947;
O02097;11,7651;11,9916;11,5015;11,8393;12,8616;12,3614;12,1584;13,5428;1,58861;0,0109834;-0,956693;-2,9448;+
O02101;13,6182;13,8001;13,8669;13,8737;14,7028;13,899;13,7335;14,4284;0,863849;0,0729881;-0,401222;-1,71684;
O02106;13,544;13,1694;13,5979;13,1033;12,7571;13,2546;13,581;12,5469;0,557058;0,168729;0,31876;1,19467;
O02108;16,4403;16,4023;16,2306;16,4694;17,6279;17,5833;17,7338;17,4095;5,07576;0,00027673;-1,20296;-13,9664;+
O02109;16,5229;16,386;16,2878;16,4052;15,2292;15,3007;15,034;15,4524;4,59375;0,000162362;1,14636;11,5379;+
O02115;18,2586;18,3115;18,1968;18,3042;18,452;18,6488;18,8897;18,8368;2,2776;0,00238407;-0,439083;-4,26758;+
O02129;12,0626;11,6665;11,7873;0;11,3624;11,2335;11,2421;11,718;0,367089;0,29376;-2,50987;-0,84706;
O02141;14,5107;14,8053;14,5092;14,4145;14,2125;15,1988;15,2972;14,5477;0,409606;0,258117;-0,254122;-0,927615;
O02153;12,7404;12,8413;13,2832;12,9905;14,0403;13,5534;13,5513;14,838;1,71346;0,00809298;-1,03186;-3,16898;+
O02154;12,0229;11,9518;11,4318;11,7237;11,2183;11,1506;11,0069;11,6562;1,45799;0,0147312;0,524537;2,71584;+
O02155;16,5436;16,4978;16,5004;16,5296;16,3915;16,5093;16,9784;16,9642;0,59646;0,151367;-0,192994;-1,26361;
O02158;18,0529;17,9016;17,7792;18,0189;18,199;18,107;17,9867;18,1434;1,17139;0,0316232;-0,17087;-2,22863;+
O02161;15,5899;15,6796;15,525;15,546;15,0635;15,2203;15,0302;14,8942;3,40201;0,000652658;0,53307;7,08612;+
O02164;14,3178;14,2387;13,2723;13,883;12,5282;12,5624;13,0401;13,2411;1,97466;0,00453964;1,08501;3,65831;+
O02168;14,2625;14,1241;13,9237;14,1036;14,49;14,2607;12,2444;14,3602;0,193634;0,50355;0,264665;0,491889;
O02207;16,1517;16,0791;16,165;16,2984;13,5844;14,2598;13,7207;13,5125;5,03187;0,00025731;2,4042;13,7268;+
O02208;14,6861;14,8441;14,5125;14,8008;15,4635;15,8034;15,26;15,3558;2,79502;0,000878594;-0,759788;-5,43946;+
O02209;12,2546;13,8006;12,4458;12,6121;13,4024;12,8071;12,3484;13,7137;0,255985;0,412793;-0,289611;-0,625546;
O02215;15,6707;15,5555;15,5001;15,5784;15,9491;15,5006;15,3869;16,1424;0,405717;0,261043;-0,16859;-0,920325;
O02220;14,3609;14,5234;14,5188;14,1552;15,1327;14,332;14,2054;14,1589;0,1019;0,691136;-0,067672;-0,277294;
O02225;15,9455;15,8701;15,8458;15,7868;16,1506;16,3556;16,3219;16,1125;2,78042;0,000912114;-0,3731;-5,40376;+
O02231;11,9342;11,956;11,8643;11,7982;11,6975;11,1409;11,2373;11,6188;1,7652;0,00733304;0,464529;3,26359;+
O02238;16,1815;16,2113;16,3444;16,1303;16,0656;15,6707;15,6388;15,8659;2,01437;0,00412936;0,40664;3,73543;+
O02252;15,94;15,8953;16,0651;15,8127;15,8107;15,6647;15,6044;16,1891;0,335005;0,323048;0,111038;0,784887;
O02266;16,5351;16,6224;16,5279;16,4888;15,6521;15,5258;15,6607;15,8016;5,08498;0,000283871;0,883483;14,0172;+
O02267;18,1891;18,1663;18,0885;18,2065;19,3888;18,657;18,5077;19,4834;1,8284;0,00643375;-0,846615;-3,38066;+
O02268;15,6952;15,257;15,3286;15,5187;14,282;15,5175;16,5766;14,7799;0,117837;0,65351;0,160858;0,316472;
O02286;19,6688;19,8502;19,7384;19,8144;19,2605;19,4895;19,1477;19,2514;2,94394;0,000708592;0,480645;5,81332;+
O02323;16,6255;16,4692;16,4017;16,3594;16,1343;16,3719;16,4692;16,3047;0,777329;0,091796;0,143937;1,57212;
O02325;14,6627;14,015;14,4333;14,209;12,4281;13,471;12,6891;13,9979;1,65523;0,00901751;1,18349;3,06372;+
O02327;14,6619;15,3601;15,2318;15,1718;15,4796;15,2336;14,976;14,9809;0,116855;0,655566;-0,0611722;-0,314084;
O02328;16,7321;16,6573;16,6871;16,7968;16,0421;16,345;16,2132;16,1314;3,54521;0,000723288;0,535412;7,52661;+
O02329;15,4528;15,5217;15,0833;14,8597;14,3178;14,2452;14,045;14,4537;2,78407;0,000872324;0,963935;5,41267;+
O02334;14,082;12,9084;12,614;13,211;12,5835;12,3322;13,2325;11,5999;0,827552;0,0799449;0,766835;1,65626;
O02343;11,8828;11,5228;11,5608;11,7884;13,4699;13,8206;13,8434;15,2154;3,04089;0,000638783;-2,39865;-6,06666;+
O02345;15,2879;14,8945;14,7688;14,8258;15,5262;14,8277;14,7865;16,2034;0,505245;0,194487;-0,391715;-1,10265;
O02357;12,0015;11,8911;11,4451;12,3558;15,3435;15,1645;14,6246;14,6354;4,58309;0,00015942;-3,01862;-11,489;+
O02358;16,478;16,431;16,3615;16,4192;15,9103;16,0824;16,1005;16,3523;1,7874;0,00713645;0,311052;3,30454;+
O02360;15,1576;15,2859;15,1373;15,2608;15,4104;15,5571;15,4325;15,6459;2,40083;0,00189027;-0,30108;-4,5304;+
O02362;15,5894;15,7216;15,7062;15,7629;15,9484;15,9402;15,6818;16,0734;1,26915;0,0252587;-0,215962;-2,39296;+
O02365;18,5324;18,6456;18,499;18,5032;19,0255;19,2143;18,913;19,0102;3,34206;0,000623377;-0,49569;-6,90809;+
O02482;10,7637;13,7557;14,5887;14,1392;14,747;14,6954;14,5955;14,6254;0,771193;0,0936292;-1,354;-1,56181;
O02485;16,2752;16,3012;16,023;16,0987;14,938;15,1543;15,2232;14,8403;4,26121;0,000117962;1,1356;10,0975;+
O02495;17,4807;17,7804;17,3693;17,3202;16,9621;17,1102;17,2328;16,4252;1,44791;0,0151445;0,555067;2,69839;+
O02621;15,0948;15,7788;15,4682;16,1517;15,7835;15,8001;15,7065;15,8207;0,28354;0,378298;-0,15435;-0,68223;
O02626;16,2029;16,0161;15,9222;15,7705;16,2039;15,5353;16,4798;17,039;0,467635;0,217482;-0,336592;-1,03471;
O02628;12,0708;11,8487;11,777;11,6714;14,7075;15,0023;13,775;15,172;3,90688;0,00042963;-2,82221;-8,74298;+
O02637;14,1196;14,6776;14,6353;14,436;12,7326;13,5474;14,1025;13,9202;1,45238;0,0150372;0,891423;2,70612;+
O02639;19,0216;19,0342;18,9959;18,9325;18,6255;18,6522;18,8854;18,4965;2,11711;0,00320043;0,331182;3,93866;+
O02640;20,3801;20,3286;20,2792;20,2803;20,3331;20,8522;20,8363;20,3564;0,971915;0,0544317;-0,277428;-1,89654;
O02641;11,9726;11,9992;11,6829;11,7571;11,3945;11,1721;11,2015;11,6932;1,84034;0,00619456;0,487579;3,40297;+
O02642;17,1217;17,1746;16,8134;17,0724;17,0832;17,0375;16,8553;17,284;0,057858;0,811366;-0,0195007;-0,163796;
O02658;13,9163;13,259;12,3841;13,2517;11,42;11,1887;11,0227;11,528;2,90902;0,000738302;1,91288;5,72403;+
O16000;14,7927;14,4394;14,7184;14,799;14,6743;13,4828;13,7061;14,4022;1,10091;0,038738;0,621053;2,11097;+
O16198;12,0193;11,2449;11,7947;11,7507;11,4639;10,6062;10,9161;11,5978;1,00834;0,0494949;0,55641;1,95703;+
O16202;18,2757;17,9477;17,7859;17,9895;18,2743;18,0861;18,4081;18,5474;1,22882;0,0273785;-0,32923;-2,32498;+
O16214;14,6776;14,3577;14,1595;14,6192;12,3533;13,9775;13,5335;13,5415;1,61383;0,0102764;1,10208;2,98964;+
O16215;14,9127;14,755;14,4449;14,4394;13,3704;14,2054;13,1244;13,8834;1,97387;0,0045374;0,992058;3,65679;+
O16216;17,7746;18,3404;17,5369;17,5878;18,9519;16,8379;16,1033;18,1064;0,182779;0,522713;0,310008;0,467737;
O16225;17,0353;17,4433;17,0047;16,965;17,6746;17,0664;17,267;17,3849;0,674208;0,121674;-0,236132;-1,39757;
O16226;17,9782;17,9935;17,9673;17,9812;19,3575;19,2415;19,1017;19,8719;3,81271;0,000399312;-1,41311;-8,41111;+
O16228;17,54;17,3016;17,0215;16,4208;11,4719;11,2175;11,2029;11,7032;6,131;0,000846154;5,67214;21,0947;+
O16249;17,4542;17,3447;17,2136;17,3123;16,4912;16,6024;16,413;16,5972;4,68393;0,000177419;0,805215;11,9599;+
O16254;16,6056;16,316;16,7423;16,5649;16,4109;16,0407;16,1316;17,3363;0,0910388;0,720315;0,0773172;0,250052;
O16259;18,1085;17,6432;17,601;17,4949;17,9455;17,5328;17,5332;17,9542;0,0574815;0,812371;-0,0295429;-0,162789;
O16265;15,242;15,7043;15,4123;15,5653;13,7314;14,6496;14,7149;14,2911;2,43523;0,00179108;1,13421;4,60546;+
O16266;16,4148;16,4773;16,4306;16,4601;17,1934;17,318;17,1061;17,5728;3,78381;0,00038861;-0,851885;-8,31145;+
O16276;14,9614;13,2267;12,8398;13,7017;12,3046;13,6188;12,6456;12,4064;0,856764;0,0742456;0,938531;1,70503;
O16281;12,0012;11,7644;11,669;11,8806;14,2752;15,2105;16,0199;14,7291;3,83902;0,000411348;-3,22986;-8,5027;+
O16284;16,2138;16,5601;16,2398;16,4821;17,6472;16,4724;16,9692;17,8985;1,39119;0,0177778;-0,87286;-2,60065;+
O16291;13,9892;13,8702;13,9124;14,1062;15,0672;15,5577;15,6924;14,7426;2,91298;0,000740226;-1,29551;-5,73409;+
O16294;17,2321;17,3468;16,8508;16,9549;16,9817;18,087;17,2705;17,1342;0,447838;0,229897;-0,272193;-0,998507;
