ProteinAccessions;log2 eat2_d15_01;log2 eat2_d15_02;log2 eat2_d15_03;log2 eat2_d15_04;log2 eat2_d10_01;log2 eat2_d10_02;log2 eat2_d10_03;log2 eat2_d10_04; -Log Student's T-test p-value eat2_d15_eat2_d10;Student's T-test q-value eat2_d15_eat2_d10; Student's T-test Difference eat2_d15_eat2_d10;Student's T-test Test statistic eat2_d15_eat2_d10;Sign p-val: 0.05 
Q9GYJ9;16,3458;16,3619;17,1089;16,9779;15,6614;15,7179;15,0542;15,7947;2,31198;0,00224674;1,14159;4,33995;+
Q9GYK2;16,7214;18,0981;16,7328;17,3177;16,9317;16,8285;16,1856;16,432;0,848494;0,0508923;0,623043;1,69123;
Q9GYL7;17,4418;18,3076;17,6695;17,9426;17,4153;17,2048;18,9374;18,3959;0,12309;0,543369;-0,14801;-0,32919;
Q9GYM9;17,3006;16,6077;16,9316;17,3592;16,1465;17,3879;16,4349;15,7858;0,78574;0,0598449;0,611035;1,58624;
Q9GYP5;13,5196;14,3162;14,4169;15,2265;13,0549;13,2639;13,459;12,9852;1,74634;0,00715057;1,17903;3,22899;+
Q9GYQ6;14,8042;14,8626;14,6408;14,2691;13,1293;13,248;12,9192;13,2836;4,12625;0;1,49915;9,56099;+
Q9GYQ7;14,574;15,2793;14,4576;15,1976;15,9023;15,885;14,184;14,9668;0,328063;0,235499;-0,357392;-0,771261;
Q9GYQ9;18,0142;17,0116;16,8496;16,9811;12,7195;14,1123;15,7821;14,8633;2,17644;0,00295847;2,84484;4,05856;+
Q9GYR2;14,5925;14,3422;14,864;15,0566;14,9424;15,64;15,3207;15,1013;1,31589;0,0167536;-0,53725;-2,47213;+
Q9GYS9;15,0212;14,0416;14,2427;15,4909;12,7978;12,0528;13,2632;14,6028;1,27238;0,0186216;1,51994;2,39841;+
Q9GZD0;14,896;14,9237;15,0392;14,8095;16,8308;17,0374;16,0872;17,4299;3,28746;0,000541973;-1,92921;-6,74912;+
Q9GZD1;14,0125;14,8189;14,3811;14,8271;13,0443;13,2958;12,9144;13,2526;3,17242;0,000680272;1,38316;6,42364;+
Q9GZE9;18,2131;18,4102;18,4475;18,6407;17,9814;17,862;17,9384;18,6319;0,815544;0,0553318;0,324423;1,63618;
Q9GZF5;14,2169;14,9165;14,478;15,2859;13,1494;13,3465;12,6698;13,2082;2,96085;0,000921068;1,63085;5,85693;+
Q9GZH2;17,477;17,4324;16,3335;17,7298;16,9882;17,0627;16,671;16,8356;0,502741;0,132286;0,353763;1,09816;
Q9GZH3;18,3381;19,1951;18,9189;19,2048;18,7559;18,7526;18,079;18,31;0,834014;0,0527564;0,439828;1,66706;
Q9GZH4;16,8158;17,9937;17,6047;17,7352;17,7737;17,622;17,6542;17,1615;0,0182721;0,915808;-0,0154648;-0,0538542;
Q9GZH5;18,6757;18,7982;18,6584;18,5447;17,8705;17,6582;17,7128;17,6864;4,95644;0;0,937299;13,3241;+
Q9GZI0;14,1166;14,9076;13,924;14,5028;13,2776;13,012;12,7822;13,2579;2,68649;0,00152144;1,28031;5,17802;+
Q9GZI3;14,6401;15,4986;14,9084;14,6542;14,6856;14,3452;13,7432;14,0909;1,33624;0,0161588;0,709075;2,50674;+
Q9N2L7;13,9206;15,0136;15,0015;15,4126;13,265;13,3251;12,9667;13,1128;2,63595;0,00149612;1,66967;5,05927;+
Q9N2U6;17,7144;17,8857;17,6248;17,7646;16,4615;15,4304;16,636;17,9137;1,16583;0,0229627;1,13694;2,21934;+
Q9N2U9;14,7262;15,545;14,8346;14,384;18,2122;18,0387;17,8819;18,4488;4,69468;0;-3,27299;-12,0111;+
Q9N2V6;14,0498;14,8017;15,0257;15,3439;13,352;12,8597;13,413;13,5489;2,53168;0,00179006;1,51185;4,82009;+
Q9N2W5;16,8821;17,8026;17,128;17,7219;18,1663;18,1958;17,4138;17,6943;0,820097;0,0549107;-0,48386;-1,6438;
Q9N2W7;18,5381;19,1032;18,8531;19,5994;17,3945;17,5862;17,3554;17,7388;3,10537;0,000678408;1,50474;6,23971;+
Q9N2X1;14,4283;15,0596;14,3946;15,1782;15,0077;15,2313;14,6695;13,9019;0,0623583;0,732436;0,0626218;0,175783;
Q9N2X8;14,573;16,2416;15,0272;16,9449;14,6617;14,6041;14,9676;14,3114;0,967186;0,0371738;1,06044;1,88869;+
Q9N2Y1;13,3467;15,16;13,7019;15,4306;13,0397;14,4851;14,2087;14,4004;0,247726;0,316185;0,376335;0,608294;
Q9N2Z6;14,7974;14,6145;14,4858;14,9921;13,2272;13,3486;12,5359;13,3417;3,4386;0,000426094;1,60909;7,19662;+
Q9N302;17,1317;17,0629;17,1238;17,3342;16,7965;16,6658;16,3772;17,0791;1,48152;0,0113663;0,433475;2,75671;+
Q9N303;16,8571;17,3668;16,5815;17,6468;12,6378;12,2019;13,7261;15,5454;2,42307;0,00189807;3,58529;4,57884;+
Q9N306;15,8807;15,6148;14,9851;15,0115;14,1641;12,2417;13,7077;13,958;2,04294;0,00396077;1,85516;3,7914;+
Q9N336;14,3495;15,1769;14,8369;15,0436;15,6802;15,1316;14,336;14,7113;0,124136;0,540708;-0,113065;-0,331712;
Q9N341;14,375;14,7747;14,7224;15,2695;12,9131;11,9255;13,3899;11,6995;2,70308;0,00137764;2,30342;5,2174;+
Q9N350;19,1683;19,2943;17,8003;19,2571;18,3719;17,9436;17,7675;18,3519;1,01763;0,0331691;0,771266;1,97247;+
Q9N356;14,7028;15,4212;14,6494;15,1812;13,2943;12,572;12,6884;13,0518;3,7915;0,000185841;2,087;8,33788;+
Q9N357;18,6621;18,1175;18,0215;18,2587;17,4235;17,3662;16,4633;16,6664;2,41793;0,00189557;1,28511;4,56761;+
Q9N358;19,5799;19,9829;19,5969;20,1088;18,4871;18,4224;18,1714;18,3306;4,16104;0;1,46426;9,69681;+
Q9N359;14,394;14,2174;14,5035;15,2504;15,0279;15,1388;13,5204;13,5181;0,231056;0,338404;0,290029;0,573074;
Q9N361;17,0718;17,9445;17,1633;16,9049;14,7196;14,1781;15,414;15,5431;2,96589;0,000868217;2,30738;5,86996;+
Q9N362;18,202;19,2288;18,6775;19,1348;17,1416;17,3265;17,4111;17,2489;3,12606;0,000660066;1,52873;6,29603;+
Q9N363;18,3474;18,127;18,0769;17,8519;17,5039;17,8275;16,1566;17,5741;1,12062;0,0254777;0,835289;2,14382;+
Q9N368;13,4298;14,9213;14,2456;14,5661;13,7939;14,7029;14,9731;14,9241;0,308272;0,25247;-0,307788;-0,73205;
Q9N369;14,5503;15,8205;15,1049;16,1557;16,6605;16,5016;15,7275;16,092;1,03937;0,0316763;-0,837557;-2,00858;+
Q9N371;14,8428;14,7506;14,4812;15,1239;16,0036;15,9689;15,6103;16,302;3,03054;0,000823821;-1,17156;-6,03921;+
Q9N373;14,9959;15,2574;14,9159;15,3714;13,2026;13,2329;12,7225;13,1104;4,89002;0;2,06806;12,9788;+
Q9N384;14,8386;15,2551;14,9333;14,1921;20,0585;20,532;20,0121;19,766;5,89859;0;-5,28738;-19,2725;+
Q9N390;14,4391;15,3227;14,9413;15,3072;14,479;14,003;13,6168;13,3188;1,90584;0,00503778;1,14814;3,52645;+
Q9N393;17,4026;17,8797;17,3528;17,5173;16,2463;15,8081;15,6012;15,6578;3,99899;0,000115226;1,70975;9,0786;+
Q9N3B0;18,7064;19,325;19,1348;19,2987;18,2903;18,6741;18,5934;18,9291;1,35875;0,0153655;0,49452;2,54512;+
Q9N3B9;14,8301;14,9225;14,7755;15,458;19,143;19,3062;18,3059;19,1588;5,15792;0;-3,98196;-14,4256;+
Q9N3C2;14,7002;14,7464;14,3495;15,3879;13,0179;12,3854;12,4456;13,1713;3,35486;0,000543057;2,04096;6,94579;+
Q9N3C9;17,2372;16,5284;17,2685;16,8133;16,046;13,7894;13,7469;15,1741;2,07924;0,00366016;2,27276;3,86311;+
Q9N3D0;17,8772;18,4662;17,9242;18,2683;17,8928;17,6837;18,1138;18,1042;0,484606;0,140156;0,185362;1,0655;
Q9N3D1;14,4491;15,5101;14,9453;13,8119;13,2548;13,2155;12,4376;13,3161;2,09633;0,00351445;1,62307;3,8971;+
Q9N3D3;13,9604;14,4206;14,6025;15,4131;13,4704;13,4316;12,494;12,6319;2,14752;0,00321901;1,59217;3,99987;+
Q9N3D9;18,1745;20,4907;18,0746;21,1148;17,9686;18,1769;16,8942;17,7912;1,09891;0,0271184;1,75594;2,10764;+
Q9N3F0;15,4547;15,6869;15,7324;16,2418;15,001;15,8555;15,1844;14,9312;1,03226;0,0322063;0,535941;1,99677;+
Q9N3F1;14,8369;15,1834;15,0026;14,8576;12,658;13,0575;12,8074;13,3352;4,66839;0;2,00561;11,8862;+
Q9N3F2;14,0501;15,5207;15,0194;13,5062;14,9713;14,8363;14,8096;14,6329;0,255629;0,306098;-0,288429;-0,624805;
Q9N3F3;14,3728;13,9828;13,3806;15,0363;13,7515;14,1256;13,3467;14,632;0,205658;0,375329;0,229181;0,518313;
Q9N3F7;16,9583;17,5418;17,3502;18,1364;16,7673;16,9452;15,5772;15,8923;1,56848;0,00963071;1,20115;2,90917;+
Q9N3G0;17,0779;18,1089;17,2475;17,9061;18,2243;18,1402;17,6514;17,8355;0,637327;0,0902052;-0,377732;-1,33433;
Q9N3G1;14,4801;15,2232;14,4672;14,6366;13,3332;13,0192;12,664;13,2458;3,38748;0,000439141;1,63624;7,04264;+
Q9N3H0;14,7595;13,9149;12,7746;14,9774;13,1996;13,2373;12,7264;13,0167;1,07579;0,0285427;1,0616;2,06914;+
Q9N3H3;17,6824;18,6869;18,0658;18,3668;17,2913;16,9046;17,4941;17,2912;2,07994;0,00366156;0,955179;3,8645;+
Q9N3H9;15,9157;15,4679;14,6541;15,2481;16,0031;16,5849;15,6588;14,692;0,378618;0,19736;-0,413253;-0,869097;
Q9N3I1;12,9706;15,1993;15,0262;15,4201;14,0103;13,7244;13,3646;13,667;0,825793;0,0539619;0,962485;1,65332;
Q9N3J4;14,8062;14,7915;14,0693;15,0434;13,4362;12,7197;14,2343;14,9181;0,811633;0,0558207;0,850516;1,62964;
Q9N3L2;14,8582;14,6908;14,4387;14,9558;13,1688;13,2399;12,9737;13,1747;4,81071;0;1,59662;12,5774;+
Q9N3Q8;14,8333;15,1671;14,506;15,3152;14,5337;15,5404;16,118;14,3163;0,141124;0,499501;-0,171676;-0,372162;
Q9N3Q9;14,8886;15,3883;14,763;15,3449;13,2327;13,2564;12,5169;13,2272;3,8332;9,62E-05;2,03789;8,48236;+
Q9N3S4;16,3395;15,9466;15,7593;15,6769;14,9764;13,9234;15,7307;15,3998;1,15364;0,0237457;0,923003;2,19895;+
Q9N3S8;16,8044;16,7944;16,8683;16,4902;17,5644;17,4571;16,5406;17,3252;1,00514;0,0341387;-0,482511;-1,95171;+
Q9N3T2;16,5627;16,2282;16,9033;17,004;14,1941;14,8857;16,0691;16,1579;1,42305;0,0130443;1,3479;2,65545;+
Q9N3T3;14,3479;15,1732;15,0307;13,2666;14,3542;15,0482;14,4679;13,5427;0,0676393;0,713992;0,101346;0,189729;
Q9N3T5;16,9586;16,9992;17,061;17,7227;16,8076;16,9564;16,7097;16,5802;1,11893;0,0255753;0,421911;2,141;+
Q9N3T8;17,1772;17,9722;17,2718;17,7208;14,9364;14,3739;14,2427;14,6813;4,73369;0;2,97692;12,1988;+
Q9N3U9;14,8001;15,4671;14,9525;15,3226;13,3236;13,3398;12,9287;13,353;4,28196;0;1,89929;10,1823;+
Q9N3V9;14,7599;14,5135;13,594;15,0427;12,947;13,0667;12,7777;13,3527;2,28666;0,00236599;1,4415;4,28658;+
Q9N3X2;20,1972;20,6842;20,0917;20,4827;19,2057;19,2387;19,5334;19,4911;3,11289;0,000681967;0,996705;6,26012;+
Q9N3Y1;18,0035;18,769;18,0084;18,9366;17,3596;16,7026;17,2058;17,2894;2,37489;0,00206129;1,29001;4,47429;+
Q9N3Z0;16,1453;16,3813;16,2468;15,9151;13,2701;12,115;14,6276;12,8327;2,82183;0,00106753;2,96079;5,50545;+
Q9N3Z1;14,5737;14,2806;14,3971;14,3635;13,0219;13,1985;12,7689;13,2073;4,54219;0;1,35457;11,3029;+
Q9N3Z3;15,0196;15,5223;14,5512;14,9986;13,3258;13,1551;12,8715;13,3259;3,75636;0,000176842;1,85334;8,21777;+
Q9N408;18,8853;18,9287;19,0065;18,9904;17,5052;16,3287;16,6091;17,1014;3,65359;0,000282672;2,0666;7,87494;+
Q9N413;14,3038;14,132;14,1911;15,476;15,9042;15,3539;15,5359;15,9581;1,79391;0,00630974;-1,16229;-3,31657;+
Q9N416;16,7689;16,2966;15,9535;16,1598;15,3717;15,2085;15,335;15,4801;2,69557;0,00153367;0,9459;5,19955;+
Q9N419;14,3057;15,491;15,0606;15,3364;13,1662;13,3285;14,6242;13,8496;1,67853;0,00792734;1,30628;3,10569;+
Q9N425;16,1887;17,3141;16,2127;16,4525;14,7577;14,715;14,445;14,524;3,38463;0,000437055;1,93156;7,03412;+
Q9N431;19,6748;19,9075;19,5836;20,0902;17,9438;17,3403;16,6432;17,6658;3,68499;0,000291127;2,41575;7,97838;+
Q9N456;21,9483;22,9864;22,0238;22,2925;19,0578;19,2081;18,7155;18,9617;4,87376;0;3,32698;12,8955;+
Q9N457;16,5501;17,2727;16,7494;17,1166;13,0969;13,3248;12,4762;13,2696;5,28805;0;3,88032;15,1825;+
Q9N477;15,8781;15,9957;15,6182;15,3073;14,9473;15,2887;14,3603;15,4248;1,30938;0,0170338;0,694558;2,46107;+
Q9N478;14,4852;15,4533;14,8071;15,4518;18,299;17,058;17,2284;17,2036;3,16259;0,000677507;-2,39792;-6,39642;+
Q9N488;13,8828;14,9356;14,3677;14,5305;13,2687;13,2567;12,7133;13,122;2,72934;0,00125306;1,33897;5,28016;+
Q9N489;14,5699;14,7932;13,0212;15,0267;14,4877;15,0569;13,4291;12,8418;0,239073;0,32785;0,398833;0,590078;
Q9N492;17,6147;18,5777;17,7739;18,8739;16,8504;16,5722;17,0248;16,6411;2,36802;0,00207146;1,43795;4,45951;+
Q9N4A5;17,1799;17,8897;17,2862;17,9478;17,3657;17,0817;17,1344;17,021;1,03074;0,032301;0,425227;1,99425;+
Q9N4A7;15,9504;16,6723;15,6769;17,3941;16,5356;16,5754;16,0635;16,3144;0,044237;0,801929;0,0511856;0,126912;
Q9N4B1;15,6311;15,9206;15,6829;15,9356;16,1959;15,7068;15,7944;16,053;0,476012;0,143605;-0,144966;-1,04993;
Q9N4C2;14,2853;15,2238;14,9946;15,2492;14,4417;14,6688;13,5709;15,0613;0,61577;0,0955416;0,502569;1,29712;
Q9N4C3;14,9049;15,1247;14,7761;14,6983;12,8977;13,1905;12,6472;13,0886;4,82896;0;1,91999;12,6688;+
Q9N4C6;18,1156;18,2161;17,3221;18,395;17,2096;17,4236;17,2715;17,2911;1,59414;0,00916886;0,71328;2,95462;+
Q9N4D8;18,2267;18,4847;18,4273;18,0037;17,8174;17,6354;17,3521;17,7906;2,23211;0,00271615;0,636739;4,17285;+
Q9N4D9;16,9967;16,784;15,903;17,3569;15,5257;15,4587;15,4062;15,3576;2,26937;0,00244665;1,32313;4,25034;+
Q9N4E2;14,3985;14,9012;14,8367;15,4942;14,4092;14,9495;14,3457;14,4516;0,672377;0,0813475;0,36865;1,39444;
Q9N4E8;14,3276;15,4382;14,7142;14,8828;16,5956;16,8437;15,8941;16,1248;2,53137;0,00178841;-1,52389;-4,81938;+
Q9N4E9;14,5391;14,4213;14,541;14,5361;15,5126;16,0898;14,0678;14,8158;0,673701;0,0811194;-0,612095;-1,3967;
Q9N4F0;13,181;15,4194;14,7569;15,4769;18,97;19,0756;18,2151;18,9473;3,43324;0,000423645;-4,09342;-7,18032;+
Q9N4F1;14,4816;15,2561;14,1763;15,2687;12,8079;13,3246;12,927;13,2876;2,85912;0,00105915;1,70892;5,59819;+
Q9N4F3;16,5566;16,5766;15,9862;17,2078;15,9915;16,335;16,2629;15,9144;0,848028;0,0509486;0,455836;1,69046;
Q9N4G7;15,6972;16,5347;17,5894;15,4829;16,431;17,1113;16,9433;16,7359;0,425927;0,168929;-0,479295;-0,958045;
Q9N4G8;20,7083;21,0968;20,7738;21,4846;19,8766;17,9823;20,2454;20,312;1,30075;0,0174095;1,41181;2,44643;+
Q9N4G9;21,0555;21,8129;21,2159;21,276;18,5649;18,39;18,3493;18,5696;5,49878;0;2,87164;16,4892;+
Q9N4H7;17,9978;19,2571;18,6156;18,4473;17,111;16,8637;16,6918;17,0888;2,96883;0,000871335;1,64063;5,87757;+
Q9N4I0;18,8983;19,2426;19,0751;18,8088;16,7095;18,4531;19,1993;19,0651;0,514099;0,127988;0,649445;1,11849;
Q9N4I3;17,6639;18,5185;17,5335;18,9247;18,1236;18,0557;17,2209;17,6098;0,464312;0,148932;0,407651;1,02866;
Q9N4I4;18,0706;17,798;17,8253;17,7728;17,8714;16,6197;18,8558;18,1519;0,00566249;0,973415;-0,00798464;-0,0169236;
Q9N4I5;16,7615;17,3919;15,5387;17,136;16,0062;16,7192;16,3484;17,4216;0,0575921;0,749771;0,0832071;0,163085;
Q9N4J2;20,4821;21,3363;21,2746;21,5534;19,096;19,1696;18,989;18,925;3,92282;0,000106195;2,11668;8,80026;+
Q9N4J7;14,8726;15,5165;14,6137;15,2773;12,5477;13,3451;12,9856;13,0929;3,67264;0,000287685;2,0772;7,93755;+
Q9N4J8;18,8665;19,3678;19,2862;19,8167;17,4836;16,7761;18,3433;18,2367;2,10947;0,00343301;1,62436;3,92335;+
Q9N4K0;18,5161;19,2661;18,3884;19,2961;17,569;17,5419;17,7625;17,6609;2,61687;0,00147964;1,2331;5,01493;+
Q9N4L6;15,8717;14,945;15,1957;14,7004;16,1695;16,6657;15,3954;15,7664;1,16039;0,0234533;-0,821051;-2,21023;+
Q9N4L8;19,101;18,2009;19,1285;18,7135;17,8897;17,8093;18,1301;18,282;1,68962;0,00782891;0,758207;3,12573;+
Q9N4L9;14,0401;15,094;14,9988;15,4585;17,4428;17,6698;17,4059;17,2809;3,73537;0,000173375;-2,55198;-8,14673;+
Q9N4M0;14,078;15,5368;14,2725;15,3337;13,2757;14,5001;13,7342;13,515;1,22114;0,0207534;1,049;2,31207;+
Q9N4M4;21,9113;22,731;22,1752;22,7935;21,3624;21,1028;21,4402;21,6044;2,28923;0,00237093;1,02528;4,29199;+
Q9N4N3;14,9285;14,9119;14,6521;15,0864;12,9286;13,287;12,7003;13,3167;4,37865;0;1,83657;10,5863;+
Q9N4N4;16,3428;16,5216;16,3283;16,2391;15,3997;14,9226;16,0751;15,353;2,02253;0,00416897;0,920338;3,75136;+
Q9N4P0;14,7948;14,8707;14,5689;15,2827;13,2078;13,0857;12,9495;13,2962;4,34627;0;1,74449;10,4494;+
Q9N4P2;18,4558;18,61;18,1406;18,2917;18,0448;18,0863;17,492;18,0841;1,34808;0,0156088;0,447744;2,52691;+
Q9N4P4;14,6804;14,9975;14,652;15,002;15,308;15,3631;14,2927;14,9002;0,198059;0,388228;-0,133039;-0,501654;
Q9N4P9;14,5836;14,6479;15,0144;14,8891;15,0228;14,322;13,7245;13,3156;0,904898;0,0434134;0,687541;1,78518;+
Q9N4S0;14,6374;14,2084;14,527;15,1134;15,0318;15,2986;14,651;14,1321;0,196405;0,39109;-0,156865;-0,498008;
Q9N4S3;14,1473;15,4356;15,0685;15,8846;13,7581;14,9129;12,9914;12,6598;1,3322;0,0162508;1,55345;2,49985;+
Q9N4U0;14,7119;14,8445;14,7431;13,8236;14,8687;15,2112;15,5351;14,9229;1,1161;0,0257551;-0,60367;-2,13629;+
Q9N4U1;14,9595;15,3564;14,8007;15,0361;14,6575;10,9541;14,2566;14,4234;0,827703;0,0537071;1,46529;1,65652;
Q9N4U5;15,1706;15,8331;15,5476;15,5615;14,8795;15,0261;13,6871;14,4251;1,67484;0,007967;1,02374;3,09902;+
Q9N4V2;15,9399;15,5702;14,282;14,5636;16,4109;16,6093;15,5504;15,8157;1,12781;0,0250893;-1,00763;-2,15581;+
Q9N4X1;16,9733;17,5937;17,2108;17,8586;14,547;15,6477;13,5819;14,8382;2,9644;0,000867183;2,7554;5,86611;+
Q9N4X8;17,2491;17,3093;17,2584;17,7642;15,9891;15,8121;16,4483;16,6296;2,67812;0,00151314;1,17548;5,15822;+
Q9N4Y8;17,9326;18,6041;17,273;18,2876;17,5308;17,7743;17,1658;17,3014;0,940132;0,0395691;0,581262;1,84375;+
Q9N4Y9;16,1837;16,871;15,6805;17,0292;16,9052;17,3031;15,4152;15,8662;0,0443269;0,80168;0,068655;0,127158;
Q9N4Z0;15,9628;17,5692;16,4976;17,2627;16,9833;16,3023;16,6219;16,8273;0,133642;0,517367;0,139385;0,35446;
Q9N4Z7;16,855;18,2092;17,6361;18,2197;16,0345;16,0435;15,5009;15,605;2,81836;0,0010658;1,93402;5,49688;+
Q9N511;16,792;18,9393;18,4767;16,1915;12,7847;13,2608;13,0023;13,2301;3,3005;0,000548435;4,5304;6,78681;+
Q9N537;17,6326;18,6644;17,9392;18,3119;17,0687;17,1255;18,2506;16,9084;1,09379;0,0274715;0,79872;2,09911;+
Q9N538;15,7093;16,9241;14,9995;16,5896;15,5956;16,6429;15,9243;15,8887;0,0300265;0,862951;0,0427349;0,0874003;
Q9N584;16,7695;16,7789;16,6175;16,7028;14,0895;14,0162;14,6538;15,7157;2,74736;0,00117877;2,09835;5,32354;+
Q9N585;16,9071;16,337;16,0916;16,0629;16,2586;16,2285;15,7485;15,9305;0,637262;0,0901737;0,308115;1,33422;
Q9N588;18,8706;19,0319;18,8907;18,9901;16,5838;17,067;16,1138;16,5401;4,67568;0;2,36965;11,9207;+
Q9N590;17,1042;17,2578;17,093;17,5864;17,4148;17,0967;16,9988;16,9142;0,43322;0,164467;0,154231;0,971561;
Q9N592;14,0538;15,5032;14,5038;14,8899;15,934;15,0126;15,2877;15,4479;0,963137;0,0375824;-0,682886;-1,88196;+
Q9N595;16,9834;16,4082;16,6734;16,307;15,2806;14,6034;15,594;15,9101;2,10943;0,00343168;1,24595;3,92326;+
Q9N599;18,59;19,0219;18,6429;18,6858;17,8846;17,9964;18,183;17,8473;3,06913;0,000766984;0,757322;6,14198;+
Q9N5A0;14,9815;15,4831;14,5049;15,4576;13,153;13,1964;12,4501;13,1529;3,45018;0,00043;2,11866;7,23187;+
Q9N5B3;18,5142;20,0574;19,5498;20,3262;18,3591;18,0849;18,6339;18,5887;1,536;0,0102109;1,19525;2,85196;+
Q9N5B7;18,9154;19,09;18,7105;19,1124;18,5711;18,391;18,4394;18,5491;2,41778;0,00189474;0,46944;4,56729;+
Q9N5C4;13,8115;15,3876;13,8217;15,3079;10,9261;12,0927;12,929;12,7803;2,03498;0,00396394;2,40015;3,77575;+
Q9N5D7;14,6258;15,4915;14,498;14,9127;12,24;11,1201;12,8239;13,2756;2,55873;0,00171987;2,51712;4,88141;+
Q9N5E3;14,9521;15,4523;14,2763;15,4758;13,3003;13,0967;12,9548;13,2896;3,16462;0,000678426;1,87877;6,40204;+
Q9N5E4;14,1117;14,936;14,9733;14,8164;17,4123;17,8866;16,9221;17,1596;4,01201;0,000117978;-2,63581;-9,12694;+
Q9N5F6;15,9939;16,1857;16,4223;16,9197;16,388;16,9371;16,6104;16,3861;0,362553;0,208392;-0,199978;-0,838346;
Q9N5G3;14,2152;15,4309;13,8399;14,8314;16,1556;16,3882;15,1309;15,7013;1,52552;0,0104078;-1,26462;-2,83355;+
Q9N5K0;14,5166;15,2806;14,9135;14,3537;12,889;13,3065;12,9477;13,0504;3,55308;0,000302158;1,71771;7,55147;+
Q9N5K1;17,9655;17,2454;17,2815;16,8542;18,0057;16,7612;16,0159;17,5599;0,199719;0,385401;0,250985;0,505305;
Q9N5K2;14,1093;15,3048;14,8225;15,1274;16,1483;15,5088;14,7441;15,9342;0,929679;0,0404071;-0,742834;-1,82638;+
Q9N5K3;14,0289;14,5586;14,9286;15,4672;13,102;11,8433;13,5447;13,3469;1,97486;0,00456579;1,78659;3,65868;+
Q9N5L0;18,3601;18,3243;18,4576;18,5082;17,0493;16,3779;16,4623;16,9489;4,17616;0;1,70293;9,75636;+
Q9N5M2;17,7949;17,4804;17,3645;17,5949;18,7677;18,7501;18,0657;18,4427;2,62131;0,0014839;-0,947884;-5,02523;+
Q9N5N3;14,753;14,788;14,51;14,64;13,2035;13,2688;12,0595;13,3508;2,80435;0,00111692;1,7021;5,46236;+
Q9N5N4;14,9668;15,021;14,3628;15,1582;13,3162;13,173;12,9418;13,0772;3,99631;0,000114754;1,75013;9,06867;+
Q9N5R9;20,8581;21,529;21,1345;21,571;18,6552;16,3906;16,5138;18,3921;3,03913;0,000793017;3,78524;6,06197;+
Q9N5S7;14,6347;15,283;14,8279;14,7103;16,051;16,3639;15,9104;15,9394;3,28266;0,000539985;-1,20219;-6,73527;+
Q9N5S8;14,4469;15,2042;14,8827;15,492;13,3132;13,1854;12,8422;13,2267;3,55312;0,00030243;1,86455;7,5516;+
Q9N5U1;19,8823;20,2754;19,6235;20,2579;19,3952;19,2841;19,1401;19,2589;2,36837;0,00207235;0,740217;4,46025;+
Q9N5U5;15,0348;14,2141;14,2307;14,7696;15,1839;14,1055;15,1552;15,3043;0,495513;0,135467;-0,374893;-1,08517;
Q9N5V3;19,2646;19,416;19,3184;19,4747;18,365;18,6575;18,3497;18,3287;4,32558;0;0,943203;10,3628;+
Q9N5V4;14,847;14,9784;14,0886;14,6116;15,1484;13,9517;13,3755;14,6371;0,349102;0,218551;0,353283;0,812363;
Q9N5X5;14,2627;14,8778;14,1371;14,1123;12,9166;13,1981;12,9322;13,0768;3,32858;0,000532319;1,31656;6,86857;+
Q9N5X8;13,8322;14,3186;14,6938;14,1624;14,9161;14,9191;14,9337;14,6175;1,65221;0,00835051;-0,594862;-3,05829;+
Q9N5Y2;18,0098;18,7524;18,7022;18,731;16,7563;17,2914;17,0695;17,393;3,09689;0,000674886;1,42127;6,21672;+
Q9NA26;15,244;15,5846;15,2196;15,3461;15,369;15,8116;14,1547;14,6606;0,409068;0,178339;0,349564;0,926608;
Q9NA32;14,9837;15,0758;14,6936;14,9875;15,4249;15,5101;15,2154;15,8354;1,97499;0,00456746;-0,5613;-3,65895;+
Q9NA39;20,8515;21,1946;20,9041;21,2682;19,2969;19,3957;19,7008;19,4128;4,65967;0;1,60308;11,845;+
Q9NA69;14,6813;15,4626;15,071;15,1732;12,9761;13,2968;13,1898;12,3951;3,77085;0,000179872;2,13254;8,2671;+
Q9NA72;14,4448;15,4766;14,1944;15,4338;13,2706;12,2819;12,8532;13,0425;2,67343;0,00151089;2,02536;5,14716;+
Q9NA74;19,032;19,6979;19,1816;19,5953;18,5134;18,6129;18,2887;18,4922;2,68401;0,00151916;0,899918;5,17215;+
Q9NA75;17,9817;19,6246;18,0019;19,7208;13,3019;14,3224;13,8299;14,6262;3,83984;9,72E-05;4,81214;8,50557;+
Q9NA78;15,6719;17,3122;16,3771;16,9192;15,9567;15,5941;15,3014;15,7782;1,26655;0,0187264;0,912538;2,38857;+
Q9NA80;14,978;14,7695;14,1653;15,4093;15,433;15,2649;15,0435;14,0536;0,108419;0,58241;-0,118218;-0,293431;
Q9NA91;18,8789;17,3839;15,249;16,5949;14,4857;15,1815;16,1818;15,0862;1,12102;0,0254685;1,79289;2,14449;+
Q9NA97;15,8688;15,9011;15,0798;15,8767;11,9006;13,0496;12,3207;13,1537;3,84735;9,80E-05;3,07544;8,53188;+
Q9NA98;18,3632;18,7196;18,6445;18,7627;17,5103;17,0025;17,358;17,5428;3,78096;0,000183007;1,26911;8,3017;+
Q9NAA5;17,0786;17,4616;17,908;17,9727;15,2568;15,3195;14,5997;14,6136;4,04438;0,000123167;2,65787;9,24811;+
