Proteins,log2 N2_d10_01,log2 N2_d10_02,log2 N2_d10_03,log2 N2_d10_04,log2 N2_d1_01,log2 N2_d1_02,log2 N2_d1_03,log2 N2_d1_04
G4S034,20.0813,18.8675,19.5729,19.7465,21.9004,21.1706,21.1109,20.0571
G4S1A4,19.2107,18.8003,21.9644,19.6018,24.652,23.9635,23.1566,23.1543
G4S1A4,19.0669,18.0669,17.593,19.0106,27.8003,26.294,25.2421,21.3627
G4S1A4,20.4241,18.8863,19.0435,16.8728,20.8294,20.4775,21.1721,20.2269
G4S1A4,16.4848,20.5165,20.3536,19.8431,21.5569,20.3065,20.9347,21.2242
G4S1A4,20.9534,19.4424,21.0029,19.9266,23.4812,24.0465,24.4261,23.1856
G4S1A4,23.199,22.0062,22.6135,22.3649,25.7707,24.7677,23.7863,22.4198
G4S3P8,16.7214,19.6868,19.8559,21.0907,21.9351,20.2021,20.8136,21.1421
Q20314,19.2673,18.8895,19.6331,18.9569,24.0685,21.3828,22.6398,21.7003
G4SI07,17.4676,16.4274,18.8624,18.5045,20.9767,20.4074,21.2345,20.2753
G4SI07,20.5438,20.6796,18.3952,17.1989,21.395,20.0739,21.0154,21.3881
G4SL51,23.7556,22.3971,23.0408,20.7424,21.4023,19.38,20.1024,20.8053
G4SLH0,24.0051,24.3379,23.9363,24.6248,25.2114,25.1121,23.8643,24.2915
G4SLH0,21.3659,20.1069,21.2307,20.8674,20.8738,19.851,21.0274,20.8811
G4SLH0,20.7594,17.0755,17.7243,18.4891,21.603,21.1183,20.3718,20.9219
G4SLH0,20.383,19.6142,19.0269,17.5282,26.5536,26.0381,26.5996,25.4023
G4SLH0,24.4204,25.6729,25.3376,25.193,26.0651,24.2966,23.9726,23.3204
G4SLH0,19.9504,20.2255,20.4459,19.4228,21.8831,20.5716,21.304,21.3045
G4SPY1,24.4426,24.6495,24.4191,24.0166,25.4018,22.1512,21.3906,22.2357
G4SRU7,18.0578,19.1431,20.4118,19.4304,25.1896,20.8791,22.4295,21.4787
G5EBF0,18.9403,19.1827,17.6423,17.1487,23.5275,23.9381,25.1775,24.836
G5EBF3,16.3169,21.6457,21.6868,19.3947,25.1949,22.1236,23.502,25.8648
G5EBF3,21.476,18.7307,19.0431,19.2258,21.306,20.4615,21.1824,20.766
G5EBF3,18.8257,20.7825,18.7132,20.9722,25.2512,23.813,23.3523,22.7799
G5EBF3,18.4149,18.3711,19.1795,19.4054,21.3801,19.4993,21.0304,21.0357
G5EBF3,19.117,17.6594,21.7749,18.9948,22.5156,22.4318,23.595,23.8307
G5EBF3,17.7967,18.4189,19.6903,18.4891,25.452,24.3663,26.5445,24.5134
G5EBF3,19.0166,18.5586,20.4571,20.2653,21.9752,20.6642,21.1334,21.0899
G5EBF3,19.1168,18.7039,20.8748,19.67,25.6618,23.7541,22.6901,23.3643
G5EBF3,17.9188,16.928,19.9437,19.0931,24.3805,23.1763,25.0592,24.0078
G5EBF3,19.9169,19.4093,19.9123,17.8682,23.8676,23.343,22.8281,22.8219
G5EBF3,19.1554,21.4434,20.3759,20.4189,24.5088,22.4778,23.7667,22.7213
G5EBF4,19.0502,17.7018,21.6477,19.6785,20.3238,20.0565,21.2469,21.0812
G5EGE0,19.5547,18.57,21.0997,17.3182,21.363,21.1434,21.2513,21.4005
G5EBI0,24.9562,23.47,23.4485,24.0175,23.9763,24.9064,22.7327,24.5236
G5EBJ9,20.2711,19.2415,18.9736,19.2812,27.1765,24.3361,24.4772,25.072
G5EBJ9,18.6231,17.6804,19.4102,20.0059,25.5821,24.9181,24.9403,24.5361
G5EBJ9,19.1191,20.4078,19.4019,17.1656,27.2712,25.5408,24.6572,25.3053
G5EBJ9,19.5432,17.9049,19.7496,21.562,25.4706,24.3349,25.5543,24.5914
G5EBJ9,20.0254,20.4752,20.7732,21.2003,27.0179,25.849,26.1497,24.7839
G5EBK3,20.2287,20.6446,20.1502,19.6888,23.6459,21.1116,21.5881,23.2182
G5EBK3,18.9977,17.236,20.4165,19.1631,21.9638,21.6315,22.8207,21.0284
G5EBK3,20.9652,19.4016,19.8572,19.1199,23.4929,23.4186,24.6097,24.2073
G5EBK3,17.0262,18.8223,19.9867,19.1176,23.0535,21.397,22.8894,22.1267
G5EBK3,18.6525,19.6118,20.9361,18.9671,21.9073,21.0996,21.1924,21.0545
G5EBK3,23.5396,23.8732,24.8231,24.0552,26.0918,21.0437,22.6222,23.4754
G5EBK3,17.061,20.9613,20.0991,18.3528,21.161,20.1602,21.0805,21.1437
G5EBN9,25.6401,25.1128,25.3928,24.7274,24.3504,25.0257,23.4253,23.9246
G5EBN9,18.4144,20.662,20.5008,19.5688,21.3001,22.1373,22.1767,23.5042
G5EBN9,18.1026,20.2283,20.9742,20.0059,22.9717,22.7166,21.2036,22.981
G5EBN9,19.2849,21.9565,20.8761,20.4336,24.3366,23.9194,24.9992,24.0501
G5EBP5,25.8161,26.4069,26.1974,26.7525,26.9852,24.8134,24.0109,26.6224
G5EBP5,19.9839,19.1679,18.9269,19.5435,21.8992,20.9788,20.8057,20.9281
G5EBP5,25.7475,26.062,24.0668,25.3835,26.1106,24.4545,24.3168,24.7015
G5EBP5,27.4697,25.7621,24.4556,24.0151,21.2912,21.1562,20.9991,20.8189
G5EBP5,16.5655,20.5678,21.0006,19.2988,27.1741,26.2895,27.6001,25.9017
G5EBP5,18.3123,18.149,19.2924,20.7276,21.7281,20.9055,21.3524,20.1371
G5EBP5,18.885,21.3849,21.6015,18.5028,20.3918,20.9002,21.1662,21.3876
G5EBP5,19.4002,18.216,20.4931,19.5947,23.1221,24.2957,22.7255,25.5371
G5EBP5,22.0452,23.7886,22.8834,22.9555,21.1353,20.0006,21.3759,21.398
G5EBP5,24.0832,23.7741,25.3882,24.7869,28.6555,26.337,25.7431,26.3853
G5EBP5,22.8781,24.4714,24.1278,24.8056,28.7875,26.1046,27.5617,27.2117
G5EBP5,18.4796,20.8881,22.0388,18.7497,21.0097,20.8309,21.3261,21.4152
G5EBR3,16.9153,20.4264,19.9978,20.1918,21.3866,20.7499,20.8797,20.9047
G5EBR3,20.2015,19.4337,20.8547,19.2049,23.597,22.0205,23.5773,21.5275
G5EBT8,24.1367,24.8969,25.2311,25.2022,21.536,20.3966,20.9515,20.355
G5EBV4,18.7059,21.6294,20.171,18.6633,23.8712,22.1667,23.5326,22.3481
Q965J2,18.5345,18.7762,16.9453,18.5938,20.506,21.0665,21.3375,21.2757
G5EBY4,23.6851,24.8454,23.2549,23.4191,24.0691,24.69,24.2913,23.6086
G5EBY6,19.5745,20.0444,20.6323,19.5551,21.2183,20.9887,21.1855,20.9916
G5EBZ4,15.7372,19.7849,19.1242,18.3853,21.8382,20.544,20.1535,20.1231
G5EC03,19.7883,20.3333,19.8713,18.2798,22.661,22.3037,25.5461,22.4904
G5EC05,33.3122,35.0087,31.7252,33.0983,21.8485,19.3983,20.9675,20.3939
G5EC10,19.377,21.4255,19.7303,18.7802,21.2119,21.1578,20.6765,19.5127
G5EC10,19.176,19.5829,19.162,17.8424,21.6229,20.6145,20.6699,20.9847
G5EC43,22.7043,23.0192,23.6846,22.3038,21.7263,21.166,21.248,20.5462
I2HAI6,20.6982,18.8384,18.8775,17.2759,25.0845,24.6458,23.46,24.6719
I2HAI6,18.4791,18.9426,18.826,16.8896,21.4589,20.9029,20.3877,19.7838
I2HAI6,25.9775,25.863,27.2852,26.9258,21.5104,20.2766,20.04,21.0605
G5EC78,18.5811,19.889,19.9417,19.549,19.9989,20.5416,20.8075,21.0417
G5EC78,18.7466,16.8044,20.3361,18.909,25.6574,23.9689,26.2341,24.8657
G5EC78,19.8877,18.4001,17.469,18.4922,21.7096,20.0254,20.9265,21.2151
G5EC86,19.7972,20.6183,21.0483,17.5191,21.5762,21.1779,21.1365,19.7786
G5EC91,25.5755,25.7854,25.7303,25.4019,26.7289,23.829,22.6689,22.3888
G5EC91,18.3991,19.2243,20.2961,17.7727,25.4046,24.4546,23.9513,25.5793
G5EC97,22.3153,23.3456,23.5878,22.6769,22.0344,23.7739,22.024,21.4592
G5EC97,18.5083,19.5261,19.3305,19.4416,24.0232,22.0734,23.4592,24.0004
G5EC97,19.1876,17.0481,20.331,19.7076,22.3286,22.9641,23.1261,21.9537
G5EC98,17.7917,18.0263,19.3407,20.6358,21.2846,20.733,21.0978,20.4587
G5ECC7,21.1091,20.1694,20.2643,19.9489,21.1517,19.0094,21.2068,20.8362
G5ECF6,22.3879,23.7218,22.7805,23.2114,23.6948,23.0271,24.6237,22.5954
G5ECG0,18.3455,18.2087,19.951,19.5422,23.4317,22.7225,22.4191,22.1779
G5EFK7,19.205,20.381,18.1553,17.9349,21.961,21.0266,20.9862,21.1007
G5ECL1,19.2309,18.2829,18.0716,19.5492,23.7767,22.1716,21.2969,22.3161
G5ECM2,17.5888,19.976,17.837,18.8726,21.4284,19.8362,20.8856,20.157
G5ECR7,19.3545,20.1591,18.6182,21.2917,24.3334,24.4985,25.5165,24.2786
G5ECT6,23.9007,24.6077,24.8504,25.5508,23.944,21.2169,22.8197,23.899
G5ECT6,23.5254,21.9544,24.3107,22.0246,25.0528,24.4153,25.8045,24.4734
G5ECU1,21.1056,18.1715,20.2636,20.3585,23.5825,23.0255,24.4667,21.47
G5ECY0,21.3827,20.2932,18.8112,19.5529,23.1027,21.6646,20.3141,23.2534
G5ECY0,19.8153,17.9503,20.5715,16.1964,23.7975,22.3344,24.0667,22.3347
G5ECY4,18.776,18.8857,18.6993,19.8209,28.8758,26.4713,27.4294,26.4862
G5ECY4,18.6258,20.109,18.0902,18.1332,21.8866,21.2049,20.8501,20.7176
G5ECY6,23.511,22.6531,24.3393,23.1309,20.9928,21.2467,21.1721,20.7931
G5ECY6,21.1487,18.4291,18.9778,20.1221,24.1191,23.0115,21.7203,21.0371
G5ECZ1,19.2641,19.1986,19.9667,17.3399,24.663,22.6137,23.1763,22.8121
G5ECZ1,20.3051,19.602,17.9731,18.9707,22.2165,20.9149,23.5451,21.8707
G5ECZ1,20.2438,17.8358,19.4185,18.8515,21.245,18.8236,19.9734,21.1759
G5ECZ1,18.0782,18.85,20.8737,18.3896,25.1827,25.2775,24.6041,24.5134
H9G337,25.4724,25.2706,25.1817,24.8993,24.7698,26.1358,22.3939,24.0047
G5ED30,25.3681,26.0477,26.159,26.0727,24.2486,24.0292,23.2927,24.069
G5ED44,19.8675,20.8383,20.9615,18.8328,21.5965,19.8151,20.9023,20.1802
Q5FC45,24.765,23.1966,24.2629,23.9689,24.6941,24.3866,24.8782,22.7744
Q5FC45,21.5375,18.6205,20.7557,18.7092,24.8273,24.4207,24.0538,23.3504
Q5FC45,27.9375,27.8283,28.6756,27.5135,27.4571,23.783,22.3975,24.2906
G5ED91,24.671,25.1791,26.9916,26.4361,25.6795,25.099,26.3415,27.7128
G5EDB7,31.9531,32.2453,32.535,32.7899,18.4519,19.5968,20.9366,20.8642
G5EDD4,18.3707,21.2026,17.4639,17.7224,24.8326,23.9641,24.711,22.8232
G5EDD4,19.7954,21.3879,19.6286,16.7225,27.9662,26.7127,25.8343,26.13
G5EDD8,19.2218,20.6123,18.9828,19.3717,20.6723,20.5765,21.3642,20.9149
G5EDD8,19.4214,18.3156,16.5221,18.2968,21.8943,20.3472,20.43,21.0294
G5EDD8,17.8936,18.8544,18.1194,17.1239,23.8582,21.2038,22.4298,21.5467
Q8WSN6,17.0152,19.7245,18.6459,19.6256,20.7214,20.2188,20.1531,21.3224
G5EF18,18.1599,19.4661,20.5518,20.9655,24.6477,23.4102,22.8862,22.7413
G5EDI0,19.5823,19.4974,19.2818,18.6964,23.2582,22.0798,21.8931,21.2614
G5EDJ3,28.8879,28.7659,29.035,28.3508,25.8589,24.5541,24.6732,24.7655
G5EDJ3,17.5456,20.3553,19.9732,18.5429,23.0721,23.8515,24.3582,22.3962
G5EDJ3,20.462,18.9801,20.0661,18.1246,24.471,24.1486,22.3143,22.3947
G5EDJ6,21.3763,18.3459,18.3397,18.5126,25.239,25.4556,24.0549,24.8424
X5LQ26,19.6227,19.0806,18.4823,17.3184,26.314,23.4348,21.9988,22.846
X5LQ26,18.6842,20.1275,20.114,19.8258,26.6399,24.9195,22.3569,24.1311
G5EDM5,19.6923,16.9674,19.0589,18.7725,24.5306,23.0743,24.7107,22.9135
H9G2Y1,19.0053,17.6683,19.3042,20.922,20.6839,20.1711,20.7742,21.0555
G5EDQ0,22.706,24.3209,24.4725,23.4068,19.4698,19.3364,20.3215,20.6213
G5EDQ4,19.1311,20.0589,19.6329,17.9729,20.6712,20.5947,21.3749,20.7654
G5EDQ4,22.2207,20.9706,21.2282,21.2067,21.9465,20.6854,21.1639,20.6856
G5EDQ7,17.3341,20.0032,22.0302,16.6973,23.4099,24.3099,24.1116,25.0957
G5EDQ7,17.7957,20.2845,21.4049,20.6942,21.8251,20.4646,19.9049,20.6232
G5EDR3,20.4756,18.5947,19.0179,18.4854,25.1204,24.306,24.9211,26.2517
G5EDR3,25.2539,25.4809,23.2486,24.7952,25.1072,23.8089,24.0554,23.4617
G5EDR3,19.2712,18.4116,19.4938,19.0405,21.1432,20.7162,20.6844,20.842
G5EDT9,20.4641,19.8613,21.2818,19.0389,21.5013,20.9464,20.5559,21.38
G5EFK9,24.5493,25.6197,25.6275,25.2316,24.2728,24.9033,24.449,24.4059
G5EDV3,18.6775,20.2437,18.973,21.0142,24.1112,21.6653,21.2339,22.0902
G5EDV3,18.0777,21.0314,20.3326,19.4747,20.5602,20.75,20.773,20.5007
G5EDV3,19.0274,20.0877,19.4578,18.7113,24.989,23.7892,23.3116,21.856
G5EDV3,19.1332,19.4405,20.2699,18.7877,21.1069,20.2334,20.2291,20.5205
G5EDV3,18.5216,18.8883,19.6742,17.5778,19.7052,21.2623,20.5001,20.5275
G5EDV3,19.9284,20.4853,20.3539,20.5516,20.9582,20.5847,21.2603,20.5144
G5EDY3,21.3609,20.1626,19.9495,19.2871,31.6826,27.299,26.2985,27.9867
G5EDY3,20.5813,17.3259,18.1055,17.5758,20.7547,20.8952,20.6669,21.3839
Q564W1,17.8411,20.3686,19.0009,20.2023,21.2579,20.6971,21.16,20.9204
G5EDY8,17.0624,18.7889,16.3779,18.8295,24.7768,23.3618,24.0984,23.5496
G5EDZ9,20.4158,18.9824,21.21,20.192,21.7936,20.7195,21.2782,21.408
G5EE04,22.8265,22.0499,23.029,21.5507,27.7417,24.7395,26.9901,27.3457
G5EE04,19.5084,18.1844,19.3103,19.2787,21.6375,21.212,20.7717,20.093
Q8I4B4,19.4762,18.1073,19.3722,21.4224,20.9617,20.0535,21.3002,21.3058
G5EE13,23.847,24.4364,26.6312,24.9429,25.4396,25.0055,27.4509,25.4177
G5EE41,20.5581,19.7144,18.8691,21.1579,21.7712,21.0754,20.1635,21.6598
G5EE62,18.0551,19.8148,21.427,19.6122,21.2167,20.643,21.0067,21.3619
G5EE67,21.5263,19.4384,20.711,19.8957,19.8746,20.0441,21.0403,20.0659
G5EE67,19.5509,18.9794,19.3437,18.3549,21.708,21.1344,21.1777,21.3179
G5EE67,25.2944,25.3682,26.4271,25.7558,25.386,26.0018,26.0345,25.2345
G5EE88,19.4161,18.9857,21.5346,20.8401,20.1665,20.2499,21.3301,20.6658
G5EEA8,21.0212,17.7661,18.7605,18.5271,21.9645,20.8519,20.8824,21.3077
G5EEA8,24.9806,25.618,26.4839,25.01,21.5361,20.8566,21.2286,21.0646
G5EEA8,17.4578,18.1571,19.3021,20.2149,20.5319,20.509,20.9275,20.1902
G5EEB6,18.8414,18.3347,20.1832,18.0803,21.2539,21.147,21.2771,21.2197
G5EED5,19.6338,20.0336,20.989,19.6798,27.8124,26.741,27.4234,28.19
G5EED5,22.8227,22.1728,20.4765,21.7187,29.1733,27.6733,26.0849,26.6389
G5EEG4,20.0939,18.4159,17.7358,20.8015,21.7829,20.0556,20.666,21.4141
G5EEP9,24.9492,25.066,24.5951,24.3121,23.9572,24.483,23.0336,25.0558
G5EEP9,20.4935,19.2545,20.7938,20.4575,21.9486,21.2274,20.6148,20.4272
G5EEP9,17.4701,20.1717,18.3366,15.2692,23.3855,22.344,24.1444,22.8304
G5EEP9,23.8133,24.7701,24.6038,24.2832,23.7767,24.9027,22.0169,24.1977
G5EEP9,19.4263,21.1116,21.8048,17.8818,20.3328,21.092,20.6048,20.6981
G5EEI9,18.8726,17.7685,21.0667,18.0139,21.2879,20.0086,21.2342,21.132
G5EEJ7,20.5463,17.6073,18.3188,20.5478,21.714,20.4487,21.1233,20.8272
G5EEK1,23.6241,23.9782,24.5646,24.7024,23.7111,22.1378,21.7231,22.4149
G5EEK1,24.6804,25.2159,26.0113,25.1571,24.3706,25.0122,25.1297,23.9955
G5EEK1,18.9781,19.7719,18.5988,18.9573,25.1958,24.4081,25.0519,23.1549
G5EEK9,24.6492,24.0552,24.44,23.9968,26.9601,25.7509,25.417,25.5225
G5EEK9,18.3548,19.7026,21.1125,17.7542,25.2868,24.741,24.882,24.6137
G5EEK9,19.3351,17.9796,18.1455,18.5698,25.0688,22.8732,22.098,22.8897
G5EEK9,23.2005,24.2298,25.2663,24.7261,26.6409,23.514,23.5485,23.7054
G5EEL9,18.9704,20.1841,21.2593,20.2363,21.2755,20.8898,20.9473,20.9653
G5EEL9,19.6562,20.2038,19.9282,18.3176,20.5592,21.0154,21.3095,20.247
G5EEL9,19.6454,19.3513,18.0739,19.2715,20.5047,20.7474,21.3824,21.0673
G5EEL9,21.2695,18.445,20.5672,18.6714,21.1308,21.0378,21.3442,21.2626
G5EEL9,19.3216,20.7703,17.8723,20.7386,21.9745,19.809,21.0858,21.2784
G5EEN7,19.9399,19.2919,20.6467,20.3305,24.0628,21.5078,24.4668,22.6128
G5EEN7,18.3865,17.0524,19.8193,18.8333,24.0628,21.305,22.0768,20.9577
G5EGR6,19.428,19.6779,19.4019,16.6331,24.398,23.0636,23.6708,24.5406
G5EET8,20.3237,20.1784,20.0286,20.9217,21.7364,21.1325,21.1536,20.6212
G5EET8,16.8522,20.1559,19.256,18.9156,21.9426,21.2051,20.3826,21.2785
G5EET8,22.1631,22.0952,22.8531,23.4843,20.7178,24.9076,25.9117,24.6448
G5EET8,17.6935,18.3918,20.8979,19.657,21.5875,21.0905,20.0856,21.1571
G5EET8,19.9308,18.0295,18.1489,19.4215,21.6221,20.5843,21.3833,19.8581
G5EET8,16.2016,21.4977,19.7973,18.9832,21.6498,21.2514,20.9981,20.2606
G5EET8,24.9526,27.853,25.1012,26.8899,29.7034,26.855,26.1789,28.1525
G5EET8,19.0404,20.1482,22.0017,17.4353,21.1829,21.2636,21.1694,21.3431
G5EEU1,19.5656,17.1251,19.8256,18.6299,21.9498,21.1283,20.5206,20.8423
G5EEU1,20.5106,18.7481,20.7069,20.8844,21.5529,20.4781,20.5081,21.0535
G5EEV5,20.6863,18.077,20.548,19.7331,21.6268,21.0944,20.4427,21.1692
G5EEV9,20.466,21.4937,19.9015,19.9828,25.3493,25.3801,24.7227,25.634
G5EEW9,26.2445,21.4383,25.0119,25.7403,23.2083,29.2145,27.3128,28.1211
G5EGD5,19.2558,18.9876,19.7753,19.7312,26.5472,22.3404,23.6604,24.7786
G5EGD5,21.4848,19.9474,18.5867,20.0298,22.8193,20.4458,21.622,20.8654
G5EGD5,20.9377,20.5006,18.9152,18.9076,21.1302,20.7364,20.4365,21.1784
G5EGD5,20.2077,19.6004,19.6151,20.185,21.5943,20.4929,20.9524,21.4078
G5EF05,27.0384,26.9274,26.5371,26.3412,24.5781,24.7574,24.4399,24.379
G5EF32,19.2487,20.6938,19.345,18.6172,21.6814,20.7161,20.7829,20.8533
G5EF32,23.8989,21.7782,22.906,22.5513,21.9746,21.2596,20.5329,21.1684
G5EF37,19.3012,19.6544,21.5853,18.382,26.3397,25.0248,26.2106,24.8213
G5EF37,20.7147,17.4188,20.0021,18.5774,26.8256,25.0058,26.2924,26.209
G5EF82,17.3548,19.3431,21.1631,17.1264,21.7384,20.2252,21.2326,21.1181
G5EF87,17.913,20.4957,19.1611,19.437,21.3127,19.3194,20.3411,21.2836
G5EFC4,17.7686,20.0914,20.6943,19.1366,21.963,21.0057,21.1435,20.8786
G5EFD7,19.8082,19.3972,20.2882,20.9992,21.7244,20.1662,21.3533,21.1624
G5EFD7,20.1356,20.159,18.1104,21.1455,20.572,20.9974,21.3117,20.2948
G5EFE3,18.522,19.4735,21.9125,19.073,21.5885,19.56,21.3752,21.1401
G5EFF2,19.5844,20.6021,17.9854,18.5057,21.3261,20.9722,20.1799,21.1866
G5EFF2,19.0821,21.2214,20.7398,18.2015,21.9422,20.0364,21.2006,20.9248
G5EFI4,20.0902,18.5816,18.102,20.2124,21.1456,20.1659,21.1155,20.2577
G5EFI4,19.7832,19.7125,20.119,18.2208,21.2508,20.9141,20.8468,20.6401
G5EFK4,20.6355,19.539,21.6127,21.5911,21.8006,20.2048,21.0417,21.1039
G5EFK4,17.31,19.054,20.2096,18.7548,21.0422,21.0762,20.4227,21.374
G5EFM0,22.8963,23.8563,24.9274,23.7301,23.3932,21.1446,22.6807,23.0046
G5EFP2,20.1349,18.7807,18.2477,21.1609,20.8423,19.5614,20.5571,20.7992
G5EFP2,21.3381,19.3319,19.2796,19.9655,21.6771,20.9777,20.2027,21.1289
G5EFP2,19.0848,21.4445,21.1773,19.7902,21.1828,21.1104,21.1181,20.6544
G5EFQ4,19.2983,17.586,22.0686,21.3213,21.1789,19.5096,21.0073,20.9413
G5EFQ4,18.515,18.1266,16.3992,18.9034,20.4293,20.4427,21.37,21.3833
G5EFS0,21.2367,22.5172,23.3759,21.8046,23.2422,24.1496,24.575,24.4985
G5EFS0,22.0242,22.5172,23.3759,21.8046,23.2422,20.8544,20.6134,19.977
G5EFS1,23.3943,23.7059,23.9284,23.3995,24.778,23.9434,24.1544,23.6117
G5EFS1,24.2577,24.6781,24.521,24.3065,23.9305,23.8291,22.9266,22.3883
G5EFS5,20.2219,20.8388,19.4703,21.3705,21.8382,19.4624,21.1358,19.66
G5EFS5,17.7394,19.1688,19.1345,20.6878,21.0866,21.0709,21.1779,21.3911
G5EFS5,20.5902,18.3465,19.5319,16.3,21.9504,20.7019,20.9366,19.2724
G5EFS5,18.1678,17.4622,20.4522,19.5506,21.8918,20.468,20.9383,20.3609
G5EFS5,19.0574,20.3728,19.5875,21.3403,24.0506,23.3593,22.2357,23.4777
G5EFS5,19.6769,20.9373,20.3435,20.4079,21.7155,20.0262,21.3474,20.2153
G5EFV4,17.1946,17.8523,19.6701,18.939,24.3257,23.0942,24.3658,24.8894
G5EFV4,18.0114,20.6077,17.9821,19.262,21.0098,18.8997,21.1168,21.2595
G5EFZ1,18.6411,18.1989,20.4454,16.5677,25.2442,23.947,23.6367,24.9377
G5EFZ2,21.1001,18.6904,21.5445,19.3817,21.611,19.8357,20.6978,21.2827
G5EG03,26.6131,27.9853,26.3576,27.87,22.2365,23.0993,23.2183,24.1763
G5EG03,26.6131,27.9853,26.3576,27.87,22.2365,21.6841,23.267,23.8987
G5EG03,26.584,27.2694,26.7576,26.6304,20.625,21.244,21.2531,21.2201
G5EG11,25.0115,23.9703,25.8308,24.8382,21.477,21.0115,21.3757,20.2087
G5EG39,20.4886,20.803,21.0526,19.3774,21.5995,20.6532,20.9696,21.1686
G5EG58,18.9907,19.5982,19.8204,19.3877,24.0265,24.2433,24.4473,23.3523
G5EG58,20.7344,19.016,16.7633,17.0851,21.7616,20.4889,21.2354,20.3406
G5EG58,20.5097,16.2812,21.4638,19.0853,24.5432,21.2814,23.6199,24.0964
G5EG58,23.2302,23.3734,23.6239,23.7641,24.6772,23.3842,25.4764,24.5279
G5EGA5,24.1069,26.0196,25.1261,25.5333,25.8581,23.5469,22.836,23.7985
G5EGA5,23.902,24.2882,25.3862,24.8222,25.986,21.5306,21.9685,22.3858
G5EGA5,16.6672,17.6703,19.7069,19.3187,24.5035,23.5657,24.3213,24.2294
G5EGA5,20.4628,20.7866,20.1752,17.805,25.5532,24.7549,23.9393,24.2402
G5EGA5,18.7524,18.3649,19.495,17.4493,27.7794,23.703,24.6294,23.9484
G5EGA5,23.4456,21.7075,23.4392,21.9329,24.9442,22.4157,23.7429,24.1207
G5EGA5,19.483,19.8787,18.8084,17.1205,27.6695,25.6306,23.1977,23.3651
G5EGA5,20.0183,19.0103,21.0657,21.0764,26.9211,25.0524,25.0934,24.7583
G5EGB1,19.4658,18.9644,20.8955,18.2714,27.8147,26.2017,24.8112,25.8382
G5EGB1,19.8944,19.1717,18.9556,18.02,26.6961,24.6108,22.2114,21.5464
G5EGB1,19.446,21.7935,18.982,19.3466,21.1709,20.3508,21.0157,20.9914
G5EGB1,20.2247,18.2072,19.6185,20.4282,22.6244,22.7531,25.0819,24.8811
G5EGB1,18.2483,20.6628,19.8441,20.7279,24.7505,21.9117,23.9137,23.019
G5EGB1,20.6565,21.8204,18.3241,18.3699,21.7829,20.6068,21.1482,20.8621
G5EGB1,26.5042,27.1148,27.2658,27.5696,26.2467,24.4761,25.5257,23.5876
G5EGB3,19.7787,19.7579,20.1628,20.0058,22.8018,21.8382,24.8743,23.381
G5EGD4,20.4738,17.8915,20.5031,19.2705,22.8164,21.9898,19.6973,21.2273
G5EGE9,19.0029,21.626,21.7818,20.1875,21.1651,21.163,20.7481,20.1919
G5EGF1,18.5749,18.2485,21.8038,20.4065,21.2168,20.6971,21.3124,19.7636
G5EGJ5,19.1498,19.0498,20.6301,17.955,21.9444,21.1784,20.9662,20.9725
G5EGJ5,20.4229,20.8453,19.235,17.6015,25.7391,26.9873,26.9285,25.6589
G5EGK8,25.8638,25.2458,26.8711,25.5448,24.0054,24.3893,24.8519,22.23
G5EGN2,16.7207,18.1221,20.6404,19.7058,23.3012,22.7479,22.3969,21.8178
G5EGP4,17.9243,18.8949,19.3432,18.1449,25.9099,24.8282,23.8869,24.0333
G5EGP4,15.9995,18.0255,20.8259,19.106,24.7132,24.3377,23.6476,23.5195
G5EGP4,25.4069,24.8794,25.5538,24.9786,24.992,24.1384,22.8722,23.1932
G5EGP4,27.2408,26.8198,28.2025,27.8342,28.4432,25.9829,25.067,22.9162
G5EGP4,20.4987,18.8567,19.8816,20.0623,26.446,26.6151,25.1986,24.8099
G5EGP4,23.58,24.2136,23.5881,23.6195,23.9628,21.5044,22.4734,24.6255
G5EGP4,20.8073,21.5243,16.9788,19.8738,25.2478,23.4862,23.2015,24.3802
G5EGP4,23.2879,21.6064,22.8909,21.8835,23.9482,24.9803,25.2889,25.717
G5EGT4,20.2916,22.2108,22.1839,21.0111,21.8902,20.8381,20.6072,21.3312
G8JXY5,24.0275,24.4293,24.763,23.6835,25.7264,20.6392,22.9296,21.5722
G8JXY9,25.8505,25.657,25.4417,24.5831,24.3444,23.5426,22.3472,23.4198
G8JXY9,19.877,21.3059,16.8483,18.7446,24.9095,24.9015,22.3335,25.4984
G8JXY9,19.5,18.6825,19.5241,19.9623,20.4674,19.7949,20.9351,20.5289
G8JXY9,24.1719,25.0519,24.8789,24.7018,24.5402,24.1828,27.6787,25.5046
G8JY31,22.2861,23.4117,21.601,22.6329,24.1804,22.4184,21.0911,23.2694
G8JY31,19.2001,20.6889,20.6349,16.4827,24.1976,20.6881,19.5291,21.2548
G8JY40,26.6191,25.4722,25.5775,24.6959,22.3166,19.1488,22.3127,21.8318
G8JY63,20.5069,20.4246,19.2508,17.0423,20.9167,20.6551,21.1582,21.2963
G8JY83,25.8652,26.718,26.58,28.1392,25.6889,24.0285,25.2739,25.8952
G8JY83,27.2876,27.7914,27.726,28.268,26.3621,25.066,23.772,24.7312
G8JY83,37.2318,37.588,36.8386,37.903,36.9294,35.1498,34.5973,34.4961
G8JY83,30.5758,22.8113,29.3093,23.1088,34.4174,32.9922,32.4605,32.5338
