Protein IDs;log2 rpn6_01;log2 rpn6_02;log2 rpn6_03;log2 ev_01;log2 ev_02;log2 ev_03; -Log Student's T-test p-value rpn6_ev; Student's T-test q-value rpn6_ev; Student's T-test Difference rpn6_ev;Student's T-test Test statistic rpn6_ev;Sign p-val: 0.05 
Q09511;31,171;31,1997;31,2434;31,2191;30,7846;30,961;0,780332;0,156215;0,216476;1,69237;
Q09531;30,3459;30,9669;30,977;30,579;30,608;30,8677;0,12595;0,845234;0,0784028;0,343875;
Q09533;31,5209;31,9744;31,6386;30,762;30,636;31,2108;1,72134;0,0221193;0,841697;3,80659;+
Q09541;28,3539;27,6168;27,5297;26,828;27,6919;27,6785;0,487859;0,342707;0,434008;1,12059;
Q09543;28,5283;28,8924;28,6498;27,8091;28,9176;29,0482;0,0858242;0,890805;0,0985864;0,241996;
Q09544;26,4738;27,1067;26,6573;25,6461;26,5418;25,5581;1,066;0,0738186;0,830611;2,26816;
Q09545;28,9509;29,4317;29,3289;27,9712;29,1011;29,1843;0,50841;0,326355;0,484943;1,16112;
Q09567;30,4912;30,4273;30,3694;29,7925;29,6529;29,594;3,40017;0,00197297;0,74951;10,9299;+
Q09580;28,7781;28,759;28,7167;25,7864;28,4014;28,5075;0,596066;0,248597;1,18618;1,33271;
Q09591;28,3228;28,5507;28,3969;27,2477;27,8676;28,4062;0,788145;0,153382;0,582983;1,70772;
Q09599;27,149;26,7972;27,1104;26,2657;26,103;26,3669;2,33388;0,0102222;0,773638;5,7155;+
Q09607;27,5939;27,0073;27,6155;24,7355;24,3561;24,4964;3,64358;0,0015873;2,87623;12,6165;+
Q09610;29,8892;30,0536;30,1938;30,5686;31,0912;31,4795;1,64209;0,0246915;-1,00094;-3,598;+
Q09622;27,895;28,1685;28,2706;25,6562;26,3761;26,3924;2,74262;0,004192;1,96978;7,36725;+
Q09659;31,7942;30,8131;30,9184;30,0051;31,5683;29,4679;0,517394;0,319239;0,828166;1,17879;
Q09665;30,9389;30,7035;29,5646;29,9886;31,5236;31,2684;0,340662;0,525083;-0,524554;-0,82369;
Q09936;32,7193;32,5865;32,7395;32,8342;32,908;32,9668;1,64242;0,0247334;-0,221186;-3,59884;+
Q09954;29,1137;29,3659;28,9912;24,3527;24,1967;24,6127;5,08;0;4,76955;29,086;+
Q09958;25,8654;25,6455;26,1997;26,8385;27,1866;27,9588;1,74454;0,0213532;-1,42446;-3,86906;+
Q09979;27,6503;27,6487;27,1053;27,011;26,7663;26,3652;1,34854;0,0416755;0,753963;2,88431;+
Q09991;30,471;31,0256;31,3885;29,5155;29,5972;30,1876;1,60713;0,025;1,19493;3,50831;+
Q09996;27,6666;28,1655;28,0702;24,4648;24,5142;24,6266;4,55138;0;3,43221;21,4196;+
Q09EE7;27,694;28,3626;28,0133;26,7792;28,0675;28,159;0,296329;0,602434;0,354771;0,730733;
Q0G819;28,1801;26,3374;26,0182;26,7695;26,6301;26,8006;0,0571974;0,930256;0,111821;0,165467;
Q10009;26,4231;26,8466;26,7001;28,6752;28,3769;28,6223;3,60181;0,00152672;-1,90158;-12,3104;+
Q10011;27,7037;27,4265;27,7236;27,2104;29,0924;28,9892;0,586637;0,255817;-0,812704;-1,31432;
Q10020;31,5609;31,2423;31,5912;32,4238;32,2985;32,1253;2,3546;0,00944048;-0,817738;-5,79092;+
Q8I4L0;29,446;29,5703;29,4803;29,3481;31,0447;30,8495;0,78602;0,1543;-0,915234;-1,70354;
Q8I711;30,3761;29,635;28,4308;30,0403;29,9872;30,0522;0,408629;0,432237;-0,545949;-0,962565;
Q10043;26,9931;26,8382;27,2862;27,6169;26,4864;27,0065;0,00235774;0,996679;0,00254186;0,00721899;
Q10124;27,0261;26,7679;26,3951;26,2286;26,2325;26,4958;0,944804;0,101685;0,41072;2,01958;
Q10454;34,8018;34,5109;34,6448;33,8239;34,2283;34,1935;1,68031;0,0241474;0,570578;3,69766;+
Q10576;28,6811;23,4935;28,2671;27,086;27,7059;27,8296;0,162578;0,808113;-0,72658;-0,432409;
Q10657;28,7283;28,4694;27,8642;30,3892;29,9375;30,0904;2,46081;0,00796166;-1,78507;-6,19069;+
Q10663;32,377;32,4181;32,4134;30,9752;31,3246;30,7064;2,83748;0,00365517;1,40076;7,80524;+
Q10901;29,81;30,0527;29,7595;29,8492;29,7592;30,2215;0,154039;0,820151;-0,0692202;-0,412103;
Q10905;26,8494;27,9986;27,9912;26,1395;27,2061;26,3023;0,985945;0,0913333;1,06378;2,10312;
Q10943;29,7749;29,2332;29,3077;29,5092;30,0309;29,7065;0,611259;0,239115;-0,310253;-1,36233;
Q11067;27,4371;28,3148;28,5439;26,8877;27,7176;27,8731;0,594931;0,248992;0,605824;1,3305;
Q11101;30,517;30,1254;30,0065;30,1359;30,4646;30,2865;0,165047;0,803739;-0,0793839;-0,438244;
Q11117;28,3052;30,193;30,7547;29,8491;30,8888;31,4844;0,488963;0,341257;-0,989797;-1,12278;
Q11174;26,1961;24,4193;27,2911;29,483;26,976;28,1994;0,952055;0,0999522;-2,25063;-2,03424;
Q11176;27,284;28,6467;27,2566;27,0923;29,3347;29,5801;0,440912;0,394841;-0,939962;-1,02736;
Q11190;25,0341;27,5832;28,6787;26,2628;26,4371;26,9169;0,195981;0,763744;0,55972;0,510126;
Q17334;31,7563;31,5382;31,7141;30,5782;31,2859;31,236;1,25663;0,0498331;0,63618;2,67733;+
Q17335;30,344;29,8251;29,5371;28,5775;29,0859;28,8195;1,74276;0,0213135;1,07442;3,86425;+
Q17348;31,0965;30,6064;31,2204;30,8278;31,4448;31,4087;0,388592;0,45571;-0,252683;-0,922008;
U4PBS3;26,6382;26,8124;25,9383;24,8774;26,4315;26,4578;0,38832;0,456102;0,540712;0,921455;
Q17361;29,9569;30,0472;30,1604;28,7964;29,9165;29,8375;0,667238;0,205407;0,538076;1,47136;
Q17389;26,2512;26,5544;25,768;26,9937;25,9655;26,2246;0,204322;0,751654;-0,203403;-0,529143;
Q17405;28,8977;30,1963;29,6707;27,7557;29,6973;29,6301;0,309146;0,582269;0,56056;0,757838;
Q17413;25,92;26,0525;26,3067;23,9759;24,648;24,2446;2,87487;0,00316157;1,8036;7,98415;+
Q17426;27,8738;27,5779;27,796;25,8299;27,3481;27,5213;0,712727;0,182113;0,849461;1,56005;
Q17431;25,3167;26,441;25,8011;25,9023;25,8875;26,0502;0,1022;0,870577;-0,0937201;-0,284268;
Q17432;27,2095;26,6671;26,93;28,6332;27,1035;26,6347;0,346947;0,517261;-0,521595;-0,836702;
Q9U3L9;25,3048;25,6701;25,9041;25,9042;25,3996;26,216;0,293218;0,606753;-0,213573;-0,724122;
Q17435;26,8609;26,7563;26,7168;26,4141;26,6581;26,6354;1,10439;0,0688331;0,208808;2,34862;
Q17438;25,6727;26,0146;26,1324;25,5079;26,8561;26,1241;0,208701;0,745702;-0,222809;-0,53907;
Q17439;27,0585;28,6783;28,7379;29,0749;28,8556;28,9399;0,652137;0,214273;-0,798607;-1,44195;
Q17446;26,8852;26,3719;26,9114;25,8696;26,2076;26,0157;1,58073;0,0264992;0,691868;3,44148;+
W6RTE8;27,1758;25,7603;26,4005;26,563;27,0833;26,9748;0,415172;0,423709;-0,42819;-0,975748;
Q17457;28,7317;28,8318;29,0231;26,3306;28,5603;28,808;0,535703;0,303009;0,962561;1,21473;
Q17473;30,848;30,8522;30,8317;28,5832;30,6136;30,3937;0,694305;0,189124;0,9805;1,52411;
Q17475;30,5172;29,4976;29,8656;28,8211;29,0238;29,1803;1,40489;0,0380282;0,951763;3,01478;+
Q17489;31,7487;31,2224;31,6709;31,5956;30,7813;26,8045;0,539569;0,299627;1,82021;1,22231;
Q17490;32,4781;32,5025;32,5217;31,5742;32,035;31,7413;2,21637;0,011262;0,717286;5,30269;+
Q17499;28,2633;27,885;27,8003;26,1495;26,084;27,0623;1,95842;0,0151692;1,55098;4,47823;+
Q17512;30,9672;30,8015;31,2046;30,1109;30,0169;30,2918;2,40815;0,00855927;0,851231;5,98971;+
Q17543;27,6584;27,4965;27,1298;26,7076;27,4338;27,3999;0,364887;0,48805;0,247779;0,873631;
Q17557;26,5473;26,4441;26,3369;26,9677;28,188;27,3802;1,37337;0,0410546;-1,06922;-2,94144;+
Q17558;27,5862;27,3348;27,7028;25,6618;27,5398;27,1915;0,562325;0,278464;0,743556;1,26684;
Q17561;29,0063;28,9452;28,8083;28,5461;28,1426;28,2332;1,97255;0,0150306;0,612646;4,52072;+
Q17569;27,5865;27,5426;26,9951;24,2503;24,6213;24,5811;3,6849;0,00162602;2,89054;12,9265;+
Q17572;29,6122;29,7177;29,5124;31,3069;31,3967;30,4833;2,08895;0,0129383;-1,44819;-4,88214;+
Q17603;27,2947;26,531;27,692;26,8022;27,3762;27,1538;0,0562475;0,930044;0,0618;0,162865;
Q17624;30,117;30,5508;30,331;30,6536;28,7304;30,4845;0,236185;0,703889;0,376806;0,600536;
Q9XW38;28,6589;28,8068;29,5935;27,9245;27,5321;26,7288;1,6284;0,0249447;1,62461;3,5627;+
Q17686;28,4132;24,8534;23,7894;30,9341;29,7616;29,3397;1,36788;0,0410746;-4,32642;-2,92875;+
Q17688;26,733;26,9961;27,0729;24,3601;24,3706;24,4591;4,71757;0;2,53745;23,5849;+
Q17698;33,1086;33,5711;33,5839;33,4141;33,202;33,3592;0,222023;0,726865;0,0960337;0,569038;
Q17703;25,7614;25,5249;25,5642;24,5794;24,6543;24,6062;3,71228;0,00163934;1,00352;13,1359;+
Q17740;28,9925;29,3232;28,8972;27,4431;28,4292;28,3414;1,37106;0,0410736;0,999739;2,93611;+
Q17761;30,427;30,3589;30,1731;28,443;29,8814;29,8701;0,888041;0,119884;0,921519;1,90555;
Q17763;33,4966;33,5245;33,3542;31,974;32,7413;32,4939;1,98077;0,0152301;1,05538;4,54557;+
Q17780;24,0908;24,1217;23,8852;25,9678;26,2172;24,6543;1,4922;0,0326354;-1,5805;-3,22277;+
Q17819;28,3528;28,4462;28,6884;28,05;27,8357;27,8673;2,06544;0,0130909;0,578117;4,80747;+
Q17827;30,9467;30,6486;30,9165;30,6985;30,3262;29,8926;0,991286;0,0895181;0,531473;2,11402;
Q17832;33,1621;33,2275;33,6559;32,9961;33,0474;33,2196;0,704168;0,185391;0,260766;1,54335;
Q86GU1;34,2224;34,4114;34,4941;32,7538;33,4514;33,7691;1,55879;0,0277405;1,05124;3,38649;+
Q17868;24,1381;24,0025;24,1675;26,0494;27,3551;27,5326;2,44107;0,00781191;-2,87632;-6,11469;+
Q17886;26,7461;27,5678;27,1274;29,4213;26,9581;26,0894;0,121909;0,848121;-0,34245;-0,333866;
Q17899;27,9345;27,5883;27,5845;24,5763;24,3832;24,4369;4,81766;0;3,23694;24,9918;+
Q17935;31,1156;30,9681;30,9544;30,3912;30,5027;30,5906;2,58585;0,00675812;0,517896;6,69094;+
Q17941;34,0275;34,2229;34,1354;34,1011;34,072;34,1801;0,0577681;0,93004;0,0108681;0,167029;
Q17963;26,8127;26,3859;26,1666;26,2296;26,6811;26,7462;0,144513;0,826362;-0,0972099;-0,389219;
Q17964;26,0699;26,5099;26,5529;24,4969;24,5766;24,3679;3,47684;0,00211594;1,89706;11,4365;+
Q17967;32,5809;32,2078;32,1192;31,9944;32,4406;32,4685;0,00229908;0,996187;0,00146993;0,00703984;
Q17993;27,3543;27,7643;26,8604;24,5169;24,5209;24,4605;3,37822;0,00193377;2,82689;10,7888;+
Q18012;30,1874;30,587;30,3826;30,4239;29,7314;29,8203;0,732787;0,1735;0,393796;1,59923;
Q18025;27,2578;27,1438;27,3632;25,8838;26,5923;27,2676;0,766617;0,160285;0,673697;1,66545;
Q18026;28,8503;28,9326;28,9666;29,6585;30,4412;30,4017;2,08443;0,0131471;-1,2506;-4,86771;+
Q18032;27,9891;28,5751;28,0747;29,4905;29,5204;29,5193;2,67929;0,00527132;-1,29705;-7,08718;+
Q18034;32,2367;32,662;32,7025;27,3678;26,8608;27,5085;4,55236;0;5,28802;21,4318;+
Q18035;28,0718;27,9571;27,8851;25,5497;26,7499;26,7668;1,78314;0,0189847;1,61584;3,97453;+
Q18036;29,4341;28,9677;28,8942;27,0855;28,1256;28,1604;1,54214;0,0287547;1,3082;3,34512;+
Q18066;33,4418;33,7997;33,9199;33,6731;33,1424;33,6756;0,416968;0,421793;0,223436;0,979361;
Q18074;30,6487;30,5078;30,352;29,5026;28,596;29,1492;2,16198;0,0111214;1,42018;5,11986;+
Q18081;25,6526;27,8055;26,2713;26,2969;26,0558;25,4101;0,400715;0,441552;0,655537;0,94658;
Q18100;31,2007;30,8874;31,422;30,3268;30,9814;30,9978;0,675007;0,199611;0,401357;1,4865;
Q18115;27,0435;27,1508;27,6197;28,3615;28,965;28,8643;2,32207;0,0103699;-1,45897;-5,67287;+
Q18120;30,65;30,606;29,97;30,4301;30,2162;29,9321;0,33954;0,526379;0,215876;0,821364;
Q18136;29,8318;29,3489;29,9473;27,4204;29,6147;29,8129;0,409439;0,431951;0,759993;0,964199;
Q18143;29,2166;29,5689;29,0976;29,9779;30,0259;29,9049;2,00888;0,0147027;-0,675194;-4,63131;+
Q18164;28,53;26,6891;26,6571;28,8218;27,8902;27,4473;0,441638;0,394132;-0,761087;-1,02881;
Q18196;26,3053;26,2438;26,3143;25,8459;25,4726;26,072;1,30586;0,0455401;0,490987;2,78733;+
Q18211;30,7847;30,9871;30,928;29,0891;29,3477;29,5324;3,42799;0,002;1,57685;11,1112;+
Q18212;28,7691;29,7316;28,3209;28,118;26,8302;27,047;1,30861;0,0455772;1,60876;2,79353;+
Q7JMA9;30,2183;30,1436;30,1451;28,4398;29,6021;29,518;1,23039;0,0528245;0,982341;2,61947;
Q18246;27,8466;27,639;28,3605;27,8637;28,5385;27,6603;0,0741871;0,908181;-0,0721003;-0,211314;
Q18253;28,9455;28,1063;28,6311;28,7327;29,0805;29,2986;0,740375;0,17017;-0,476283;-1,61406;
Q18359;29,1943;29,4219;28,9704;30,8875;30,0089;30,1497;1,72562;0,0217382;-1,15318;-3,81806;+
Q18406;25,1496;25,0167;25,0255;23,7983;24,6697;25,6199;0,280586;0,62512;0,367926;0,697155;
Q18421;28,3783;27,5495;28,2162;28,0445;27,4109;27,3814;0,582974;0,259891;0,435713;1,30717;
Q18444;24,1476;24,0797;23,8973;28,1112;26,451;28,5422;2,33021;0,0101628;-3,65995;-5,70224;+
Q18453;26,398;26,3772;26,7349;26,775;26,5609;26,6311;0,504968;0,329256;-0,152298;-1,15434;
Q18490;29,1529;27,8658;27,5739;25,9972;26,6139;26,3137;1,66456;0,0239792;1,88928;3,65639;+
Q65ZB8;27,7288;26,604;25,8883;24,5145;24,5743;24,6047;1,81293;0,0184784;2,17587;4,0572;+
Q18508;29,1691;29,2041;29,392;29,61;29,8241;29,7796;2,14907;0,0119794;-0,482823;-5,07719;+
Q18529;30,6719;30,9166;30,911;31,4766;31,5152;31,4889;2,90048;0,00320354;-0,660433;-8,10881;+
Q18546;26,0016;25,948;26,1261;27,7146;27,2346;26,9451;2,27973;0,0106067;-1,27286;-5,52216;+
Q18547;23,915;25,0981;25,1087;25,1794;25,6877;25,7251;0,885065;0,120838;-0,823445;-1,89961;
Q18550;27,9891;28,2201;28,8176;28,0983;27,8806;28,6799;0,131472;0,840117;0,122718;0,357472;
Q18577;33,0396;33,1757;33,3932;34,6759;33,6372;33,9223;1,25862;0,04946;-0,875669;-2,68173;+
Q18594;28,0089;28,4151;28,6624;28,8889;29,5305;29,7634;1,47878;0,0333612;-1,03216;-3,19031;+
Q18625;30,0827;30,8806;28,4808;31,4289;30,4385;30,0667;0,436859;0,399049;-0,83001;-1,01925;
Q18655;29,0721;29,1129;29,2299;27,9362;27,9146;28,2947;2,93018;0,00288584;1,08979;8,25565;+
Q18678;31,8956;32,2957;32,4921;32,1278;31,9324;32,528;0,0436254;0,944231;0,0317141;0,127861;
Q18680;31,9167;32,1065;31,331;31,8433;31,8926;31,9892;0,200818;0,75513;-0,123673;-0,521172;
Q18685;27,6796;25,2091;25,0315;27,5333;26,1654;27,8411;0,532884;0,305417;-1,20654;-1,2092;
Q18688;33,6965;33,6431;33,6107;33,1556;33,897;33,5977;0,174885;0,790982;0,10002;0,461349;
Q18691;25,8499;26,4015;25,8886;25,3226;25,3904;25,4641;1,63789;0,0248176;0,654296;3,58715;+
Q18705;28,3043;28,9271;29,1214;27,1155;26,9836;26,9439;2,66547;0,00519084;1,76993;7,02731;+
Q18787;29,7066;30,0931;29,9329;29,252;29,5294;30,5772;0,107479;0,865953;0,124673;0,297683;
Q18799;23,8832;23,9055;24,1052;27,9584;25,9911;25,9325;1,78411;0,019021;-2,6627;-3,97721;+
Q18803;30,9897;31,3933;31,384;29,9665;30,7895;30,8939;1,02894;0,0816501;0,7057;2,19133;
Q18806;28,4257;28,8037;28,6225;25,7398;27,75;26,8499;1,44376;0,0354228;1,83746;3,10646;+
Q18823;32,212;32,0576;31,9149;31,5853;31,5731;31,5084;2,32453;0,0104;0,505883;5,68173;+
Q18825;28,4267;28,7058;29,6056;28,0064;28,8683;29,2688;0,142679;0,82866;0,198165;0,384783;
Q18864;28,0466;28,4682;27,8308;24,4935;24,5065;23,9041;3,81763;0,000990826;3,81379;13,9725;+
Q18869;24,1185;24,0978;24,1635;30,1841;30,4231;30,0558;6,20711;0;-6,09443;-55,7291;+
Q18885;30,6122;30,651;30,78;31,7053;32,0273;31,9358;3,43343;0,00201379;-1,20842;-11,147;+
Q18886;31,2838;31,4316;31,4376;31,9182;31,4962;31,6907;1,13138;0,0649224;-0,31735;-2,40573;
Q18909;28,4697;29,265;28,6939;29,0797;28,1353;28,4867;0,266555;0,648809;0,242311;0,666947;
Q18926;27,3051;26,8544;27,8347;27,0391;27,8832;27,5109;0,145332;0,826344;-0,146322;-0,391195;
Q18943;29,8209;29,7865;29,5651;25,1659;25,5664;26,0495;3,98708;0,00114894;4,13025;15,4273;+
Q18947;26,6729;26,5307;25,6523;26,7514;27,2887;27,8404;1,0575;0,076086;-1,00818;-2,25048;
Q18949;28,8512;28,8157;28,7765;24,4447;24,3526;24,4847;7,19148;0;4,3871;98,2503;+
Q18983;27,1997;26,3553;27,1571;25,9064;26,6157;25,9593;0,975879;0,0933374;0,743558;2,0826;
Q19004;24,137;23,974;24,093;24,0976;25,0035;25,5549;0,891054;0,11839;-0,817364;-1,91157;
Q19007;33,581;33,4855;33,5109;32,7784;33,2825;33,4334;0,837263;0,133774;0,361039;1,8046;
Q19020;26,9154;28,3473;28,1749;28,7801;28,5959;28,985;0,982029;0,0916148;-0,974464;-2,09513;
Q19052;29,7397;28,9997;29,7919;29,9354;28,1614;28,4118;0,479654;0,351142;0,674233;1,10437;
Q19056;26,1092;26,0886;25,2244;24,3981;24,6624;24,6099;1,83999;0,0176079;1,25059;4,13334;+
Q19063;34,8811;34,8015;35,1667;34,6847;34,4535;34,5858;1,35346;0,0416213;0,375093;2,89557;+
Q19064;32,5903;32,8291;32,7332;33,5215;33,2609;33,7885;2,06826;0,0131538;-0,80609;-4,81636;+
Q19087;29,9393;29,8838;30,2573;31,4725;29,927;30,2555;0,469352;0,363046;-0,524913;-1,08396;
Q19088;29,1651;29,1497;29,1218;27,6963;28,0891;28,2919;2,51114;0,00745875;1,11979;6,38807;+
Q19093;27,2036;27,151;26,5899;24,5873;24,502;24,643;3,556;0,00148148;2,40407;11,9829;+
U4PBB2;26,6872;26,7665;27,0442;27,7544;26,0919;25,736;0,184371;0,780735;0,30521;0,483407;
Q19126;31,8957;32,0238;32,1521;30,6319;31,1024;30,7945;2,78112;0,00391803;1,18092;7,54232;+
Q8T3E5;24,1266;23,9842;24,1643;28,2823;27,5047;27,923;4,10035;0,0013012;-3,8116;-16,4808;+
Q19253;27,8392;27,4146;27,7656;26,4295;25,2423;24,6816;1,85624;0,0170982;2,222;4,1795;+
Q19257;29,8025;22,781;29,1727;29,0626;29,8356;29,8575;0,443861;0,391218;-2,33315;-1,03324;
Q19266;27,0718;26,3634;26,3762;25,4825;26,501;26,5106;0,458027;0,375181;0,43912;1,06147;
Q19288;26,6422;26,2773;26,2117;26,1813;27,2496;27,3647;0,624207;0,232715;-0,554804;-1,38755;
Q19289;35,4306;35,6277;35,7415;35,6829;35,5358;35,6286;0,0544124;0,931727;-0,0158526;-0,157825;
Q19293;27,4761;27,5722;27,9946;27,0472;27,6206;27,8999;0,205957;0,749828;0,158397;0,532855;
Q19296;31,2308;31,7573;31,713;29,2229;31,3924;24,4327;0,712591;0,182063;3,2177;1,55978;
Q19317;25,4452;24,7382;24,3199;25,0807;25,5375;25,8375;0,756847;0,164115;-0,65077;-1,64631;
Q19324;27,5609;27,7672;27,8404;29,7365;29,1731;29,2316;2,95793;0,00194393;-1,65754;-8,39495;+
Q19326;28,7883;28,6443;28,7328;29,1784;29,0773;29,2666;2,55473;0,00676289;-0,452267;-6,56331;+
Q19328;28,1827;28,935;29,3516;28,751;29,2126;29,4382;0,320687;0,561446;-0,310778;-0,782077;
Q19339;26,8782;27,3177;28,1039;24,9904;28,0616;27,5831;0,21109;0,741829;0,554919;0,544469;
Q19341;29,1716;30,5797;29,7791;28,5492;28,6651;28,8064;1,32152;0,0439896;1,16991;2,82273;+
Q19375;28,327;28,5321;28,2455;27,586;28,1765;28,4325;0,500358;0,33289;0,303177;1,14526;
Q19403;25,8362;24,9435;25,3165;25,2861;24,6894;25,8642;0,0700924;0,913756;0,0854969;0,200383;
Q19416;26,444;27,3469;26,1546;25,517;26,0622;25,8765;0,989975;0,0900992;0,829959;2,11134;
Q19437;30,8098;31,3006;30,9928;31,5602;30,3368;30,8561;0,110445;0,862345;0,11668;0,305177;
Q19459;28,1099;27,958;29,2507;24,7957;29,2901;26,4742;0,50535;0,329279;1,58617;1,1551;
Q19478;30,447;31,0308;30,9575;31,7505;31,6241;31,8389;2,0554;0,0133238;-0,926046;-4,77582;+
Q19519;25,7309;26,1466;26,0434;24,5162;25,3608;24,8178;1,74981;0,0206927;1,07538;3,88336;+
Q19520;23,4103;25,0399;25,3432;24,5516;23,9125;24,9615;0,063286;0,923628;0,122577;0,182048;
Q19527;32,2509;32,6319;32,2602;33,0057;32,9066;33,1637;1,9353;0,0158232;-0,644329;-4,40934;+
Q2XN01;30,0338;30,1437;29,7727;28,1044;30,7866;30,375;0,0970535;0,876412;0,22804;0,271091;
Q19537;29,1078;28,9344;29,3393;28,5056;29,0468;28,9712;0,624848;0,232535;0,285954;1,3888;
Q19554;26,9459;26,2271;26,432;26,7086;26,7208;27,087;0,54298;0,296028;-0,303847;-1,22899;
Q19581;29,2943;28,746;29,1039;26,7323;27,5593;27,5811;2,25968;0,0107253;1,75718;5,45194;+
Q19626;31,3113;33,079;32,8391;32,9149;32,7575;31,7692;0,0363499;0,954499;-0,0707792;-0,107312;
Q19643;25,9446;27,3441;26,976;26,3797;26,5902;26,3464;0,301944;0,594151;0,316167;0,742632;
Q19660;26,2624;28,4258;28,3353;27,9897;25,9452;26,0877;0,444893;0,389786;1,0003;1,0353;
Q19663;28,0829;28,966;29,084;26,2718;27,9984;28,2225;0,810652;0,144444;1,21336;1,75203;
Q19683;27,173;23,8348;26,7551;24,5567;24,5415;24,517;0,587816;0,254918;1,38257;1,31662;
Q19694;25,4834;25,3431;25,6884;24,3289;24,4414;23,8134;2,41551;0,00863804;1,31043;6,01746;+
Q19706;30,8325;30,7364;30,7675;29,3122;30,044;30,2133;1,53128;0,0302174;0,922319;3,3183;+
Q19713;26,7333;26,9973;27,1705;27,9282;27,2186;27,3802;1,01962;0,0833109;-0,541969;-2,17213;
Q19720;27,7275;26,2901;27,0493;25,9657;28,1411;27,7903;0,128197;0,842937;-0,276695;-0,34942;
Q19722;30,8431;29,8472;30,0161;29,3827;30,0583;30,1383;0,408985;0,431994;0,375697;0,963283;
Q19746;29,5798;29,3317;29,4949;30,1298;29,878;29,9063;2,01763;0,0149382;-0,50259;-4,65823;+
Q19749;31,3937;31,7889;31,7468;32,2451;31,3407;32,3393;0,412345;0,428779;-0,331866;-0,970056;
Q19752;27,2385;28,091;27,8358;26,9471;27,8731;27,8633;0,150629;0,825152;0,160603;0,403941;
Q19753;29,266;29,4855;29,3939;26,9848;27,0687;27,1786;4,96153;0;2,30441;27,1607;+
Q19775;27,7126;27,7284;27,7224;26,8066;27,7421;27,8001;0,35012;0,512175;0,271506;0,843254;
Q19813;24,0671;24,115;24,1319;27,0966;25,9813;25,9792;2,41945;0,0083839;-2,24773;-6,03235;+
Q19818;29,4386;29,789;29,9935;26,9865;28,0737;28,5832;1,69394;0,0234458;1,85922;3,73362;+
Q65ZK0;28,2595;27,0648;27,2986;25,6491;26,1627;26,7147;1,33698;0,0424611;1,36549;2,85789;+
Q19826;23,7978;23,9923;23,9403;28,5639;28,5358;28,4412;6,52064;0;-4,60348;-66,7629;+
Q19832;27,9332;28,8357;29,1619;27,9169;28,1919;28,5385;0,450139;0,383973;0,427853;1,04576;
Q19848;26,4541;26,1646;26,4799;26,5679;26,4246;26,603;0,651981;0,214007;-0,165597;-1,44165;
Q19853;29,2438;29,3806;29,3957;29,9341;30,3138;30,2348;2,55114;0,00671672;-0,820857;-6,5487;+
Q19869;31,5935;31,7197;31,7865;30,0208;30,4038;30,3193;3,44691;0,00204196;1,45197;11,2361;+
Q19876;23,8493;24,1132;23,9075;27,5798;27,1441;27,8162;4,12679;0,00135;-3,55671;-16,7367;+
Q19877;31,8334;31,6673;31,4441;31,1469;31,2961;31,1142;1,67109;0,0238958;0,462506;3,67348;+
Q19905;26,615;26,7181;28,518;24,3246;24,5517;24,5254;1,97496;0,0150965;2,81647;4,528;+
Q19952;28,6786;28,526;28,6933;29,6419;28,6401;28,5225;0,349175;0,5136;-0,302163;-0,841303;
Q19959;25,6034;25,2464;25,903;24,3593;24,6241;24,2207;2,2124;0,0112021;1,18289;5,28917;+
Q19973;28,9044;28,9581;28,6939;27,1182;29,7427;29,5956;0,0128485;0,982992;0,0332502;0,0388807;
Q19978;30,7946;31,0435;29,0426;27,055;27,2194;27,8925;1,88878;0,016595;2,90458;4,27306;+
Q19989;26,2823;26,0772;25,4411;26,1509;25,4687;25,7664;0,161743;0,809124;0,138231;0,430431;
Q1NZ34;24,3714;25,3656;26,159;26,1166;26,3362;26,7248;0,935316;0,105266;-1,09388;-2,00042;
Q1XFY2;25,9997;26,3067;26,6572;26,5858;25,9766;26,285;0,0514224;0,935162;0,0387204;0,149578;
Q1ZXU2;27,9552;26,6557;26,4332;27,2156;25,2431;26,0807;0,489499;0,341014;0,834939;1,12383;
Q20007;27,7165;25,1737;27,7464;27,1803;25,6717;26,4998;0,168846;0,798466;0,428281;0,447194;
Q20014;26,7943;26,5745;26,7726;26,831;26,5251;28,3687;0,386808;0,457444;-0,527789;-0,918382;
Q20033;25,0235;25,5076;25,6887;26,8431;26,2118;26,8032;1,88385;0,0165267;-1,21276;-4,25879;+
Q20049;28,7353;27,9063;29,4414;29,5189;28,5627;28,5054;0,110054;0,862586;-0,167958;-0,304192;
Q20051;28,7975;26,5917;28,0105;29,0481;28,2313;28,6213;0,534916;0,303683;-0,833654;-1,21319;
Q20060;29,2889;28,9006;28,6494;25,9578;28,9989;28,0542;0,625711;0,232145;1,27601;1,39048;
Q20062;29,3902;29,0726;28,7921;30,8123;30,2338;30,7012;2,42406;0,00840994;-1,49747;-6,04985;+
Q20121;29,917;30,2265;28,3549;28,5545;29,3451;29,4823;0,224639;0,721287;0,37217;0,574884;
Q20122;28,5254;27,1514;27,8712;26,6761;26,8406;26,8948;1,22123;0,0537762;1,04553;2,5994;
Q20140;30,5337;29,8307;30,322;29,956;29,0402;29,5699;0,981956;0,0916479;0,706788;2,09498;
Q20164;28,2009;28,1615;28,139;28,3072;28,225;28,347;1,45499;0,0351404;-0,125928;-3,13322;+
