ProteinAccessions;log2 N2_d10_01;log2 N2_d10_02;log2 N2_d10_03;log2 N2_d10_04;log2 N2_d5_01;log2 N2_d5_02;log2 N2_d5_03;log2 N2_d5_04; -Log Student's T-test p-value N2_d10_N2_d5;Student's T-test q-value N2_d10_N2_d5; Student's T-test Difference N2_d10_N2_d5;Student's T-test Test statistic N2_d10_N2_d5;Sign p-val: 0.05 
Q965R9;16,762;15,9813;16,0569;16,8936;15,5644;15,8517;15,5108;15,7534;1,63636;0,00311316;0,75339;3,02988;+
Q965S0;13,7751;13,5208;14,4859;14,5698;11,428;11,1553;11,1272;11,6995;4,07277;0;2,73541;9,35556;+
Q965S2;13,9112;14,3471;13,9132;14,8745;11,6596;13,1888;12,9327;12,8158;2,11957;0,000693027;1,6123;3,94359;+
Q965S3;14,1072;13,9591;13,452;15,098;13,3974;12,8911;13,6521;13,7045;0,972487;0,0241194;0,742796;1,89749;+
Q965S8;17,0267;16,5318;17,1271;18,2386;15,709;16,0931;16,0677;16,2983;1,68959;0,00271696;1,18901;3,12568;+
Q965T2;16,5369;16,9693;16,877;16,936;15,9522;16,0349;16,0674;16,4813;2,38789;0,00040462;0,695847;4,50235;+
Q965T4;16,7845;16,8653;16,5206;17,9427;15,1421;15,3779;15,2473;15,2602;2,8532;0,000144216;1,77139;5,58337;+
Q965V4;16,1547;17,3836;16,8889;17,3045;14,3966;14,707;14,8045;14,7296;3,59979;0;2,27354;7,70037;+
Q965V9;14,1962;14,314;14,4703;14,6915;14,9558;16,1478;15,9791;15,3871;2,18371;0,000662212;-1,19944;-4,07339;+
Q965W3;15,936;15,5788;16,2979;15,6552;16,4637;16,1619;15,9361;16,1864;0,816184;0,0391576;-0,320057;-1,63725;+
Q965W4;18,196;18,1236;16,042;18,607;15,7165;15,3187;15,764;15,2857;2,02771;0,00101709;2,22093;3,76151;+
Q965X9;17,057;16,6854;17,7165;17,4915;14,0142;14,1232;11,8209;13,841;3,16212;5,92E-05;3,78778;6,39511;+
Q965Y1;16,4507;16,9964;16,8472;17,4046;16,1014;16,1721;16,1048;16,1959;2,11524;0,000692032;0,781178;3,93491;+
Q965Z4;14,4115;14,1532;13,7165;15,1737;15,047;14,5528;14,5848;14,8328;0,55706;0,0899676;-0,3906;-1,19467;
Q966A5;16,9676;16,1733;15,8862;17,9635;13,9297;13,4291;13,4657;14,3153;2,9394;0,000134666;2,96272;5,80164;+
Q966C6;20,0814;20,3173;19,9571;20,8131;19,9743;20,1683;19,9423;19,9744;0,684714;0,0589654;0,277393;1,41549;
Q966C7;18,5447;18,4387;18,4404;18,7412;17,8501;17,9643;18,1952;18,3024;1,98881;0,00119697;0,463283;3,68569;+
Q966E7;15,215;15,0403;15,5761;16,3965;14,8013;13,9747;13,8395;13,6962;2,04341;0,000838936;1,47906;3,79232;+
Q966F6;14,4239;13,5831;14,3813;14,7708;13,4163;13,3687;13,1986;13,7997;1,61909;0,00333598;0,843989;2,99902;+
Q966I7;20,2622;19,7476;17,7957;17,4675;18,4338;16,0371;17,0685;15,8793;1,12634;0,0155156;1,96359;2,15336;+
Q966I8;18,6146;18,1246;17,9993;18,733;17,2634;18,129;17,7769;17,5046;1,45016;0,00578947;0,699425;2,70228;+
Q966J6;18,3696;18,546;18,1632;19,7012;15,9327;15,4303;15,6136;14,9819;3,71046;0;3,20539;8,06312;+
Q966L1;16,507;16,3984;15,5578;15,6515;13,4328;13,5003;13,2433;13,6626;4,19428;0;2,56892;9,82816;+
Q966L4;14,4041;14,1312;14,4;15,1658;13,4562;12,4155;11,6476;13,967;1,57573;0,00379586;1,6537;2,92198;+
Q966L5;16,2072;16,0582;16,6607;17,2376;14,7044;14,5817;14,7494;15,0041;3,15236;5,89E-05;1,78102;6,36818;+
Q966L9;14,1934;14,2194;13,7939;15,1406;14,0974;13,4408;12,422;14,2992;0,742863;0,0492495;0,771996;1,51409;+
Q966M6;13,4729;14,2143;13,9418;14,7858;10,8508;14,5287;14,2812;14,4486;0,251707;0,281362;0,576387;0,616625;
Q966P8;16,6703;17,3335;18,3109;17,2803;14,5433;14,6529;14,7538;13,7515;3,46189;0;2,97336;7,26765;+
Q967F1;17,209;17,1129;16,9347;16,4248;16,1189;15,648;14,3177;15,5729;1,92452;0,00147454;1,50597;3,56202;+
Q967F4;16,4427;15,5353;15,8915;16,6681;14,5908;13,9756;14,5912;15,1606;2,33888;0,000459196;1,55484;4,3971;+
Q9BHK7;14,0875;14,003;13,629;15,0516;13,6477;15,4898;13,7396;13,5912;0,0482047;0,776717;0,0757244;0,137752;
Q9BI47;14,2146;14,3524;13,4404;15,0902;11,4187;11,2033;11,0086;11,7075;3,67689;0;2,93988;7,9516;+
Q9BI71;17,1798;16,7797;17,5036;17,5023;16,2927;16,0753;15,8066;16,5774;2,36018;0,000437795;1,05338;4,44266;+
Q9BI86;14,0126;14,2327;13,8029;14,8129;13,3551;13,0248;12,9835;13,8598;1,65255;0,00298184;0,909475;3,05891;+
Q9BI88;16,1544;16,1115;16,4046;16,1585;14,294;14,6564;15,0909;14,8688;3,72789;0;1,47973;8,12155;+
Q9BI89;13,8428;13,7329;14,0075;14,9677;11,4173;11,1101;11,0798;11,6373;3,99369;0;2,82663;9,05901;+
Q9BIB3;14,0118;14,3567;14,1887;15,1032;14,1746;13,3011;13,327;14,134;1,03121;0,0203014;0,680946;1,99503;+
Q9BIB7;18,3321;17,9951;17,838;18,5375;16,5163;16,2383;16,1283;16,5508;4,13245;0;1,81721;9,5851;+
Q9BIB8;15,9633;16,4649;16,5547;17,4208;15,266;15,1316;15,3554;15,5929;2,13659;0,000672938;1,26445;3,97782;+
Q9BIC3;18,9082;18,7168;18,6589;19,1079;18,0304;17,6811;17,6262;17,927;3,48768;0;1,0318;7,34703;+
Q9BIC4;16,5182;16,7462;18,2452;17,4725;14,2432;13,6299;12,6961;15,8602;2,18126;0,000660496;3,13813;4,0684;+
Q9BKP7;14,359;13,6706;14,1128;14,9567;12,8469;12,8114;13,8549;12,6346;1,73743;0,00241672;1,23783;3,21269;+
Q9BKP8;17,4291;17,4336;18,1775;17,1824;18,3295;18,0619;18,5209;18,9521;1,72444;0,00253342;-0,910435;-3,18897;+
Q9BKQ2;14,2494;13,898;14,359;14,7176;15,8344;15,1603;16,0016;16,3401;2,65072;0,000287783;-1,52808;-5,09378;+
Q9BKQ5;14,3174;13,155;14,3689;15,1279;10,7008;11,446;9,73049;11,4767;2,97257;0,000137931;3,40381;5,8873;+
Q9BKQ7;16,8071;16,29;14,6977;18,2157;15,4385;14,9443;14,2652;15,7467;0,893338;0,0311396;1,40391;1,76595;+
Q9BKQ9;13,746;14,007;14,4192;14,8965;17,2243;17,2109;16,2706;16,9268;3,64714;0;-2,64096;-7,85385;+
Q9BKR0;14,2378;13,8875;14,1815;14,5479;12,3281;13,7445;13,2189;12,6952;1,94788;0,00136774;1,21697;3,60673;+
Q9BKR2;14,4101;14,4196;14,3163;14,7427;12,085;13,6922;13,0218;12,5078;2,42751;0,000391711;1,64545;4,58855;+
Q9BKR3;14,2982;14,0401;14,1215;14,9532;11,9055;11,1743;11,1911;11,7331;4,29067;0;2,85223;10,2181;+
Q9BKR5;15,1243;14,3539;17,517;17,095;15,1044;13,7266;14,0604;15,1697;0,903366;0,0300578;1,50728;1,78263;+
Q9BKR9;16,3514;16,0854;16,6512;16,7425;15,0829;14,9314;15,3016;15,5162;3,14658;5,87E-05;1,24962;6,35225;+
Q9BKS1;16,9995;16,8921;15,8023;14,053;16,2203;15,9852;16,0195;16,4995;0,13274;0,494256;-0,24443;-0,352313;
Q9BKS2;16,317;16,737;17,1025;17,8762;14,1143;14,5634;14,5526;14,8331;3,32927;0;2,49233;6,87059;+
Q9BKT9;15,7572;16,8505;16,4261;15,6174;14,5239;14,7981;14,3625;14,3912;2,76806;0,00019952;1,64387;5,37366;+
Q9BKU3;18,5284;18,4561;18,3622;19,4346;16,9997;16,9633;17,0196;16,8924;3,33831;0;1,72655;6,89708;+
Q9BKU4;18,6684;18,8417;19,0073;19,4437;18,1889;18,246;18,3421;18,4988;2,01644;0,00108446;0,671315;3,73947;+
Q9BKU5;18,2149;19,5545;19,3963;18,091;17,9271;18,3137;18,3148;18,6483;0,587353;0,081343;0,513167;1,24775;
Q9BKU8;16,4361;15,703;15,0515;16,3978;17,1786;17,5403;17,4473;17,0688;2,1837;0,000661967;-1,41168;-4,07338;+
Q9BKW0;14,2007;14,0158;13,7682;14,1802;13,0358;12,9598;13,2327;13,5653;2,61641;0,000283044;0,842857;5,01387;+
Q9BKX4;14,1659;14,0751;14,2083;13,9915;14,0197;12,1026;12,6115;13,8875;1,03867;0,0198079;0,954865;2,00742;+
Q9BL03;17,2793;17,0105;17,6615;16,9669;19,0749;19,1582;19,0614;19,0359;4,57384;0;-1,85306;-11,4466;+
Q9BL05;14,5159;14,4087;14,1589;14,7245;8,23019;10,991;11,7091;11,6446;2,42969;0,000392189;3,80826;4,59332;+
Q9BL07;17,3272;16,6055;17,4122;17,0981;16,7939;16,9828;16,7026;16,7462;0,789047;0,042164;0,304384;1,59179;+
Q9BL11;14,4657;14,0014;14,3821;15,1704;13,2513;13,5469;13,1682;13,2206;2,46871;0,000364994;1,20814;4,67927;+
Q9BL15;16,7388;16,8303;16,2405;17,9359;15,204;15,643;15,5512;15,4882;2,12822;0,000681556;1,46481;3,96095;+
Q9BL17;14,7643;16,558;16,0144;17,2396;14,6721;15,0991;14,81;15,6321;0,991959;0,0228309;1,09078;1,92983;+
Q9BL19;18,8625;19,0598;18,6725;19,69;18,1349;18,399;18,2359;18,2118;1,9576;0,00133787;0,825798;3,6254;+
Q9BL27;13,9727;14,016;13,9209;14,8357;16,194;16,1302;15,9698;16,4991;3,76505;0;-2,01195;-8,24732;+
Q9BL28;12,1651;14,4054;14,3601;14,5637;12,4691;14,6982;14,1359;12,6965;0,18549;0,379515;0,373642;0,473795;
Q9BL33;18,5291;19,4046;19,0597;19,3267;15,5787;15,3334;15,2502;15,9056;5,16177;0;3,56302;14,4475;+
Q9BL34;19,1929;18,4474;18,3584;19,042;17,8979;17,4601;17,6691;17,6212;2,52966;0,000340171;1,09809;4,81553;+
Q9BL35;18,8222;18,3124;17,5208;19,276;15,5648;13,6195;14,5274;15,6681;2,99374;0,000111172;3,63789;5,94244;+
Q9BL39;15,6158;15,098;15,3327;14,839;15,2882;14,8491;14,7796;15,016;0,552763;0,0912659;0,23814;1,1871;
Q9BL43;17,504;17,922;17,9237;17,5595;16,329;16,1839;16,0686;15,8602;4,41421;0;1,61686;10,7385;+
Q9BL46;16,4811;16,2417;16,3709;16,8164;16,6313;15,9517;15,9663;16,5252;0,425604;0,141754;0,208865;0,957445;
Q9BL48;14,4571;14,2063;14,0407;14,2386;13,5333;15,0607;16,3403;14,5307;0,485649;0,115124;-0,63056;-1,06738;
Q9BL56;17,3532;15,9274;17,326;17,1614;14,2165;13,7091;14,2794;13,4852;3,59999;0;3,01945;7,70104;+
Q9BL57;14,5707;15,1479;15,1506;15,6435;13,2269;13,2789;13,5141;13,0981;3,64168;0;1,84869;7,83603;+
Q9BL60;18,1093;17,7326;17,758;18,2278;15,8284;15,0912;15,3262;15,7138;4,62062;0;2,46704;11,6622;+
Q9BL64;17,5024;16,9089;17,1605;18,1589;14,8957;14,4709;14,5376;15,3467;3,62068;0;2,61999;7,76777;+
Q9BL72;14,1951;14,3354;14,4582;14,9582;13,4459;12,7067;13,5857;13,2906;2,53452;0,000340899;1,22949;4,82651;+
Q9BL73;16,6384;16,1356;17,5168;16,6388;14,0852;14,0661;13,9007;14,1012;4,04861;0;2,69407;9,26408;+
Q9BL76;14,4386;13,9836;13,7309;14,7627;13,6823;12,4568;12,6536;13,7849;1,40468;0,00667276;1,08456;2,62382;+
Q9BL81;15,7203;16,6247;16,5614;16,2063;15,8903;16,0311;15,8932;16,1969;0,589924;0,0805989;0,275265;1,25223;
Q9BL83;18,1854;17,722;16,891;18,8843;16,3598;15,9068;15,8575;16,4266;2,15645;0,000668862;1,78296;4,01795;+
Q9BL86;13,3067;14,2503;13,8384;14,7687;11,4706;13,3052;13,2424;0;0,682977;0,0592019;4,53647;1,41253;
Q9BL94;16,6148;16,1735;15,9136;17,1569;14,1813;14,2842;13,4762;14,7936;2,99058;0,000139434;2,28088;5,93418;+
Q9BLA0;16,6592;16,6974;17,7924;17,216;14,6828;14,515;14,6406;14,4003;4,04592;0;2,53157;9,25392;+
Q9BLB6;19,1431;18,2981;18,6568;18,7276;16,9032;16,4893;16,4355;17,1382;3,73019;0;1,96487;8,12928;+
Q9BMU4;17,5535;17,0226;16,5945;18,8358;16,7382;16,4128;16,0662;16,1657;1,19766;0,0128581;1,15587;2,27265;+
Q9BPN5;18,4023;17,5448;17,6868;18,4673;16,0846;15,8781;16,0554;16,4673;3,40046;0;1,90395;7,08146;+
Q9BPN6;14,7926;15,3508;15,8884;15,0087;14,1267;14,4857;14,1947;14,3478;2,07499;0,000763251;0,971405;3,85468;+
Q9BPN8;18,2449;18,4407;18,2151;19,4334;16,8843;16,2754;16,7334;16,7859;3,02384;5,52E-05;1,91376;6,0215;+
Q9BPN9;14,121;14,4082;14,2574;15,1681;13,4348;12,4365;12,9211;13,3962;2,31685;0,000479134;1,44154;4,35028;+
Q9BPP1;13,5758;13,6638;14,3574;14,4516;12,889;12,8694;13,6351;12,9899;1,69912;0,00266291;0,916329;3,14294;+
Q9GN62;14,4269;14,3987;14,4867;14,7062;11,2439;11,202;10,8664;11,6406;5,844;0;3,26644;18,8672;+
Q9GPA0;17,1081;17,0475;17,1128;17,7322;15,5881;15,4939;15,5055;15,9321;3,82847;0;1,62025;8,46585;+
Q9GPA1;18,2418;18,6583;18,2427;18,6974;18,2228;17,9805;17,7923;18,2104;1,33937;0,00822385;0,408532;2,51206;+
Q9GR61;14,3047;14,3538;14,3489;15,0917;12,6285;13,5067;13,5731;13,4933;2,22968;0,000623025;1,22441;4,16782;+
Q9GRV1;15,3745;15,9827;15,7064;15,0859;14,0924;15,2128;13,8333;14,1735;1,81167;0,00209877;1,20937;3,34952;+
Q9GRV9;15,5156;15,192;16,2717;16,4927;13,7366;13,9402;13,519;13,6742;3,28042;0;2,1505;6,72883;+
Q9GRY9;17,5719;17,9309;17,6545;18,2172;16,5597;16,4153;16,5909;16,9072;3,31705;0;1,22536;6,8349;+
Q9GRZ1;18,5179;18,4502;18,4801;18,9112;16,6173;16,2676;16,0318;16,662;4,66987;0;2,19517;11,8932;+
Q9GRZ2;15,9;14,9335;15,2892;15,0087;13,9859;14,2752;13,7821;14,5813;2,15832;0,000669842;1,12677;4,02174;+
Q9GRZ9;19,5469;19,3086;19,3625;19,9028;18,4275;18,3897;17,8018;18,3575;3,17575;5,96E-05;1,28605;6,4329;+
Q9GS00;15,6231;15,2977;15,1822;16,2691;14,6536;14,4237;14,2343;14,7131;2,17795;0,000659276;1,08685;4,06164;+
Q9GSX9;18,3368;18,0339;17,5433;17,0796;15,2875;15,1481;14,3656;14,9907;3,73917;0;2,80043;8,15953;+
Q9GUC8;14,4848;13,1034;13,1785;14,296;10,372;11,8806;11,1595;11,6428;2,64434;0,000286874;2,50194;5,07886;+
Q9GUF2;18,0907;18,4174;18,2086;18,5671;17,2052;17,1343;16,8573;17,3674;3,64432;0;1,1799;7,84464;+
Q9GUM1;18,0841;18,4983;15,7559;18,7711;18,0002;17,7052;17,3583;17,9743;0,00850026;0,957437;0,0178406;0,025324;
Q9GUM5;13,5125;14,2152;14,4753;14,7057;12,9434;12,7005;12,3276;12,8525;2,70031;0,000209842;1,52116;5,21081;+
Q9GUM7;18,4165;17,79;17,5131;18,2172;16,1665;15,6909;15,7118;15,5121;3,9641;0;2,21389;8,95017;+
Q9GUP2;16,1168;16,0524;16,4011;17,1267;15,1704;15,3381;15,2155;15,3245;2,45888;0,000363636;1,16214;4,65752;+
Q9GYF1;20,9476;21,0681;21,2264;21,7475;20,6647;20,3995;20,0191;20,7435;1,78003;0,00226182;0,790708;3,29092;+
Q9GYG4;15,4071;15,958;14,9749;16,0521;14,0954;14,5712;14,2133;13,137;2,15756;0,000669352;1,59381;4,02019;+
Q9GYH7;14,3603;12,2839;14,0206;14,4829;10,5979;11,4063;12,0064;11,6666;2,14678;0,000664969;2,36763;3,99838;+
Q9GYI1;19,7885;20,0597;19,6427;20,2589;18,0103;18,3408;18,125;18,1401;4,60578;0;1,78341;11,5934;+
Q9GYI2;14,305;14,3679;14,1932;14,695;11,2186;10,646;11,6328;12,9838;2,79591;0,000182702;2,76998;5,44163;+
Q9GYI7;14,3672;13,7222;14,3591;14,7197;14,9284;14,8789;15,1661;15,0723;1,78559;0,00226692;-0,719404;-3,30119;+
Q9GYJ1;14,1456;14,0882;14,2066;14,5048;11,4088;11,9827;11,2094;11,5378;5,14407;0;2,70166;14,3472;+
Q9GYJ2;14,4285;14,2811;14,3264;14,3133;11,9869;11,6983;12,4499;12,3139;4,88582;0;2,22511;12,9572;+
Q9GYJ9;15,7258;16,2861;16,2146;17,0364;14,8706;15,1275;14,6135;15,0859;2,48425;0,000367739;1,39136;4,71377;+
Q9GYK2;17,2063;17,6533;17,8265;17,4185;15,7946;14,6989;14,9989;15,2145;3,91135;0;2,34942;8,759;+
Q9GYL7;17,6716;18,0935;17,9794;18,66;19,7428;20,382;20,7164;19,3195;2,67939;0,000231618;-1,93904;-5,16123;+
Q9GYM9;17,7964;17,5969;16,4632;18,2404;15,4722;15,3328;15,2067;15,455;2,871;0,000145749;2,15757;5,62795;+
Q9GYP5;14,3845;13,8676;14,3957;14,6563;10,6588;13,05;12,7913;14,2947;1,09763;0,0167805;1,62728;2,10551;+
Q9GYQ6;14,3985;14,2761;13,4224;14,0162;15,0969;14,8783;14,5367;14,6055;1,60482;0,00345427;-0,75102;-2,9736;+
Q9GYQ7;14,2699;13,4022;14,234;14,9547;12,8823;10,2332;11,9134;12,7435;1,78969;0,00225879;2,27212;3,30876;+
Q9GYQ9;14,0336;14,4193;14,4483;14,691;14,5139;14,5829;13,9333;14,2465;0,15006;0,451078;0,0788872;0,393079;
Q9GYR2;14,5009;14,4471;14,0912;14,8851;12,749;12,6072;14,1632;13,7293;1,53069;0,00454223;1,16889;2,84263;+
Q9GYS9;14,0497;14,2;13,7571;15,0097;14,2501;14,9746;13,4116;14,478;0,0196921;0,90387;-0,0244677;-0,0579504;
Q9GZD0;13,4666;14,2662;14,1194;14,9833;15,2158;13,2675;12,9652;14,8035;0,0827192;0,643811;0,145911;0,228869;
Q9GZD1;14,5031;14,4089;13,8346;15,0085;11,2566;11,1981;11,1387;11,7337;4,52804;0;3,10702;11,2392;+
Q9GZE9;18,104;18,0171;18,2434;18,6782;17,6007;17,5227;17,5648;17,5458;2,50241;0,000370682;0,702215;4,7543;+
Q9GZF5;14,3081;14,2014;13,629;14,8795;19,2677;18,467;18,6634;18,8703;5,22402;0;-4,56261;-14,8054;+
Q9GZH2;16,6528;16,326;17,2466;17,4362;16,0069;15,9648;16,1276;16,1602;1,75586;0,00232526;0,850531;3,24644;+
Q9GZH3;18,7626;18,9414;18,3736;19,4245;17,9058;17,7816;17,7051;18,2416;2,09623;0,000769779;0,967005;3,89691;+
Q9GZH4;17,6502;17,6656;17,8042;17,9865;16,8695;16,8754;16,764;16,938;4,39141;0;0,91492;10,6406;+
Q9GZH5;17,6173;18,0311;17,8204;18,0697;16,702;16,7952;16,8227;16,7097;4,32241;0;1,12722;10,3496;+
Q9GZI0;14,1523;14,3946;14,2585;14,8862;13,3878;11,8129;12,0094;14,3884;1,28674;0,00962497;1,52326;2,42271;+
Q9GZI3;15,1972;14,3417;15,0618;17,2702;13,9027;13,7837;14,0258;14,6106;1,10361;0,0164329;1,38701;2,11547;+
Q9N2L7;13,7472;14,2487;14,189;14,818;12,6975;12,0945;13,3368;12,6401;2,45025;0,000383224;1,55853;4,63848;+
Q9N2U6;16,0457;17,3946;17,7435;17,3571;15,8693;16,7158;15,0692;15,2177;1,43552;0,00608005;1,41721;2,67696;+
Q9N2U9;14,3643;13,6297;14,3314;14,4959;16,009;17,3956;16,8026;16,4695;3,37997;0;-2,4639;-7,02024;+
Q9N2V6;12,9261;14,1422;14,2997;15,1497;12,1857;13,3873;13,049;12,1019;1,38901;0,00708103;1,44845;2,59691;+
Q9N2W5;17,8937;18,2674;17,3051;19,1159;17,3012;17,2108;17,5527;17,4904;1,00565;0,0219655;0,756795;1,95257;+
Q9N2W7;19,9652;18,676;18,3539;20,956;17,581;17,3747;17,4105;17,9623;1,67337;0,00284544;1,90562;3,09638;+
Q9N2X1;13,6916;14,1415;14,1046;14,5731;16,8811;16,6591;16,8447;17,5444;4,42774;0;-2,85463;-10,7969;+
Q9N2X8;16,7873;16,9385;16,4539;16,052;14,7635;15,0977;14,303;12,3254;2,01681;0,00108484;2,43549;3,74019;+
Q9N2Y1;15,3245;14,7084;15,1473;16,2602;13,4536;12,9104;14,0181;12,4925;2,43381;0,000380098;2,14147;4,60236;+
Q9N2Z6;14,3446;14,0737;14,4378;14,7057;11,4235;11,1757;11,2715;11,7215;5,56663;0;2,9924;16,9324;+
Q9N302;15,6664;15,871;15,6527;17,3066;15,7638;15,701;15,7382;16,2087;0,269702;0,259645;0,271255;0,653928;
Q9N303;16,1241;16,1052;15,8278;16,6161;14,283;14,505;14,5672;14,64;4,03638;0;1,66953;9,21805;+
Q9N306;15,0556;16,3032;16,4506;15,4821;13,6129;12,7529;13,6515;13,6166;3,03924;5,57E-05;2,41439;6,06228;+
Q9N336;14,3556;13,7212;13,7372;14,6002;15,1427;15,0448;15,1853;15,3975;2,45737;0,000363336;-1,08905;-4,6542;+
Q9N341;14,1604;13,7216;14,1199;15,0142;10,4038;11,1152;11,4358;12,4127;2,95764;0,000136026;2,91214;5,84862;+
Q9N350;18,7228;18,4605;18,6142;18,4711;17,0975;16,2246;16,0344;16,4208;3,93648;0;2,12287;8,84961;+
Q9N356;13,4743;14,4011;14,2848;14,9281;12,091;12,634;11,7946;11,4247;2,93759;0,000134313;2,286;5,79702;+
Q9N357;18,7861;18,7844;19,0509;18,981;16,0771;15,8663;15,8104;16,3522;6,05298;0;2,87409;20,465;+
Q9N358;18,9755;20,2135;18,9184;18,9393;17,4086;18,5135;18,4922;18,2396;1,43696;0,00608355;1,09821;2,67945;+
Q9N359;14,3642;14,4457;13,6038;14,6807;13,8951;13,5696;13,5343;13,5151;1,38093;0,00721633;0,645091;2,58307;+
Q9N361;16,5768;16,104;16,5172;15,4692;15,1998;15,1455;15,4318;15,0801;1,93142;0,00147803;0,952498;3,57519;+
Q9N362;18,6894;18,1511;18,162;18,7261;17,4133;17,2773;17,1239;17,3201;3,2851;0;1,1485;6,7423;+
Q9N363;18,263;17,9751;18,0869;19,6193;15,7137;15,3809;15,0008;15,9189;3,34089;0;2,98248;6,90465;+
Q9N368;16,0021;16,6711;15,7927;15,8207;14,5645;14,6022;14,3371;14,5455;3,47244;0;1,55936;7,30002;+
Q9N369;15,6242;14,0583;15,7673;16,2171;14,4076;14,9058;14,6591;15,0129;0,658452;0,0639536;0,67039;1,37061;
Q9N371;17,5498;17,6652;17,6893;18,3165;14,098;14,9088;14,3304;14,2626;5,04055;0;3,40523;13,7739;+
Q9N373;14,0382;13,9574;14,4677;15,0308;11,3235;10,9932;11,2016;11,691;4,41151;0;3,07117;10,7268;+
Q9N384;16,2144;17,6689;19,9362;17,7657;20,7773;20,9652;20,9835;21,0759;2,13217;0,000683526;-3,05415;-3,96891;+
Q9N390;14,0228;14,0973;14,3391;14,8703;13,3612;13,6662;13,7622;13,6717;1,84087;0,00186737;0,71701;3,40395;+
Q9N393;17,9304;17,668;17,9148;18,8672;15,783;15,8633;15,752;15,7317;3,89428;0;2,3126;8,69793;+
Q9N3B0;20,9743;20,0476;19,7204;21,4569;17,931;17,553;17,7634;17,8922;3,27813;0;2,7649;6,72222;+
Q9N3B9;16,1807;15,301;15,4781;18,4553;17,3658;16,7247;17,1494;17,7745;0,552694;0,0912874;-0,899815;-1,18698;
Q9N3C2;14,2595;13,6699;13,9171;15,0821;13,3841;12,0207;11,525;12,8962;1,84519;0,00184676;1,77566;3,41204;+
Q9N3C9;16,8576;17,0886;16,1623;17,5235;15,1232;15,1408;14,9433;15,2892;3,04886;5,59E-05;1,78387;6,08783;+
Q9N3D0;18,0531;18,1642;18,6056;18,7015;16,2948;15,8762;16,4037;16,3787;4,38517;0;2,14273;10,614;+
Q9N3D1;14,1831;13,3537;13,6145;14,8973;13,1546;13,0513;13,0651;13,7403;1,03505;0,0200467;0,75936;2,00141;+
Q9N3D3;14,1595;14,2047;14,131;15,1399;13,8483;13,1999;13,2837;13,9101;1,48787;0,00511617;0,848261;2,76777;+
Q9N3D9;18,5499;18,5293;18,741;19,5929;18,3449;18,0638;17,915;18,1578;1,4762;0,00531587;0,732867;2,74745;+
Q9N3F0;16,5323;16,2019;15,8462;17,7195;14,5706;15,0872;15,2934;15,1784;1,90918;0,00156865;1,54257;3,5328;+
Q9N3F1;14,5178;14,207;14,0259;15,0237;12,8596;12,1252;11,9967;11,542;3,23943;0;2,31273;6,61168;+
Q9N3F2;16,2628;16,3879;15,2741;17,3997;14,0285;13,6368;13,8364;13,6037;2,91226;0,000132642;2,55477;5,73226;+
Q9N3F3;15,3203;16,2162;15,3277;15,1795;13,999;14,4401;14,6374;10,2556;1,06547;0,0183354;2,1779;2,05198;+
Q9N3F7;17,8226;18,1101;18,9841;19,4363;15,5412;15,9858;15,5421;15,5164;3,53773;0;2,9419;7,50308;+
Q9N3G0;18,2492;18,002;17,8514;18,4648;18,3229;17,8419;17,5903;17,9604;0,473502;0,119913;0,213012;1,04538;
Q9N3G1;12,2354;14,042;13,0283;14,9422;8,61969;11,1082;11,3083;11,4702;1,77363;0,00227728;2,9354;3,27912;+
Q9N3H0;14,4909;14,4157;13,9333;14,7932;11,3454;11,0381;11,1986;11,5736;5,21624;0;3,11933;14,7602;+
Q9N3H3;17,7656;17,1124;17,7832;18,1049;16,7783;16,7578;17,0309;16,9822;1,97702;0,00120739;0,804237;3,66287;+
Q9N3H9;13,6711;14,1109;13,9624;14,9991;14,5399;13,7668;13,5409;13,9209;0,283607;0,245835;0,243764;0,682366;
Q9N3I1;14,2345;13,6767;13,9496;15,0905;13,6257;13,3338;12,9347;13,0622;1,57251;0,00384163;0,998713;2,91629;+
Q9N3J4;15,9322;15,334;15,7409;16,0795;15,218;13,2548;14,0943;15,0229;1,53914;0,00435793;1,37413;2,85746;+
Q9N3L2;14,0435;13,7661;14,1438;14,3885;13,4258;13,1361;13,2589;14,748;0,516286;0,10327;0,443274;1,1224;
Q9N3Q8;14,408;14,2961;13,8685;14,776;12,2859;13,0126;13,3915;13,2612;2,32096;0,000455461;1,34936;4,35899;+
Q9N3Q9;14,0915;14,3233;13,7146;14,2178;13,3118;13,026;13,182;13,3746;2,86823;0,000145602;0,863239;5,621;+
Q9N3S4;15,486;16,1935;16,1059;17,8203;14,1304;14,1842;14,6267;14,4164;2,16356;0,000670826;2,06199;4,03236;+
Q9N3S8;16,8114;17,4457;18,771;18,374;15,1596;15,4774;15,2983;15,3832;2,86552;0,000145381;2,52092;5,6142;+
Q9N3T2;15,786;16,7586;16,3682;19,2783;15,7852;15,5597;15,8546;16,4604;0,691763;0,0575482;1,13282;1,4275;
Q9N3T3;16,4902;16,292;15,9968;17,8661;14,3152;14,5679;14,8954;14,0776;2,56061;0,000327983;2,19726;4,88568;+
Q9N3T5;17,8335;18,1461;16,5681;18,2659;16,302;16,4326;16,2978;16,4066;1,85897;0,00176956;1,34363;3,4379;+
Q9N3T8;14,1545;14,0756;14,4345;14,6354;13,7166;14,1143;13,6728;13,9651;1,48185;0,00529292;0,457756;2,75728;+
