geneName;Leading.proteins,log2 N2_d5_01,log2 N2_d5_02,log2  N2_d5_03,log2 N2_d5_04,log2 N2_d1_01,log2 N2_d1_02,log2 N2_d1_03,log2 N2_d1_04
clic-1;P90961,21.1186,21.541,20.4404,20.9754,21.6638,20.2457,21.0064,19.7631
clic-1;P90961,23.1704,23.6976,24.7837,24.7481,22.2987,25.1497,23.2761,25.1621
clic-1;P90961,20.8871,21.1959,20.6192,21.4298,21.4053,20.2985,20.3935,19.8464
clic-1;P90961,21.1844,21.1723,21.082,21.372,20.209,19.9329,21.1887,20.7799
clic-1;P90961,20.5758,20.521,20.4628,21.7768,21.8477,20.8537,20.7091,20.9525
clic-1;P90961,21.1505,21.5779,20.0853,21.7818,20.13,20.1338,19.867,20.6909
clic-1;P90961,20.613,20.2074,20.2514,21.2359,21.1673,19.727,21.2584,19.2317
csn-5;P91001,24.0746,24.5795,24.1737,25.3468,24.896,25.7166,23.1935,24.1908
;P91020,23.9975,23.1211,23.7558,23.6206,23.0959,24.0379,22.652,24.1535
chdp-1;P91027,20.4167,19.3123,20.9186,20.9339,21.611,21.1567,19.9356,21.3568
chdp-1;P91027,21.2785,20.4667,21.1024,21.5211,21.5876,21.2566,20.9273,21.1814
chdp-1;P91027,22.1225,23.1375,22.8817,23.896,22.9694,23.1021,24.0135,21.2604
chdp-1;P91027,21.51,20.7756,21.541,20.6813,22.7037,23.8754,24.2804,22.8298
chdp-1;P91027,20.6062,21.021,21.3826,21.661,20.959,20.6031,20.2682,20.7678
chdp-1;P91027,21.2439,20.0039,20.3055,21.4557,21.4496,21.0314,20.8939,20.308
chdp-1;P91027,26.5354,27.3868,25.4975,26.7392,25.4297,25.5063,25.4115,23.1457
chdp-1;P91027,20.0255,20.4817,20.1969,21.7506,21.5871,20.4174,21.1176,20.585
chdp-1;P91027,21.352,20.2448,20.7175,21.7428,21.0775,20.025,19.5331,20.377
chdp-1;P91027,26.0849,26.8284,27.6992,26.7214,21.0867,20.9364,21.2932,21.4142
;P91055,20.6058,20.5883,21.3594,20.9535,23.8115,24.0279,25.1869,24.7551
fbxc-15;P91116,21.0258,21.178,20.9004,21.8218,25.2646,25.2893,25.8905,25.3545
rpl-13;P91128,23.4997,22.9023,23.2133,22.9619,26.4814,25.7931,23.7644,25.8634
rpl-13;P91128,21.8193,20.8933,20.031,20.2538,20.9848,20.8394,20.9411,21.0192
rpl-13;P91128,21.8761,21.3285,20.5294,21.6099,21.2894,20.6911,20.7743,21.1139
rpl-13;P91128,21.4085,19.8878,21.0232,20.1786,25.6122,26.2705,24.4174,24.4905
rpl-13;P91128,21.7076,20.6891,20.8837,21.7311,20.9508,21.2298,21.2463,20.8953
rpl-13;P91128,26.9859,27.811,25.6132,28.124,25.4207,25.7887,24.5425,28.0388
ptr-2;P91129,21.3384,20.4209,20.9515,20.2578,21.1988,20.7464,20.3053,20.411
col-20;P91249,28.4126,27.0487,23.3852,26.1941,30.7024,29.5002,29.9921,28.5657
col-20;P91249,23.263,24.4096,22.2524,24.9495,25.863,22.4117,23.1074,25.4527
;P91269,24.743,26.124,24.1098,22.0851,27.2628,26.3665,24.9881,25.6599
;P91277,21.2152,21.6293,21.0109,21.6236,24.7882,25.1004,25.1607,23.7393
;P91280,24.9794,24.4218,22.1484,25.0302,25.3994,21.4437,22.3999,21.9803
;P91297,21.3801,21.7035,21.0857,21.9025,20.8195,20.5699,21.1246,20.0576
vha-10;P91303,22.8811,23.1806,22.6875,23.4204,21.9525,20.981,20.3539,21.291
vha-10;P91303,24.4521,24.3761,23.5533,24.045,25.0136,24.655,24.3149,24.971
vha-10;P91303,21.57,21.6187,20.6461,21.415,21.4648,20.2382,20.5623,20.9982
vha-10;P91303,23.143,22.5118,21.6983,23.8241,23.2589,22.0105,23.6897,22.5009
vha-10;P91303,24.921,23.8814,24.7916,24.1301,25.3001,23.773,25.1528,23.2437
cey-2;P91306,21.031,20.7636,20.9863,19.757,25.5842,24.4297,25.0789,25.7461
cey-2;P91306,23.8161,23.1437,22.5224,23.4546,23.9897,22.5637,22.104,23.8094
cey-2;P91306,21.5787,20.6685,21.1907,21.3361,21.889,20.1237,20.4133,21.2634
;P91354,21.9659,21.0164,20.9727,21.7687,21.785,20.5412,21.3174,21.2861
cpd-1;P91359,20.6053,20.5262,20.8391,21.4019,21.8983,20.8514,20.0029,20.8846
rpl-15;P91374,25.1812,24.088,23.9291,24.9272,26.6914,23.7713,25.135,24.3298
rpl-15;P91374,25.0283,24.6815,24.0039,24.6428,23.9508,22.8152,23.0284,22.9221
rpl-15;P91374,23.13,22.0556,21.9319,23.0642,21.3933,20.75,20.9025,21.0803
rpl-15;P91374,25.119,23.5071,24.5674,22.6686,25.1956,23.4963,22.9865,24.4544
rpl-15;P91374,26.9919,26.1138,26.1643,26.0622,28.3319,27.2349,27.364,28.0464
rpl-15;P91374,26.4752,25.6975,25.0542,26.9362,27.8393,25.8857,25.9763,25.3124
rpl-15;P91374,22.9514,22.1904,23.9804,23.8077,23.0349,21.5766,24.4663,22.3429
rpl-15;P91374,21.7229,21.2765,19.926,20.8875,23.2054,20.8054,23.6109,22.097
cey-3;P91398,21.6855,20.4159,20.985,21.6134,25.8996,23.0357,25.82,25.3097
;P91423,19.7245,20.8034,20.4248,20.7208,21.517,21.264,20.9455,20.9955
;P91482,22.9438,23.3247,22.73,23.0275,22.3332,23.5259,24.7684,24.1537
;P91482,20.2572,21.062,21.011,21.6469,22.6213,23.7247,21.8957,23.0513
;P91491,30.765,31.2988,29.9207,30.944,30.1574,27.7651,27.4164,27.9297
usp-5;P91502,20.1767,21.316,21.0927,21.7283,21.6491,19.6356,21.3725,21.2459
usp-5;P91502,28.5341,27.8245,27.9966,28.4139,28.7738,26.4682,25.499,25.1319
usp-5;P91502,24.0706,25.1163,24.3354,24.1903,25.2157,25.1848,23.6312,23.9744
usp-5;P91502,21.6817,20.2234,21.3751,21.8866,21.673,19.9353,21.1537,21.1252
usp-5;P91502,21.0006,21.4479,20.4625,21.6022,23.2926,23.1207,21.7655,21.311
usp-5;P91502,24.2888,24.058,22.5974,23.1968,25.2426,27.1306,23.9494,26.0245
usp-5;P91502,20.7789,21.1682,21.2448,21.5058,21.9374,21.2363,20.6704,20.897
usp-5;P91502,24.4747,24.3643,23.4713,23.8824,24.8773,22.9895,25.4873,23.9997
usp-5;P91502,21.4649,21.4812,20.3678,21.3534,21.8147,20.9236,21.0228,20.988
set-18;P91821,21.517,21.6682,20.5107,21.2709,21.5167,20.5606,20.4518,21.3944
F26H9.5;P91856,23.8405,23.7944,25.8485,24.7032,21.4942,21.2097,21.3089,20.7795
rab-5;P91857,20.6255,20.1508,21.0018,21.4867,23.265,22.5785,22.1847,22.7001
rla-1;P91913,19.6202,21.0997,21.2804,21.8599,21.8462,20.2738,20.7846,19.9764
rla-1;P91913,20.9309,21.1432,19.6437,21.4806,21.6155,20.5294,20.7192,21.2538
rla-1;P91913,26.3572,25.671,25.2295,26.7974,21.8494,20.5528,20.9402,20.0697
rla-1;P91913,26.3572,25.671,25.2295,26.7974,21.7698,20.9146,20.9159,21.2251
rpl-27;P91914,24.5224,21.6089,21.9659,22.1456,21.5391,20.2047,20.7664,21.1741
rpl-27;P91914,21.9065,20.9108,20.3411,21.6133,23.5707,22.0012,23.4248,22.7959
rpl-27;P91914,23.4677,22.8879,22.2994,22.8554,24.218,28.0843,26.8989,26.4979
ola-1;P91917,21.7169,21.73,20.2281,20.9196,21.4567,20.1323,21.1922,20.8148
snr-2;P91918,24.2713,25.2527,22.9431,23.6489,24.7366,23.5979,24.3526,24.7527
snr-2;P91918,23.5634,24.0692,22.772,23.9172,23.6137,24.183,22.9953,26.3087
ZK370.8;Q02335,20.4603,19.0122,21.1699,21.4531,21.4502,19.2257,21.3567,20.9839
ZK370.8;Q02335,24.625,23.9152,23.3529,24.6223,24.5379,23.1298,23.867,24.7448
ced-10;rac-2;Q03206,21.6147,21.5621,20.4981,21.0881,21.9637,20.8951,20.1333,20.1775
bre-3;Q03562,21.6235,21.1243,21.4531,21.1534,21.2317,20.7158,20.1504,21.02
B0464.6;Q03564,20.6341,20.8834,20.8865,19.7532,21.8648,20.5821,21.2409,20.6575
C38C10.2;Q03567,20.5668,21.6133,21.0254,21.5694,21.1465,21.0405,20.3297,21.1115
C38C10.2;Q03567,26.8958,26.3438,25.9812,27.4918,27.1943,25.5514,24.498,26.5363
nhl-1;Q03601,21.7609,21.057,20.5402,20.2329,23.5761,24.1623,25.0362,23.5319
lrp-1;Q04833,21.8768,21.1432,21.1596,21.4247,23.7065,23.2247,22.3736,22.4862
C30C11.4;Q05036,21.219,20.215,20.9791,21.4629,22.8825,23.1512,22.8564,21.3217
C30C11.4;Q05036,21.7127,20.484,20.9492,21.4838,24.1717,22.6449,21.2559,21.8615
cdc-42;Q05062,23.4053,26.762,25.7891,25.8203,24.1441,24.5907,27.3143,24.7248
cdc-42;Q05062,21.0937,20.9081,19.6078,20.5181,22.6185,22.7715,23.8502,22.049
cdc-42;Q05062,20.7181,21.7721,20.8766,21.6212,21.8965,19.9396,20.9075,20.9753
cdc-42;Q05062,20.6151,19.0118,19.9756,21.0055,21.7039,21.1943,21.3081,20.7338
;Q067X2,21.0679,21.6262,19.8885,20.5914,25.4006,23.2181,23.4322,22.4652
unc-60;Q07750,21.9171,21.0024,20.9463,19.3991,21.1745,20.7744,21.0914,21.097
unc-60;Q07750,23.8364,25.1532,23.319,22.8261,23.5686,21.0938,22.4124,21.758
B0495.8;Q09217,21.2377,21.2195,20.9475,21.1903,21.3083,20.6497,21.1991,20.4889
C13B9.3;Q09236,21.4927,20.1232,21.0048,21.5717,21.0572,20.9573,20.0542,20.4983
C13B9.3;Q09236,21.7655,20.4269,21.4393,20.5944,21.4082,20.4659,20.9685,20.2601
C13B9.3;Q09236,21.3603,20.5569,20.5221,21.5378,20.7227,21.1478,20.9615,20.3276
C18H9.3/C18H9.2;Q09237,21.8171,20.7312,20.7334,21.3989,21.5997,21.0939,21.206,20.8658
C18H9.3/C18H9.2;Q09237,21.7873,20.1829,20.7815,21.4715,21.5805,20.8707,21.1243,21.3659
dnc-2;Q09248,20.7881,21.4053,20.8519,21.8162,21.7075,20.4446,19.6889,21.2133
C16C10.4;Q09250,19.4022,20.8983,20.8429,21.68,21.7205,20.5225,20.4686,20.8785
C34C12.4;Q09269,23.9435,23.0606,24.6165,24.1853,23.6864,21.7762,22.6682,22.2965
C56G2.7;Q09289,27.3436,26.5215,26.6384,28.0036,26.2646,24.8,24.7392,23.7369
C56G2.7;Q09289,25.8201,26.366,25.4153,25.4902,24.651,24.3363,22.2878,24.6745
C56G2.7;Q09289,27.2236,27.0334,26.4603,27.3577,25.4483,23.069,25.2369,24.4829
C56G2.7;Q09289,21.8253,19.9633,21.4144,21.6235,21.4516,20.7007,21.3692,21.2323
C56G2.7;Q09289,25.0947,26.2323,25.1486,25.9832,22.9073,23.5665,24.0676,23.6632
C56G2.7;Q09289,25.1915,24.0685,25.0744,26.1693,24.1315,20.7301,21.1025,24.3751
C56G2.7;Q09289,24.4698,24.5817,23.7429,24.5389,25.2535,23.6595,24.0248,24.0182
C56G2.7;Q09289,19.7063,21.1614,20.9809,21.6906,20.7277,20.9463,20.9371,21.3307
T09B9.4;Q09350,21.79,21.7042,20.2374,21.6356,21.0308,20.0312,20.4782,21.1257
K07E1.1;Q09407,22.8648,21.7319,23.4378,22.3061,24.512,20.5385,20.9274,20.4961
pgam-5;Q09422,23.2289,23.8667,24.2731,24.6017,23.3762,23.2401,24.1974,22.0695
pgam-5;Q09422,22.6661,23.3512,23.5767,23.32,25.102,22.3433,24.113,23.8372
pgam-5;Q09422,24.9441,25.053,24.3512,23.43,21.6093,19.3828,21.2232,21.4038
mex-6;mex-5;Q09436;Q9XUB2,21.5966,22.062,22.4209,21.7027,22.5424,22.4017,21.4879,22.6085
ubh-4;Q09444,21.7808,21.2577,20.8945,21.4368,20.7582,20.7609,20.0678,20.1739
ubh-4;Q09444,26.5123,26.2729,25.8947,25.4987,26.6007,27.3781,24.6505,27.5832
ubh-4;Q09444,20.422,20.5756,20.5462,20.526,25.8324,25.0599,23.0177,25.5969
ubh-4;Q09444,24.5587,26.2242,24.8071,25.4893,23.9468,23.5599,24.1922,25.3641
;Q09489,21.8486,21.396,20.9305,21.2583,20.417,21.0494,21.2091,19.741
;Q09489,20.2207,21.4093,21.3975,21.155,27.3108,22.2334,23.9462,21.786
lgg-1;Q09490,21.778,20.9631,20.2899,21.3661,24.1488,23.7812,23.684,24.0104
lgg-1;Q09490,23.8512,24.5921,23.8083,23.2528,25.3949,25.5426,24.3808,23.0514
rpl-10;Q09533,21.0084,22.2594,23.0647,22.7569,22.5697,24.2385,23.0738,23.445
rpl-10;Q09533,21.8724,22.3936,21.2062,22.8632,24.564,23.6382,20.4333,23.4747
rpl-10;Q09533,21.4504,21.7381,20.5311,21.3715,20.9469,21.1273,20.6588,20.1526
rpl-10;Q09533,24.4709,24.7254,23.6096,23.0352,25.0459,23.8839,24.1816,23.834
F36G3.1;Q09560,21.6781,21.7403,20.6152,21.3579,21.6341,20.7794,20.4328,20.5805
F48E8.6;Q09568,25.0025,24.7122,25.4282,25.5567,19.2468,22.9715,20.8018,20.8674
lec-3;Q09581,21.8224,21.1346,20.6016,21.7169,25.1859,24.0435,21.4341,23.1423
lec-3;Q09581,20.8066,19.841,20.3305,19.0786,26.57,23.4126,22.5922,23.7409
lec-3;Q09581,19.9673,20.5383,21.2747,21.1439,24.6027,24.4919,24.2513,25.4822
lec-3;Q09581,24.1867,23.6514,23.5594,23.4557,27.4836,25.8391,23.8152,25.7289
lec-3;Q09581,20.8858,19.9747,21.4961,21.1585,25.4812,21.9659,24.1612,23.9915
ptc-1;Q09614,26.1895,25.6678,25.2964,25.804,27.7261,23.9747,23.83,23.2096
tnc-2;Q09665,21.246,21.7005,19.8638,21.6449,21.7746,21.0042,20.892,21.1147
ptr-13;Q09934,21.9493,20.3438,21.1078,21.1829,21.9311,20.9901,20.8553,21.3808
ptr-13;Q09934,23.9143,24.0775,24.5608,24.3775,26.6142,24.4622,23.7807,25.0644
ptr-13;Q09934,21.2838,22.2187,22.6419,22.3959,21.6874,21.0482,20.2449,21.1963
C53C9.2;Q09936,20.6213,21.1532,19.6193,21.288,21.9493,21.171,20.3008,20.4199
C53C9.2;Q09936,21.813,21.5677,20.7655,21.6036,21.919,21.0942,20.1581,20.6618
C53C9.2;Q09936,20.2802,21.2439,20.1239,21.1562,20.9764,20.2446,21.29,21.2483
C53C9.2;Q09936,24.1134,23.3346,24.8635,24.6527,25.134,24.433,24.49,23.1321
C53C9.2;Q09936,20.3589,20.1163,20.4932,21.2999,20.995,19.5567,21.1805,19.8735
egg-1;Q09967,24.3759,24.7269,26.4459,26.0786,25.2544,19.6185,24.085,21.4416
egg-1;Q09967,30.1119,29.4823,28.6608,30.3245,29.1597,27.5802,26.9283,27.5818
;Q09EE6,26.2678,27.0152,27.1577,26.7887,27.3521,23.7584,26.753,25.1764
;Q09EE6,21.7718,21.2255,20.6632,21.4538,21.9728,21.0592,20.7497,20.378
;Q09EE6,23.9147,24.0271,23.3001,24.9486,23.0426,23.6511,24.0411,22.5432
F13H10.3;Q0G831,20.9708,21.4652,19.4843,20.9462,20.5117,21.0833,21.1741,20.8535
mdt-9;Y62E10A.11;Q0KHC0,23.2383,23.0789,23.0709,23.2482,21.5333,20.7788,20.8551,20.396
T19C3.4;Q10010,23.4753,22.834,22.7098,23.2051,21.887,22.7174,23.8121,22.5258
T28D9.1;Q10020,20.8862,21.7265,20.6054,21.7422,22.357,22.5429,24.285,22.3965
T28D9.1;Q10020,22.4183,23.5562,22.4471,23.5808,23.1888,23.3887,23.0225,23.6675
T28D9.1;Q10020,24.153,24.5647,22.7561,24.128,23.877,21.21,20.2881,22.972
T28D9.1;Q10020,24.153,22.743,22.7561,24.128,23.877,24.014,24.6509,22.2831
F15G9.1;Q10033,21.1915,21.4483,21.3528,21.2486,20.6334,21.1567,21.147,20.7986
R10H1.1;Q10043,23.6207,25.1612,23.0959,22.7965,23.6001,23.6219,21.9376,23.2882
vglu-3;Q10046,25.1906,23.6034,24.7227,23.1672,20.8039,21.0925,21.2373,20.8213
C23G10.2;Q10121,20.11,21.6499,20.7937,20.4679,21.3971,20.8389,21.1042,20.2955
C23G10.2;Q10121,21.7385,21.5572,21.4254,21.8852,21.8446,21.2709,20.33,21.0325
C23G10.2;Q10121,24.6447,23.6836,25.0163,24.7012,25.3064,23.9894,25.913,24.5866
C23G10.2;Q10121,21.0974,19.7266,21.3048,21.3687,20.5506,21.1361,20.7751,20.5213
dhs-5;Q10130,21.6778,21.1002,19.5098,21.408,21.4815,20.9604,20.9989,20.6024
dhs-5;Q10130,21.0214,20.6112,20.0386,21.5781,21.9478,21.1547,21.2792,20.7494
F46H5.3;Q10454,20.4679,21.177,21.3491,21.6962,21.7233,19.7491,21.1373,20.4329
F46H5.3;Q10454,21.6744,21.0516,21.5141,20.8159,21.6247,20.4108,20.8597,21.0792
F46H5.3;Q10454,21.6739,20.7674,21.4731,20.9648,22.3452,22.0056,22.1263,20.5063
F46H5.3;Q10454,28.0005,27.7453,26.3237,27.3986,27.918,26.5284,24.9916,26.9786
F46H5.3;Q10454,21.8356,21.7717,21.3876,20.5017,21.6101,19.6388,21.3419,20.7477
F46H5.3;Q10454,19.4114,20.8034,20.6746,21.9228,26.1085,25.8902,22.9565,25.8331
F46H5.3;Q10454,21.347,21.2135,21.2534,21.2138,22.73,22.3024,22.916,22.4061
F46H5.3;Q10454,20.8696,21.1825,19.5977,21.2217,24.6141,23.1939,25.7196,23.3712
F46H5.3;Q10454,21.972,21.6945,20.1362,21.1147,24.1264,24.6757,23.32,24.0566
B0286.3;Q10457,21.7333,20.5132,21.2536,21.144,21.4985,21.185,20.9219,21.3234
rpb-2;Q10578,23.5489,23.447,22.895,23.3589,21.5018,20.2555,20.9095,20.7864
rpb-2;Q10578,23.7059,23.7554,23.4672,23.7841,21.6439,20.6003,20.7027,20.6937
rpb-2;Q10578,24.7521,23.9724,22.7459,24.7656,21.2741,21.2104,20.8054,21.3774
rpb-2;Q10578,22.2376,21.1138,23.2306,22.8671,23.374,22.0937,21.5551,20.6621
apl-1;Q10651,24.7173,23.6121,23.415,24.9424,25.3554,22.2051,25.2836,22.4352
elt-2;Q10655,20.8113,24.2367,23.101,24.6403,21.6878,20.8685,20.5714,19.9255
tpi-1;Q10657,28.2037,29.1149,28.1895,28.7289,23.6532,24.2493,22.6706,22.6174
glt-1;Q10901,25.2441,25.9425,26.4599,25.4915,25.8126,23.9886,25.8386,26.4888
arf-1.2;Q10943,21.1179,21.5503,20.8131,21.6659,21.3521,21.0851,21.2668,20.034
tmbi-4;Q11080,24.9951,24.0019,23.707,25.3859,23.9463,23.403,23.3433,23.0891
C02F12.5;Q11101,20.4168,20.7658,21.056,20.5961,21.0817,20.7676,21.2966,21.3752
unc-78;Q11176,25.6274,25.2491,24.2297,25.4774,21.8146,21.254,20.8178,21.3411
sodh-1;Q17334,21.8372,21.5182,21.0002,21.7502,21.6548,20.7333,20.5233,21.1703
sodh-1;Q17334,21.7867,23.3336,22.6346,23.8513,27.7585,25.3423,25.4029,25.8916
sodh-1;Q17334,26.0621,26.3011,25.8968,27.1858,26.6781,25.3443,25.3873,24.1927
gld-1;Q17339,23.2915,22.2697,22.2302,21.8081,21.5818,20.3422,21.27,20.8894
snr-1;Q17348,21.8417,21.1592,21.1605,20.3946,21.457,18.6791,20.4902,20.0041
usp-14;Q17361,24.9383,23.5564,23.5212,24.9778,25.5525,24.4405,24.1667,26.3886
usp-14;Q17361,24.2654,25.129,21.4495,22.5637,21.3828,20.6655,21.3649,20.4545
usp-14;Q17361,21.6676,20.842,19.9554,20.1156,21.8515,21.2018,20.878,20.9355
usp-14;Q17361,21.1163,20.2731,21.5264,21.5603,20.9579,20.8564,20.9257,19.9597
cul-1;Q17389,20.8058,20.3683,19.8033,21.5544,22.9601,21.7717,24.0648,21.1704
AC3.5;Q17405,25.2854,24.9788,25.2658,25.2097,28.1577,24.9963,22.9485,25.477
AC3.5;Q17405,22.7273,22.4475,22.1667,23.5729,23.7828,21.2874,22.002,22.0406
AC3.5;Q17405,22.1225,22.7822,23.0369,22.5569,21.9001,20.5931,21.0469,21.0239
AC3.5;Q17405,25.1365,24.1352,24.539,24.4658,26.1305,25.1403,24.9825,25.4328
AC3.5;Q17405,26.6302,25.3348,25.7952,25.8672,29.3988,27.8014,26.5461,27.0751
lin-24;Q17410,20.3035,20.3853,20.9565,22.747,21.6845,19.8018,20.8694,20.6521
B0001.4;Q17413,21.653,21.6273,21.2192,20.6702,23.6955,21.7774,22.4564,22.2823
;Q17430,19.8627,20.7325,19.9033,21.908,21.7824,21.8914,22.769,23.2975
pfd-4;Q17435,21.4222,20.7672,21.444,21.1234,22.476,23.5138,24.0379,23.6197
pmk-1;Q17446,24.0026,24.8155,24.5174,24.5366,21.8192,20.343,21.2975,20.6235
pitr-3;Q17455,24.9232,23.5283,22.4477,23.4507,24.3845,24.232,23.8634,23.957
unc-44;Q17489,20.8512,21.7666,21.1808,21.3537,22.6939,20.5442,21.3272,21.2163
;Q17542,28.6262,26.4375,27.5962,27.9533,28.6502,27.8187,27.2309,27.7039
;Q17543,24.1193,25.9248,24.6379,24.879,20.6928,20.5448,21.279,20.996
aly-1;Q17561,21.0102,21.4859,21.2528,21.3691,21.1783,20.6932,20.4785,19.6703
;Q17569,24.7796,24.7158,24.0277,24.7002,24.3497,23.7866,23.8204,24.412
;Q17569,24.841,23.8033,23.6755,24.2301,21.7169,21.1492,21.195,20.7634
;Q17569,26.5295,26.7531,24.7141,26.2802,26.8909,23.701,24.0806,23.1428
;Q17569,24.0948,23.0404,23.7011,24.9816,23.8497,22.9027,22.3707,21.6975
;Q17569,25.4365,26.3677,25.0759,26.1862,25.133,24.7589,24.2869,25.1486
aqp-2;Q17571,25.3165,25.0885,26.7052,26.3769,24.578,25.8998,25.3769,25.1804
aqp-2;Q17571,21.4096,21.2616,21.0545,21.0742,21.2103,20.2028,21.2016,21.1133
rpl-24.2;Q17606,21.8354,21.0757,21.19,20.6229,20.7312,19.8166,21.0524,21.0905
arrd-25;Q17624,26.3975,25.8383,26.815,24.8267,28.7183,26.8979,27.2493,27.1654
arrd-25;Q17624,27.4086,26.0895,25.8001,24.9617,26.2672,24.4585,25.9761,25.6683
arrd-25;Q17624,21.0173,21.5645,21.3069,21.0377,25.4903,23.2528,24.3341,22.06
arrd-25;Q17624,21.5169,20.2896,21.4739,21.7112,24.7739,24.2817,25.4853,24.0814
arrd-25;Q17624,21.4849,21.7484,21.3865,21.7413,21.7402,19.6506,21.0946,21.2
arrd-25;Q17624,21.7897,20.8552,21.4305,20.2185,21.6395,20.9303,20.5165,20.0453
arrd-25;Q17624,21.9078,21.3863,21.0527,19.7627,21.5931,21.2329,21.2681,19.7703
;Q17644,24.7218,24.8361,24.2347,24.3893,24.346,23.3509,22.7539,23.4963
;Q17649,20.5672,21.4799,20.5198,21.6896,24.7149,24.8932,25.2503,25.4563
;Q17649,23.3292,23.976,23.8416,24.0884,26.0891,23.1577,25.014,24.1247
;Q17649,20.8084,20.8386,20.5752,21.8637,21.7243,20.9923,21.2057,21.289
amt-4;Q17663,21.4706,20.9539,20.1771,20.2015,21.7186,19.8741,21.2521,19.1815
amt-4;Q17663,20.8353,19.7321,21.2232,19.5389,25.6203,22.7818,23.4325,24.3115
mthf-1;Q17693,20.5131,20.8863,20.9645,21.1939,23.1561,24.242,23.5087,24.9373
;Q17698;Q23683,26.5275,26.9999,26.3402,26.861,25.5653,26.2059,26.1802,25.167
;Q17698,26.5765,26.6157,25.8323,27.1276,26.575,25.3731,24.12,25.0976
;Q17698,21.3252,20.7575,20.1872,20.8073,20.7092,20.6718,21.1544,20.9019
;Q17698,21.6465,20.406,21.1837,20.6347,23.8591,22.2249,22.3372,22.7181
;Q17698,21.6775,21.6197,21.0708,21.6663,21.7605,20.9324,20.2827,20.796
;Q17698,21.7622,21.336,21.1838,21.1751,25.2256,22.9082,23.0626,24.8084
;Q17698,21.5315,20.4684,20.6106,21.803,21.941,21.2346,21.3415,21.3062
ain-1;Q17740,22.819,21.7557,21.4776,22.5084,21.4795,20.5642,21.1431,19.6737
atp-5;Q17763,21.9508,20.8767,20.9619,21.6488,20.6095,20.9184,21.1915,20.1114
pdi-2;Q17770,20.8471,20.6691,21.5061,20.5806,21.0417,21.1119,20.7651,21.2586
pdi-2;Q17770,25.9532,24.3774,24.0211,24.3742,21.6123,20.9036,21.2307,20.3092
hgrs-1;Q17796,25.5909,25.5003,25.6421,26.0847,25.506,22.661,22.4059,23.6697
hgrs-1;Q17796,26.3865,26.494,26.868,26.87,26.2823,24.4497,26.1834,24.3857
hgrs-1;Q17796,25.9717,26.1714,25.5531,25.8428,24.6716,26.1461,25.2928,25.8544
hgrs-1;Q17796,26.8826,26.4288,27.2152,26.3716,27,25.1546,25.5025,25.1174
pfd-1;Q17827,21.9519,21.5698,21.1516,21.1801,22.5613,22.141,22.8004,21.1966
pfd-1;Q17827,21.5529,20.9127,19.803,21.6809,21.3687,20.8108,21.3049,19.6008
;Q17832,22.4399,21.4648,23.1911,22.5568,22.766,21.3968,21.397,22.1658
;Q17832,20.9371,21.0724,20.9683,20.1854,22.0864,22.0252,22.115,23.7359
;Q17832,20.465,20.8453,21.286,20.8164,21.0585,19.7095,20.575,21.1195
hsp-25;Q86GU1,27.6594,28.1105,25.6261,27.4661,26.3904,25.4566,26.0746,24.3933
hsp-25;Q86GU1,25.5546,25.1737,25.316,25.6756,24.8114,22.643,22.8519,24.2827
hsp-25;Q86GU1,27.6157,27.331,26.436,27.9946,26.1767,24.3344,24.226,23.924
hsp-25;Q86GU1,20.9056,21.5705,20.7219,21.1434,25.0681,26.1745,27.1774,26.5579
hsp-25;Q86GU1,26.4961,27.5453,25.5187,25.2223,23.8757,24.1824,24.1054,22.9068
cks-1;Q17868,21.3061,20.5605,21.526,20.8438,21.1158,21.176,21.1955,20.6806
akt-1;Q17941,21.9041,21.6989,19.6952,20.576,22.4408,22.3549,24.7406,23.2529
wdr-5.1;Q17963,21.6985,21.6021,21.0165,21.6195,20.7261,20.9461,20.9253,21.1914
pdi-1;Q17967,26.8358,27.9267,26.8404,27.6687,21.1772,20.6375,20.8257,20.3262
;Q18012,22.864,22.5852,21.8622,23.4958,23.528,22.3805,22.1295,24.1254
flu-2;Q18026,20.6365,21.538,21.1264,21.4213,21.5346,20.8259,20.8744,20.2526
nfx-1;Q18034,21.9083,23.1052,22.5156,22.6383,21.8303,21.2539,20.9319,21.3234
nfx-1;Q18034,24.2682,24.2239,24.8206,24.3872,25.4153,25.0253,26.5991,26.483
dim-1;Q18066,21.5001,20.2612,19.6368,21.7326,23.1918,22.0982,22.0717,23.1923
dim-1;Q18066,21.0811,20.6679,20.7362,20.0263,24.0721,22.5842,21.9976,22.9639
;Q18068,21.8324,21.407,19.5729,20.014,23.6879,22.9044,24.4289,22.1351
;Q18070,21.9369,19.9023,20.9321,21.8846,21.9205,20.8602,20.9601,21.0029
;Q18091,25.3116,25.7633,25.1998,24.9053,21.4109,20.555,20.9809,20.9876
;Q18099,26.1008,25.4094,25.5116,26.7005,27.4664,27.0878,25.4818,26.0631
;Q18099,27.0991,28.6891,26.3915,28.0798,26.4584,24.1489,25.0211,24.868
;Q18099,25.8504,24.9725,25.1316,25.6406,26.6643,25.4159,24.5745,24.5275
rpn-2;Q18115,27.6932,26.937,27.2276,28.7905,29.7134,24.7282,26.6185,26.3783
;Q18124,20.614,23.1467,22.164,21.1364,20.5242,20.3233,21.554,21.0901
